"quad","year","totCover"
"B2P",16,1.55310869065917
"B2P",17,57.8041851728947
"E1P",17,37.7635233646831
"E2P",17,0.86339254273718
"E3P",17,7.00267232712349
"E5P",17,60.9511987050077
"A1P",18,4.73171827052406
"A5P",18,6.34010353253986
"B1P",18,10.1465983694723
"B2P",18,39.5265926420582
"B5P",18,4.87031834571018
"E1P",18,14.1168487663346
"E2P",18,8.19594276116931
"E5P",18,55.7015074527253
"J3P",18,1.36077571725841
"P2A",18,28.8186564845102
"P6B",18,4.7635622545111
"PP2",18,2.8403283452751
"PP3",18,3.98279514437091
"PP7",18,2.03119654693547
"WD11",18,1.47997340980474
"WD15",18,0.250488519668579
"WD17",18,2.18323101053585
"WD2",18,8.43290342618328
"WD3",18,6.64296149819941
"WD7",18,53.7182458959449
"WD9",18,5.4663827549878
"A5P",19,32.0419029742851
"B5P",19,40.5068734003179
"J2P",19,0.989735126495361
"J3P",19,0.488758087158203
"K4P",19,63.6892259266333
"K5P",19,82.0261201933956
"K7P",19,79.9676179599368
"A1P",20,6.30285022024804
"A5P",20,16.1353713115836
"B1P",20,7.48723195781025
"B2P",20,97.1370573169184
"B5P",20,24.2669509961341
"E1P",20,19.3344374153737
"E2P",20,9.36319189699526
"E3P",20,0.250488519668579
"E5P",20,29.413470858505
"J2P",20,6.16637842182421
"J3P",20,0.500977039337158
"K4P",20,158.118473589247
"K5P",20,22.8458859459841
"K7P",20,86.68901737786
"P2A",20,10.8566453790498
"WD11",20,2.82618196349694
"WD2",20,4.60049427879383
"WD3",20,8.07379278700999
"WD7",20,86.1269553839941
"WD9",20,2.9837525193386
"A1P",21,6.09006128806907
"A2P",21,32.8327955897206
"A3P",21,1.24022364616394
"A5P",21,9.64745354430971
"B1P",21,30.4586357012223
"B2P",21,56.8062499891749
"B4P",21,18.6081270451034
"B5P",21,23.4676871733243
"E1P",21,24.3993782922791
"E2P",21,5.89919979119626
"E3P",21,39.936661233823
"E4P",21,0.259652733802795
"E5P",21,68.6469008249311
"K4P",21,50.8510569753033
"K5P",21,101.836676818032
"K6P",21,41.4886249370718
"K7P",21,97.0266113356386
"M3P",21,6.93436637519789
"P2A",21,5.43551144978292
"P3A",21,0.250488519668579
"P4A",21,1.7732397399373
"PP4",21,0.250488519668579
"PP5",21,3.59625632149563
"PP6",21,0.751465559005737
"PP7",21,31.0603481996602
"WD11",21,0.250488519668579
"WD13",21,9.84830760050539
"WD15",21,3.54635359447717
"WD19",21,21.5013111418818
"WD2",21,10.5526599958284
"WD25",21,19.9925307061155
"WD7",21,9.22463200498189
"WD9",21,20.0637972063622
"A1P",22,57.3526417946902
"A2P",22,54.6151580293147
"A3P",22,39.9907782302555
"A5P",22,63.4617413502709
"B1P",22,133.446908977893
"B2P",22,159.29338395382
"B4P",22,52.5401852565177
"B5P",22,78.5440641393495
"C1P",22,0.500977039337158
"C2P",22,25.3757681914908
"E1P",22,79.0206614802834
"E2P",22,36.9902598863561
"E3P",22,151.76081853536
"E5P",22,138.737615605026
"J2P",22,7.25170864169757
"K4P",22,206.890055109225
"K6P",22,63.8756317294984
"K7P",22,159.554748200753
"P2A",22,43.1561929567434
"P3A",22,57.1446987147641
"P4A",22,33.3856752474921
"PP3",22,5.93251047204549
"PP4",22,27.8396965412793
"PP5",22,28.1542696569525
"PP6",22,55.8625086849739
"PP7",22,130.155935956518
"WD11",22,30.7483661023213
"WD13",22,64.5406487582496
"WD15",22,45.3480473672134
"WD17",22,47.847251117132
"WD19",22,28.9668549950623
"WD2",22,78.6949704005657
"WD25",22,151.972788454293
"WD3",22,2.82830214253905
"WD7",22,89.8011668260841
"WD9",22,107.345255935317
"A1P",23,91.4352617743621
"A2P",23,27.9365016717297
"A3P",23,7.75423775599006
"A5P",23,106.884753832049
"AW1",23,17.7759491811425
"AW2",23,0.238269567489624
"AW3",23,22.7836614779074
"AW4",23,9.16669954840185
"AW5",23,25.3842509286701
"B1P",23,151.366319158967
"B2P",23,41.8810935366278
"B3P",23,19.6449819297479
"B4P",23,17.1331996126149
"B5P",23,136.185334798797
"BW1",23,21.0201553931526
"BW2",23,2.24217772483826
"BW3",23,50.0870124234333
"BW4",23,51.2003715997688
"BW5",23,25.7392088428036
"E1P",23,12.8587181049212
"E2P",23,13.434475540173
"E3P",23,59.9016709404325
"E4P",23,9.44109041393136
"E5P",23,97.6253406930835
"FH16",23,5.91085204837069
"J2P",23,24.2656776089255
"J3P",23,5.16478808343325
"K7P",23,416.750557728316
"P2A",23,18.7529804885403
"P3A",23,63.1488901223291
"P4A",23,13.4422095839374
"P6A",23,15.3708093184855
"P6B",23,18.3024193291296
"PP3",23,4.73484396934509
"PP4",23,2.14457894238193
"PP6",23,36.1814164198537
"PP7",23,104.443062544067
"SG1",23,11.2889287429576
"SG10",23,27.278913193507
"SG11",23,42.5721605207778
"SG12",23,24.6081248611945
"SG13",23,13.4846184476456
"SG14",23,21.4605308314099
"SG15",23,65.5232425821578
"SG16",23,13.6487115304596
"SG17",23,45.3827344320787
"SG19",23,196.002000916892
"SG2",23,29.9946397322682
"SG20",23,55.2130021396249
"SG3",23,33.6451610928814
"SG4",23,20.6796621002722
"SG6",23,11.9816617380073
"SG7",23,22.6158440858842
"SG8",23,30.8331933094857
"WD11",23,33.9773553405758
"WD13",23,40.8556773320955
"WD15",23,71.4268912133814
"WD17",23,15.5845067934696
"WD19",23,15.6700249719295
"WD2",23,138.067987939232
"WD3",23,8.46511380567122
"WD7",23,35.6159331934468
"WD9",23,189.48130233152
"A1P",24,133.330553409372
"A2P",24,70.7277215055786
"A3P",24,154.722115838726
"A5P",24,60.5852328516649
"AW1",24,9.58207870428484
"AW2",24,8.9607719458823
"AW3",24,16.9976917434909
"AW4",24,2.52440914634297
"AW5",24,46.5459934595599
"B1P",24,99.1214710617622
"B2P",24,25.4868913423153
"B3P",24,77.4517995952164
"B4P",24,63.3434969789295
"B5P",24,59.4363122723151
"BW1",24,81.9936133416011
"BW2",24,27.0792130873852
"BW3",24,92.6874355257131
"BW4",24,58.72624406872
"BW5",24,29.0979201901066
"C1P",24,9.40970680881623
"E1P",24,53.0520167517062
"E2P",24,76.4303875207333
"E3P",24,73.5900477809544
"E4P",24,16.3516647522057
"E5P",24,114.225207784599
"FH16",24,8.72688586565671
"FH4",24,14.994083700093
"J2P",24,32.0777973607291
"K4P",24,40.626407463199
"K6P",24,8.07742446495801
"K7P",24,70.5634144813864
"P2A",24,46.5428425997281
"P3A",24,21.0110615220497
"P4A",24,30.3197448107546
"P6A",24,71.308258630401
"P6B",24,73.4161468843757
"PP3",24,9.65254676548088
"PP4",24,49.5377961102261
"PP5",24,2.65612982326732
"PP6",24,32.7481893372741
"PP7",24,44.8738206128782
"SG1",24,19.7197449853133
"SG10",24,32.9456086926945
"SG11",24,32.9260099016948
"SG12",24,51.3306775671941
"SG13",24,42.2217528723429
"SG14",24,47.5257889086625
"SG15",24,191.847899557838
"SG16",24,27.8015164680141
"SG17",24,92.7288209290581
"SG19",24,92.0414941631322
"SG2",24,32.9538967186496
"SG20",24,87.3757276470919
"SG3",24,62.8731461965085
"SG4",24,23.5435780205707
"SG6",24,22.2050645997006
"SG7",24,27.3769366413668
"SG8",24,11.1268679711921
"SG9",24,2.56042545965469
"WD11",24,55.6049165125409
"WD13",24,52.7552933940179
