"","X","quad","year","NRquad","totParea","recArea","Group"
"1",1,"A1P",20,3,6.30285022024804,0.475975137464387,"A"
"2",2,"A1P",21,10,6.09006128806907,1.64201959996541,"A"
"3",3,"A1P",22,21,57.3526417946902,0.366155757483245,"A"
"4",4,"A1P",23,11,91.4352617743621,0.120303696697944,"A"
"5",5,"A1P",24,17,133.330553409372,0.127502658357714,"A"
"6",6,"A1P",25,6,102.019061780207,0.0588125385129162,"A"
"7",7,"A1P",26,3,162.384534470587,0.0184746657665444,"A"
"8",8,"A1P",27,12,199.803593557122,0.060058979852979,"A"
"9",9,"A1P",28,4,37.6679771787549,0.106190995630528,"A"
"10",10,"A1P",29,0,38.5219623985123,0,"A"
"11",11,"A1P",30,2,125.82298794623,0.0158953465709676,"A"
"12",12,"A1P",31,0,53.2681686369709,0,"A"
"13",13,"A1P",32,0,30.1716443950724,0,"A"
"14",14,"A2P",21,14,32.8327955897206,0.426402922704004,"A"
"15",15,"A2P",22,10,54.6151580293147,0.183099351184382,"A"
"16",16,"A2P",23,10,27.9365016717297,0.357954625726079,"A"
"17",17,"A2P",24,13,70.7277215055786,0.183803460980637,"A"
"18",18,"A2P",25,11,76.5112468458545,0.14376971299607,"A"
"19",19,"A2P",26,2,16.8781631396717,0.11849630694107,"A"
"20",20,"A2P",27,10,56.9633539003956,0.175551460988159,"A"
"21",21,"A2P",30,16,24.8505731188222,0.643848329915633,"A"
"22",22,"A2P",31,1,43.8911313807633,0.02278364600185,"A"
"23",23,"A3P",21,26,1.24022364616394,20.9639608794906,"A"
"24",24,"A3P",22,6,39.9907782302555,0.150034589610977,"A"
"25",25,"A3P",23,18,7.75423775599006,2.32131133535275,"A"
"26",26,"A5P",18,27,6.34010353253986,4.25860553560767,"A"
"27",27,"A5P",19,1,32.0419029742851,0.0312091326411711,"A"
"28",28,"A5P",20,3,16.1353713115836,0.185926926754161,"A"
"29",29,"A5P",21,17,9.64745354430971,1.76212302261118,"A"
"30",30,"A5P",22,44,63.4617413502709,0.693331116729784,"A"
"31",31,"A5P",23,5,106.884753832049,0.0467793564632861,"A"
"32",32,"A5P",24,16,60.5852328516649,0.264090756887473,"A"
"33",33,"A5P",27,35,188.031254222878,0.186139267882103,"A"
"34",34,"A5P",28,0,96.5823169526366,0,"A"
"35",35,"A5P",29,3,20.7225985317722,0.144769488990503,"A"
"36",36,"A5P",30,1,75.3678877380186,0.0132682503120697,"A"
"37",37,"A5P",31,1,111.663289862008,0.00895549469513021,"A"
"38",38,"AW1",23,3,17.7759491811425,0.168767359167663,"A"
"39",39,"AW2",23,5,0.238269567489624,20.9846353971232,"A"
"40",40,"AW2",24,10,8.9607719458823,1.1159752820844,"A"
"41",41,"AW2",27,15,67.37360104049,0.22263913117818,"A"
"42",42,"AW2",28,8,21.8351309394027,0.366382048369747,"A"
"43",43,"AW2",29,8,3.72692942619324,2.14653917076486,"A"
"44",44,"AW2",30,1,113.298719188188,0.0088262251079733,"A"
"45",45,"AW2",31,1,53.9683442782995,0.018529380757788,"A"
"46",46,"AW3",23,7,22.7836614779074,0.307237710970543,"A"
"47",47,"AW3",24,5,16.9976917434909,0.29415758771568,"A"
"48",48,"AW3",27,0,49.5362239100127,0,"A"
"49",49,"AW3",28,2,7.40367512105333,0.270136110418019,"A"
"50",50,"AW3",29,0,0.497922301292419,0,"A"
"51",51,"AW3",30,0,7.3639675588344,0,"A"
"52",52,"AW4",23,0,9.16669954840185,0,"A"
"53",53,"AW4",28,27,6.6741227931681,4.04547546347788,"A"
"54",54,"AW4",29,6,20.2669135227042,0.296049025584406,"A"
"55",55,"AW4",30,0,87.3069869146077,0,"A"
"56",56,"AW5",23,10,25.3842509286701,0.393945049948493,"A"
"57",57,"AW5",27,30,21.4862462049839,1.39624202914706,"A"
"58",58,"AW5",28,39,30.3563989409894,1.28473736545014,"A"
"59",59,"AW5",29,5,41.5969758668426,0.120201045768463,"A"
"60",60,"AW5",30,0,197.094984622666,0,"A"
"61",61,"AW5",31,2,165.6379618323,0.0120745267442067,"A"
"62",62,"B1P",20,13,7.48723195781025,1.73628920183769,"B"
"63",63,"B1P",21,38,30.4586357012223,1.24759363396159,"B"
"64",64,"B1P",22,11,133.446908977893,0.0824297848803847,"B"
"65",65,"B1P",23,4,151.366319158967,0.026425958048165,"B"
"66",66,"B1P",24,6,99.1214710617622,0.0605317892857081,"B"
"67",67,"B2P",16,30,1.55310869065917,19.3160982102723,"B"
"68",68,"B2P",17,4,57.8041851728947,0.0691991416890635,"B"
"69",69,"B2P",20,17,97.1370573169184,0.175010448839684,"B"
"70",70,"B2P",21,12,56.8062499891749,0.211244361356131,"B"
"71",71,"B2P",22,2,159.29338395382,0.0125554492619719,"B"
"72",72,"B2P",23,6,41.8810935366278,0.143262734884241,"B"
"73",73,"B2P",26,1,8.37269835633121,0.119435808796793,"B"
"74",74,"B2P",27,5,5.30464851606588,0.942569518952441,"B"
