"","X","quad","year","trackID","area.t1","area.t0","age","allEdge","distEdgeMin","Group"
"1",1,"A1",32,210,0.25,0.249999999999993,1,0,14.8399450626671,"A"
"2",2,"A1",32,216,0.250000000000002,0.25,1,0,21.0941276995357,"A"
"3",3,"A1",32,220,0.500000000000002,0.25,1,0,21.1425392423458,"A"
"4",4,"A1",32,224,0.5,0.250000000000001,1,0,11.1864434908325,"A"
"5",5,"A1",32,230,1.9540808906591,0.250000000000001,1,0,10.2288432591467,"A"
"6",6,"A1",32,238,0.749999999999989,0.249999999999993,1,0,17.4055566631392,"A"
"7",7,"A1",32,242,0.250000000000003,0.25,1,1,0.926443487360038,"A"
"8",8,"A1",32,251,0.750000000000012,0.25,1,0,28.9192212655053,"A"
"9",9,"A1",32,254,0.749999999999985,0.249999999999993,1,0,26.7195262988995,"A"
"10",10,"A1",32,263,1.93213745505543,0.249999999999996,1,0,41.3110870565047,"A"
"11",11,"A1",32,269,0.499999999999993,0.249999999999993,1,0,21.856843530038,"A"
"12",12,"A1",32,276,1.19950107412918,0.249999999999986,1,0,39.5416449482196,"A"
"13",13,"A1",32,278,0.25,0.249999999999993,1,0,39.0840831677038,"A"
"14",14,"A1",32,280,2.30632334585691,0.249999999999986,1,0,38.9278245998921,"A"
"15",15,"A1",32,281,0.499999999999986,0.249999999999993,1,0,5.2437222278145,"A"
"16",16,"A1",32,282,0.499999999999972,0.249999999999986,1,0,37.4366949783008,"A"
"17",17,"A1",32,298,0.249999999999993,0.249999999999993,1,0,7.06032790896755,"A"
"18",18,"A1",32,302,0.749999999999986,0.249999999999993,1,0,26.5992433002814,"A"
"19",19,"A1",33,210,0.249999999999993,0.25,2,0,19.9740332214817,"A"
"20",20,"A1",33,216,0.250000000000002,0.250000000000002,2,0,24.921117339989,"A"
"21",21,"A1",33,224,0.250000000000001,0.5,2,0,11.1979568129541,"A"
"22",22,"A1",33,230,0.250000000000001,1.9540808906591,2,0,8.82416892465527,"A"
"23",23,"A1",33,238,0.499999999999992,0.749999999999989,2,0,17.2662431503586,"A"
"24",24,"A1",33,251,5.88746530569907,0.750000000000012,2,0,26.3598177341187,"A"
"25",25,"A1",33,254,0.749999999999993,0.749999999999985,2,0,25.5560431236586,"A"
"26",26,"A1",33,263,2.04065488428773,1.93213745505543,2,0,40.6250603804219,"A"
"27",27,"A1",33,280,0.749999999999967,2.30632334585691,2,0,39.1415724559962,"A"
"28",28,"A1",33,281,2.78558269622997,0.499999999999986,2,0,1.11270108647496,"A"
"29",29,"A1",33,282,0.249999999999996,0.499999999999972,2,0,35.093274561165,"A"
"30",30,"A1",33,302,2.23423917451055,0.749999999999986,2,0,22.9037665987127,"A"
"31",31,"A1",33,332,0.249999999999993,2.98741986030564,1,0,20.7225698646906,"A"
"32",32,"A1",33,333,0.249999999999993,0.249999999999993,1,1,0.690896254432388,"A"
"33",33,"A1",33,334,0.75,0.25,1,1,3.82908179494622,"A"
"34",34,"A1",33,336,0.25,0.25,1,0,13.7910332217308,"A"
"35",35,"A1",33,338,0.500000000000004,0.250000000000002,1,0,20.105358118432,"A"
"36",36,"A1",33,339,1.00000000000001,0.250000000000002,1,0,10.0650284714667,"A"
"37",37,"A1",33,340,0.250000000000002,0.250000000000005,1,0,21.1188130653019,"A"
"38",38,"A1",33,342,0.499999999999986,0.249999999999993,1,1,1.19044350694728,"A"
"39",39,"A1",33,343,0.500000000000002,0.25,1,0,29.2123142166536,"A"
"40",40,"A1",33,345,0.499999999999989,0.249999999999993,1,0,5.56434328760366,"A"
"41",41,"A1",33,346,0.250000000000004,0.25,1,0,7.13200744419295,"A"
"42",42,"A1",33,349,0.250000000000001,0.250000000000004,1,0,11.0053001578449,"A"
"43",43,"A1",33,352,0.249999999999993,0.249999999999993,1,0,45.9545666777025,"A"
"44",44,"A1",33,354,0.499999999999975,0.249999999999989,1,0,32.0510970907358,"A"
"45",45,"A1",33,356,0.499999999999988,0.25,1,0,29.1031684517298,"A"
"46",46,"A1",33,357,0.349463555547686,0.249999999999993,1,1,0.0942954444645636,"A"
"47",47,"A1",33,358,0.749999999999958,0.249999999999993,1,0,24.4363032880897,"A"
"48",48,"A1",33,361,0.249999999999993,0.249999999999986,1,0,22.1457825596024,"A"
"49",49,"A1",33,362,0.249999999999989,0.249999999999989,1,0,21.1309665831257,"A"
"50",50,"A1",33,364,0.249999999999986,0.249999999999993,1,0,4.61058099033703,"A"
"51",51,"A1",33,365,0.499999999999986,0.25,1,0,7.71715674058781,"A"
"52",52,"A1",33,366,0.249999999999993,0.25,1,0,4.81478615295646,"A"
"53",53,"A1",33,367,0.249999999999993,0.249999999999993,1,0,4.79482008443574,"A"
"54",54,"A1",34,238,0.250000000000004,0.499999999999992,3,0,16.6522371344664,"A"
"55",55,"A1",34,263,0.249999999999993,2.04065488428773,3,0,40.4728590507594,"A"
"56",56,"A1",34,280,0.249999999999993,0.749999999999967,3,0,35.8355838460919,"A"
"57",57,"A1",34,281,0.749999999999965,2.78558269622997,3,1,0.896725789725423,"A"
"58",58,"A1",34,333,0.571230151568429,0.249999999999993,2,1,0.664621442358452,"A"
"59",59,"A1",34,334,0.25,0.75,2,0,2.21223615085949,"A"
"60",60,"A1",34,338,0.250000000000002,0.500000000000004,2,0,21.0381314615728,"A"
"61",61,"A1",34,354,2.07845577116654,0.499999999999975,2,0,31.6205088349593,"A"
"62",62,"A1",34,366,0.249999999999986,0.249999999999993,2,0,9.41468180758316,"A"
"63",63,"A1",34,367,0.249999999999993,0.249999999999993,2,0,5.6583019375885,"A"
"64",64,"A1",34,368,0.249999999999993,1.23217015940323,1,0,12.6097461408727,"A"
"65",65,"A1",34,370,0.249999999999996,0.249999999999998,1,0,24.525362943866,"A"
"66",66,"A1",34,371,0.249999999999996,0.249999999999998,1,0,25.0082103319606,"A"
"67",67,"A1",34,373,0.249999999999993,0.249999999999993,1,1,0.0744747335596969,"A"
"68",68,"A1",35,238,0.499999999999989,0.250000000000004,4,0,18.5027427674805,"A"
"69",69,"A1",35,263,0.499999999999989,0.249999999999993,4,0,39.8262762497231,"A"
"70",70,"A1",35,280,0.249999999999986,0.249999999999993,4,0,34.7892693109316,"A"
"71",71,"A1",35,281,0.749999999999972,0.749999999999965,4,1,1.03119947609079,"A"
"72",72,"A1",35,333,0.75,0.571230151568429,3,1,0,"A"
"73",73,"A1",35,334,0.5,0.25,3,1,2.33351448570998,"A"
"74",74,"A1",35,354,0.499999999999978,2.07845577116654,3,0,32.1683665903306,"A"
"75",75,"A1",35,366,0.499999999999986,0.249999999999986,3,0,8.456560567179,"A"
"76",76,"A1",35,367,0.499999999999993,0.249999999999993,3,0,5.30116902250402,"A"
