"species","quad","year","genetID","ARTR.0.2","ARTR.2.4","ARTR.4.6","ARTR.6.8","ARTR.8.10","ARTR.10.12","ARTR.12.14","ARTR.14.16","ARTR.16.18","ARTR.18.20","ARTR.20.25","ARTR.25.30","ARTR.30.35","ARTR.35.40","ARTR.40.45","ARTR.45.50","ARTR.50.60","ARTR.60.70","ARTR.70.80","ARTR.80.90","ARTR.90.100","ARTR.100.110","ARTR.110.120","ARTR.120.130","ARTR.130.140","ARTR.140.150","HECO.0.2","HECO.2.4","HECO.4.6","HECO.6.8","HECO.8.10","HECO.10.12","HECO.12.14","HECO.14.16","HECO.16.18","HECO.18.20","HECO.20.25","HECO.25.30","HECO.30.35","HECO.35.40","HECO.40.45","HECO.45.50","HECO.50.60","HECO.60.70","HECO.70.80","HECO.80.90","HECO.90.100","HECO.100.110","HECO.110.120","HECO.120.130","HECO.130.140","HECO.140.150","POSE.0.2","POSE.2.4","POSE.4.6","POSE.6.8","POSE.8.10","POSE.10.12","POSE.12.14","POSE.14.16","POSE.16.18","POSE.18.20","POSE.20.25","POSE.25.30","POSE.30.35","POSE.35.40","POSE.40.45","POSE.45.50","POSE.50.60","POSE.60.70","POSE.70.80","POSE.80.90","POSE.90.100","POSE.100.110","POSE.110.120","POSE.120.130","POSE.130.140","POSE.140.150","PSSP.0.2","PSSP.2.4","PSSP.4.6","PSSP.6.8","PSSP.8.10","PSSP.10.12","PSSP.12.14","PSSP.14.16","PSSP.16.18","PSSP.18.20","PSSP.20.25","PSSP.25.30","PSSP.30.35","PSSP.35.40","PSSP.40.45","PSSP.45.50","PSSP.50.60","PSSP.60.70","PSSP.70.80","PSSP.80.90","PSSP.90.100","PSSP.100.110","PSSP.110.120","PSSP.120.130","PSSP.130.140","PSSP.140.150","propQ.0.2","propQ.2.4","propQ.4.6","propQ.6.8","propQ.8.10","propQ.10.12","propQ.12.14","propQ.14.16","propQ.16.18","propQ.18.20","propQ.20.25","propQ.25.30","propQ.30.35","propQ.35.40","propQ.40.45","propQ.45.50","propQ.50.60","propQ.60.70","propQ.70.80","propQ.80.90","propQ.90.100","propQ.100.110","propQ.110.120","propQ.120.130","propQ.130.140","propQ.140.150"
"ARTR","Q1",32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0770271911622,70.5644751996864,35.7344702687374,0,18.5059022263009,197.296563278513,76.82074846302,0,0,68.6240739393596,12.9353423798794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647776808165779,0,0,0,3.05911879258993,16.3108900567496,3.72219939085746,49.7603151211455,7.32673225417871,5.71519165423994,0,0,3.4674321157278,28.747130733845,0,0,0,0,0,0,0,0,0,3.06472446479357,0.573504201670341,0.00737177501070185,0.569095133120322,0,0,0,0,0,0,0,0,22.2934976740633,24.3113883782337,12.4926512668047,0,0,0,0,1,0.999996675395097,0.890347008723961,0.797964210699764,0.686843013954658,0.608666092868937,0.553129560654147,0.511999428704268,0.480446375256125,0.455534127354309,0.411550068571858,0.382918922491853,0.362841593340772,0.348001388116517,0.336593079874506,0.327553868976074,0.314145176038487,0.304680304209079,0.297645182440302,0.292211570204077,0.277387993800251,0.247647716419205,0.217043618248977,0.188179363494941,0.162429720455475,0.141494334262925
"ARTR","Q1",32,2,0,0,0,0,0,0,0,5.6843418860808e-14,0,0,0,13.0011654131783,44.7959162291382,45.4123014497017,89.4536159862137,10.718480194525,0,60.8488025897381,120.910907700944,36.2092420585595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647776808165779,0,0,0.86771501478008,6.44703065852304,5.92141310165124,49.4060525660216,23.2522359287851,0,24.9002984891118,7.31426436046097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569095133120322,3.64560044147461,0,0,10.619306673114,5.5654402781877,3.15462075681963,0.474515582870005,33.647684011384,5.6359700167264,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.984487783988545,0.955647349292862,0.885593710780679,0.830030826670442,0.787194195668443,0.753685024576809,0.726932361671415,0.700824177517299,0.60487975365696,0.518788042882065,0.451721796855722,0.387695085866793,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q1",32,3,0,0,0,0,0,0,0,0,0,0,0,0,21.9938806734081,74.2088322298513,34.1066344167812,0.066625339545169,2.82688642794284,73.9836857887701,39.1613818275143,24.3866738830219,121.019766720347,3.75835903657094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325010375669424,7.63751210579947,3.64075304483395,25.7858073567696,75.6154789150602,5.75222512936706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688374933330232,13.8891402825588,5.38138993222946,0,0,0,0.569095133120321,3.64560044147461,27.4623059644148,1.16350736648725,9.40069821504371,1.73165806503467,0,0,0,0,1,1,1,1,1,1,1,0.98831364578178,0.937461851882716,0.875154444790642,0.739410976794983,0.648147579593753,0.584504873183228,0.537890569461525,0.502402205925176,0.474542815568112,0.433711084655925,0.405297914455345,0.38442374981049,0.353366920567235,0.305278976965847,0.260647513425722,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q1",32,4,0,0,0,4.2632564145606e-13,0,0,0,0,0,0,0,0,0,0,0,0,12.0521669520828,45.0123602384547,116.599628031028,108.576227203532,124.410165519343,8.66632030714163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803817494527931,4.0357463045579,12.3881575759265,18.1179520618525,15.1455803500851,1.78840928779908,0.0152766686095305,2.37858816128407,17.8232708335693,1.54673801577019,3.31213087053541,2.87937362096677,5.65940602427683,0,0.521397581018633,18.0594782570687,14.2814638196512,0,0,0,0,0,0,0,0,0,0,0,0,2.11224939223306,1.76180924247997,3.65925614219774,0.486337143122764,3.11270436004485,0,0,2.69480871343022,7.67227435914813,16.662692491519,1.59603776680466,3.64560044147461,16.753842084422,1.78967189389698,1.36494886292265,0,0,0,0,0,1,1,1,1,1,1,0.999939648894436,0.973392532415247,0.938590149806467,0.90525160304309,0.810275682834265,0.710276915662042,0.63814540332835,0.584663539146641,0.543682047318601,0.511387190064079,0.463910566904098,0.430803901372249,0.404373943603292,0.362037283287645,0.309399660443772,0.262066424543341,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q1",32,5,0,0,0,2.8421709430404e-14,0,0,0,0,0,0,0,0,0,0,0,0,31.1861480194622,106.007058922442,114.058437412287,171.739287799838,0.00825447339087759,0,42.5605514461828,4.60724988874244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92369006542965,6.43171398113023,4.57421893053989,0.531302325750472,0,0,0,17.7536375467226,0,0,0,4.53616484247591,7.31474567330312,0,2.39386482989359,26.854965328684,31.7054379975685,13.7234194546662,0.0136259513355981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99723494674732,31.2480372313663,11.9480537526939,1.77185510821577,0,0.535603028556004,10.5967532515224,0,0.944098439791304,3.27059713480363,0,0,0,0,1,0.980641658200795,0.85681145861715,0.775814820265581,0.723565097219579,0.687598338288383,0.661460860631395,0.641651920821515,0.626139544936054,0.613670946380129,0.556552206378308,0.509058032462374,0.473090486200243,0.445426511362121,0.4236472685581,0.406119109022918,0.379740284194399,0.360893171185698,0.346776505433572,0.323431097372791,0.294835649000171,0.256490078713354,0.220451625315521,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q1",33,1,0,0,0,0,0,0,0,0,2.71740116069748,10.1153390886892,34.678567187866,39.5994370187994,48.8282831535616,70.6318371411527,107.990784645284,44.8757731604514,38.0146061499898,67.7552067445027,102.358923965712,0,0,31.8896786034384,70.2650707815922,5.12072493768187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861058295294628,3.50680522432228,16.9727161448476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78460319769297,10.8934970146658,3.06623025573665,5.60512508558277,6.13109416008263,1.56463946249976,0,0,2.56334614583655,11.2465357000501,0,0,0,0,0,0,0,0,0.476920965726201,1.59840008708956,0.583979720095486,0,0,0,0,0,0,0,2.73557998226365,2.72803246500083,0,19.7754309260901,39.9577342837506,18.6223048767044,0,0,0,0,1,1,0.993401528166054,0.911677607833149,0.802692772114438,0.702317927823296,0.630930245461196,0.578199538146574,0.537877297164444,0.506142549058313,0.450379808040718,0.414298219439106,0.389115718984565,0.370571411867021,0.3563598202803,0.345127895784769,0.328515527101725,0.316826910406355,0.308160243646394,0.301479075369673,0.282019463768908,0.249971795710706,0.218049934271907,0.188336394448745,0.162429720455475,0.141494334262925
"ARTR","Q1",33,2,0,0,0,0,0,0,0,0,0.974307505521836,10.6665948989977,13.2337315789877,40.2009927228602,66.7688537150256,39.3214836135414,39.6912062732954,7.11953158061999,7.1570497905426,109.028606647703,129.406786893224,30.1991460738461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02436444572377,2.34349907389314,0,0,0,16.9727161448476,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89391601597836,1.85905215503019,0.470447089135419,0,0,0,0,0,0,0,6.28003515478373,2.64196998007788,12.096552457902,6.80321632335293,0,8.28207923584524,5.52780261004138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65930077291125,0,0,2.20095942340078,2.37775795184308,12.4392339744648,16.1488321599949,45.5466090113984,5.10569001270765,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.993746914441883,0.968202508009471,0.899277576569441,0.842781875714065,0.798764764257541,0.764157132528718,0.736447238251558,0.711118968586111,0.611506051832496,0.52360459299574,0.455391616047596,0.388636559074621,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q1",33,4,0,0,0,0,0,2.8421709430404e-14,0,0,0,0,0,0,0,0,38.433555506622,64.6668755481954,53.2055559390314,144.867451581479,155.421109929771,111.415452676376,0,0,0,0,0,0,0,0,0,0,3.00047298733988,10.3570724898436,3.61517066766404,0,0,0,0,0,0,2.34349907389314,2.02436444572377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564928037945134,1.77961590496585,0.155901962362043,0,0,0.774990563415981,6.63158328449317,10.1972422976423,0,1.40470497506499,6.31280689022707,0,0,0,18.0332971060306,0,0,0,0,0,0,0,0,0,0,0.817756781661536,1.28455530335847,1.16978256147256,1.86004820593988,2.72555144238714,4.21406245222505,2.27827340417869,3.96688524226756,0,0,0.796710471901477,16.0651029198088,25.1183233895709,8.65524901123061,2.65930077291127,3.89818184585161,6.70005625361571,3.58800771894734,0.680535529392245,0,0,0,0,1,1,1,1,1,1,1,0.993307045220735,0.963997426130555,0.931972992498438,0.850042626858062,0.747351084686686,0.669543343875808,0.611660446146698,0.567254636364164,0.532249070019711,0.480793795576269,0.444932698570779,0.414181206061741,0.366446816269009,0.311320407574181,0.262582982166977,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q1",33,5,0,0,0,0,0,0,0,0.742632198236208,5.42121898365001,3.43307334979286,0,0,0,0,0,0,0.173460357152436,42.1339697499967,196.960350085736,259.443398360128,67.8028429420443,7.5284595682698,55.2081608780375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3678635196169,16.9727161448476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8088258247243,0.00105602116227921,0,0,1.45802329519261,6.25948857009945,1.74818387541257,2.07981575084845,4.22341526014397,9.73000546056636,6.54625696399712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611532488585412,0.644884185996727,15.6019832368434,34.9049475445442,12.5301040192573,0.528180135699486,0,2.32933226852055,11.9349785225346,4.43304220098054,2.52991467652768,0.429484027231041,0,0,0,0,1,0.996863037325738,0.880779385404998,0.796130111157607,0.740613609993674,0.702153412540486,0.674112649454421,0.652821147579217,0.63612773126145,0.62269915851205,0.582209301507059,0.53354009906146,0.495202814074902,0.465276461489839,0.441536455995867,0.422344594128612,0.393354657987408,0.372581862790381,0.355203377405503,0.32834885078303,0.297727841772907,0.257809344254287,0.220779158161029,0.188380030821795,0.162429720455475,0.141494334262925
"ARTR","Q1",33,6,0,0,0,0,0,0,0,0,0,0,35.0216127563059,104.74799597633,96.8545058996775,63.9973344688061,65.8014336915147,56.1983628148071,71.7066589104427,0,0,57.901257849475,49.3742164732373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07155726314111,3.2963062564758,0,16.9727161448476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2010006660281,3.57481585326236,0,2.61086032384638,9.71014661917467,0.682889377179674,5.13834437102426,0.127131965745086,0,0,13.8098818458866,0,0,0,0,0,0,0,0,0,0,0,0,1.34369910134466,0.598544520703082,0.717057150863506,0,0,1.70461579726191,2.05491294937203,1.70408370063054,0,0.973960528829501,29.4066795509965,46.4084411288408,1.56638887787827,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.952518135265541,0.895207607954377,0.816191644872439,0.739941893518943,0.680011381556345,0.632390031072519,0.562072816135038,0.51298519171045,0.454459659291556,0.382049708048341,0.317160834774585,0.263109299250868,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
