"","quad","year","SP_ID","Species","area","x","y","age","survives","dormancy","trackID","distEdgeMin","allEdge","ifTrueAge"
"26","q10",62,119,"Bouteloua curtipendula",21.32218,46.85903,1.174267,3,1,0,125,-0.110833711922169,1,1
"27","q10",62,120,"Bouteloua curtipendula",10.44676,52.66631,1.120654,3,0,0,125,0.031225549057126,1,1
"28","q10",63,58,"Bouteloua curtipendula",2.840969,14.57172,15.96209,1,0,0,127,13.221583366394,0,1
"29","q10",63,62,"Bouteloua curtipendula",111.7647,62.67492,2.695851,4,1,0,125,0.034430131316185,0,1
"30","q10",65,49,"Bouteloua curtipendula",2.683746,93.29446,24.30914,11,1,2,122,5.46643829345703,0,0
"31","q10",65,50,"Bouteloua curtipendula",54.41712,37.49221,19.21411,1,0,0,128,14.4909515380859,0,0
"32","q10",65,51,"Bouteloua curtipendula",68.27958,61.97859,18.50128,1,0,0,129,14.8868789672852,0,0
"33","q10",65,55,"Bouteloua curtipendula",4.994711,5.516708,10.95432,1,1,0,130,4.37574005126953,0,0
"34","q10",65,56,"Bouteloua curtipendula",140.5675,82.25782,8.335531,6,0,1,125,1.17222440242767,0,1
"35","q10",65,57,"Bouteloua curtipendula",130.3502,32.0461,5.121634,6,1,2,125,0.173849448561668,0,1
"36","q10",65,58,"Bouteloua curtipendula",250.9804,53.43377,5.23045,6,1,1,125,-0.278335243463516,0,1
"37","q10",65,59,"Bouteloua curtipendula",40.09517,2.372116,4.303207,1,1,0,131,-0.251068115234375,0,0
"38","q10",66,38,"Bouteloua curtipendula",38.31089,60.89664,10.19936,7,0,0,125,5.36453819274902,0,1
"39","q10",66,40,"Bouteloua curtipendula",120.2918,71.20821,3.290394,7,1,0,125,0.0490065142512321,0,1
"40","q10",66,41,"Bouteloua curtipendula",27.29655,30.7615,8.22933,7,1,0,125,5.25991344451904,0,1
"41","q10",66,44,"Bouteloua curtipendula",94.72563,5.487881,4.093336,2,1,0,131,-0.560005903244019,0,0
"42","q10",66,47,"Bouteloua curtipendula",12.50372,40.80222,1.235698,7,0,0,125,-0.137325748801231,1,1
"43","q10",67,47,"Bouteloua curtipendula",39.4749,71.37565,4.353018,8,0,0,125,-0.0171068105846643,0,1
"44","q10",68,18,"Bouteloua curtipendula",117.1528,93.93037,72.83199,1,0,0,132,-0.159408569335938,0,1
"45","q10",68,26,"Bouteloua curtipendula",97.07668,78.47849,66.12077,1,0,0,133,14.4242172241211,0,1
"46","q10",68,29,"Bouteloua curtipendula",115.7174,53.66514,64.39063,1,0,0,134,29.8578414916992,0,1
"47","q10",68,31,"Bouteloua curtipendula",299.1571,7.378332,57.71958,1,0,0,135,-0.0666689574718475,0,1
"48","q10",68,40,"Bouteloua curtipendula",213.4596,60.33312,47.54613,1,0,0,136,30.1805419921875,0,1
"49","q10",68,42,"Bouteloua curtipendula",69.46986,29.20396,44.59441,1,0,0,137,23.6247043609619,0,1
"50","q10",68,43,"Bouteloua curtipendula",65.81731,41.19253,42.73687,1,0,0,138,34.7799644470215,0,1
"51","q10",68,46,"Bouteloua curtipendula",143.4982,93.59524,35.4128,14,1,2,122,0.0684432983398438,0,0
"52","q10",68,48,"Bouteloua curtipendula",232.5937,14.94961,31.49503,1,1,0,139,3.72696185112,0,1
"53","q10",68,59,"Bouteloua curtipendula",40.50756,6.604749,19.78947,4,0,2,130,2.65379643440247,0,0
"54","q10",68,60,"Bouteloua curtipendula",30.71346,30.30578,16.0223,9,0,1,125,12.5784149169922,0,1
"55","q10",68,61,"Bouteloua curtipendula",10.8353,75.90041,14.68712,9,1,1,125,12.5346412658691,0,1
"56","q10",68,62,"Bouteloua curtipendula",95.58299,11.41205,6.093752,4,1,1,131,1.51699149608612,0,0
"57","q10",69,19,"Bouteloua curtipendula",216.7698,90.27077,37.14508,15,1,0,122,2.227783203125,0,0
"58","q10",69,25,"Bouteloua curtipendula",67.68162,6.60167,9.037526,5,1,0,131,1.19725120067596,0,0
"59","q10",70,26,"Bouteloua curtipendula",90.71693,93.56068,35.74643,16,1,0,122,0.119041442871094,0,0
"60","q10",70,37,"Bouteloua curtipendula",290.8362,10.07405,13.89255,6,1,0,131,0.378334671258926,0,0
"61","q10",71,18,"Bouteloua curtipendula",138.5179,92.68121,47.40954,17,0,0,122,-0.00052642822265625,0,0
"62","q10",71,24,"Bouteloua curtipendula",125.5503,28.35408,26.65937,4,0,2,139,12.9607629776001,0,1
"63","q10",71,27,"Bouteloua curtipendula",149.3691,72.91736,6.558939,12,0,2,125,-0.027713755145669,0,1
"64","q10",72,100,"Bouteloua curtipendula",0.5804846,2.093858,11.38252,8,0,1,131,1.71062123775482,1,0
"65","q10",72,102,"Bouteloua curtipendula",0.580489,1.160294,10.06525,8,0,1,131,0.777058660984039,1,0
"66","q10",72,104,"Bouteloua curtipendula",0.5804911,2.432634,9.269527,8,0,1,131,2.04939818382263,1,0
"67","q11",60,67,"Bouteloua curtipendula",57.74926,6.159147,23.55273,1,1,0,67,1.32129228115082,0,0
"68","q11",61,73,"Bouteloua curtipendula",30.74128,6.301599,36.27379,1,1,0,68,3.50232338905334,0,1
"69","q11",61,88,"Bouteloua curtipendula",0.6894946,3.892243,28.97315,2,0,0,67,3.45670104026794,1,0
"70","q11",62,47,"Bouteloua curtipendula",10.375,1.65,47.11327,2,1,0,68,0.75,1,1
"71","q11",62,66,"Bouteloua curtipendula",7.3275,8.15,36.00988,2,0,0,68,6.84999990463257,0,1
"72","q11",62,71,"Bouteloua curtipendula",19.81,2.45,30.12315,2,1,0,68,0.5,1,1
"73","q11",62,84,"Bouteloua curtipendula",2.46,0.975,15.64198,3,1,1,67,0.25,1,0
"74","q11",63,57,"Bouteloua curtipendula",19.68164,1.107423,50.72179,3,0,0,68,-0.0270307697355747,1,1
"75","q11",63,62,"Bouteloua curtipendula",190.9648,5.482139,39.3737,3,1,0,68,0.0338218696415424,0,1
"76","q11",63,78,"Bouteloua curtipendula",3.105635,22.67828,28.97305,1,0,0,69,21.5816307067871,0,1
"77","q11",63,85,"Bouteloua curtipendula",6.130564,2.708161,15.96452,4,0,0,67,1.0910392999649,1,0
"78","q11",63,91,"Bouteloua curtipendula",5.887016,0.9826107,2.187143,1,0,0,70,0.175518944859505,1,1
"79","q11",64,20,"Bouteloua curtipendula",590.972,7.794093,27.38268,4,1,0,68,-0.183018326759338,0,1
"80","q11",65,34,"Bouteloua curtipendula",704.1645,8.345751,34.56398,5,1,0,68,-0.118207983672619,0,1
"81","q11",66,30,"Bouteloua curtipendula",981.0164,10.13473,30.75044,6,1,0,68,-1.38413500785828,0,1
"82","q11",67,25,"Bouteloua curtipendula",61.35152,12.89268,38.76909,7,1,0,68,8.71815776824951,0,1
"83","q11",67,36,"Bouteloua curtipendula",115.0371,7.955599,20.80357,7,1,0,68,1.56690037250519,0,1
"84","q11",67,48,"Bouteloua curtipendula",26.80394,8.377156,4.63442,7,0,0,68,1.54846286773682,0,1
"85","q11",68,19,"Bouteloua curtipendula",26.41177,16.80459,62.73386,1,0,0,71,13.903977394104,0,1
"86","q11",68,21,"Bouteloua curtipendula",187.5298,62.40813,54.54432,1,0,0,72,28.2695693969727,0,1
"87","q11",68,23,"Bouteloua curtipendula",329.8415,7.708242,41.03361,8,1,0,68,-0.0438466370105743,0,1
"88","q11",68,24,"Bouteloua curtipendula",5.611604,17.32993,53.49216,8,0,1,68,15.8936328887939,0,1
"89","q11",68,26,"Bouteloua curtipendula",12.9192,43.43111,49.26059,1,0,0,73,41.1317024230957,0,1
"90","q11",68,39,"Bouteloua curtipendula",12.00437,11.8474,32.50589,8,0,0,68,9.02083015441895,0,1
"91","q11",68,43,"Bouteloua curtipendula",106.538,9.406741,24.77275,8,0,0,68,2.64634346961975,0,1
"92","q11",68,45,"Bouteloua curtipendula",74.08511,19.05913,23.32696,8,0,0,68,13.4160718917847,0,1
"93","q11",68,46,"Bouteloua curtipendula",8.321138,35.71571,24.71336,1,0,0,74,22.8424434661865,0,1
"94","q11",68,59,"Bouteloua curtipendula",48.65628,10.51513,10.22386,8,0,0,68,5.69132471084595,0,1
"95","q11",69,8,"Bouteloua curtipendula",1182.547,10.22348,50.03994,9,1,0,68,-0.751672744750977,0,1
"96","q11",69,11,"Bouteloua curtipendula",31.359,94.86452,49.68598,1,0,0,75,1.47329711914062,0,1
"97","q11",70,5,"Bouteloua curtipendula",1515.197,16.50693,22.26933,10,1,0,68,-0.733954250812531,0,1
"98","q11",70,16,"Bouteloua curtipendula",24.12039,52.67186,39.28693,1,1,0,76,35.5486259460449,0,1
"99","q11",71,8,"Bouteloua curtipendula",838.2418,9.020545,46.38269,11,1,0,68,-0.227991938591003,0,1
"100","q11",71,13,"Bouteloua curtipendula",123.2056,59.58557,42.82441,2,1,0,76,34.5439605712891,0,1
"101","q11",71,17,"Bouteloua curtipendula",219.2269,9.826756,3.74629,11,0,0,68,-0.868181586265564,0,1
"102","q11",72,12,"Bouteloua curtipendula",1154.899,12.1193,42.93226,12,0,0,68,-0.0834989547729492,0,1
"103","q11",72,15,"Bouteloua curtipendula",54.8498,15.69933,69.94995,12,0,0,68,12.3530693054199,0,1
"104","q11",72,17,"Bouteloua curtipendula",14.29483,42.81457,68.53978,1,0,0,77,28.7975540161133,0,1
"105","q11",72,33,"Bouteloua curtipendula",74.88098,58.872,37.78431,3,0,0,76,32.2735328674316,0,1
"106","q11",72,36,"Bouteloua curtipendula",10.09422,84.24192,37.59828,1,0,0,78,13.4550018310547,0,1
"107","q12",72,120,"Bouteloua curtipendula",451.1838,42.38332,7.035449,1,0,0,-Inf,-0.221032306551933,0,0
"108","q12",72,156,"Bouteloua curtipendula",50.30167,84.81035,2.036782,1,0,0,-Inf,0.416483104228973,0,0
"109","q13",45,4,"Bouteloua curtipendula",106.157,4.871617,83.85159,1,1,0,4,0.524089455604553,0,0
"110","q13",47,5,"Bouteloua curtipendula",122.263,5.926237,84.70819,3,1,1,4,0.66969233751297,0,0
"111","q13",47,31,"Bouteloua curtipendula",53.08378,10.37452,27.5411,1,0,0,5,5.48784112930298,0,0
"112","q13",47,47,"Bouteloua curtipendula",116.2909,50.4688,6.393416,1,0,0,6,-0.0103568779304624,0,0
"113","q13",48,12,"Bouteloua curtipendula",14.48727,11.21639,88.46549,4,0,0,4,9.0997314453125,0,0
"114","q13",48,14,"Bouteloua curtipendula",93.62133,2.180535,77.44106,4,1,0,4,-0.198558792471886,0,0
"115","q13",48,32,"Bouteloua curtipendula",3.080521,0.4203485,58.12386,1,0,0,7,-0.0579073913395405,1,1
"116","q13",48,38,"Bouteloua curtipendula",68.08933,1.80244,43.1755,1,1,0,8,-0.0163256619125605,0,1
"117","q13",49,6,"Bouteloua curtipendula",7.803465,2.053649,90.79943,5,0,0,4,0.993583500385284,1,0
"118","q13",49,11,"Bouteloua curtipendula",114.8,6.463684,80.82815,5,1,0,4,0.749837100505829,0,0
"119","q13",50,0,"Bouteloua curtipendula",119.4133,3.807878,93.02711,6,1,0,4,-0.323646545410156,0,0
"120","q13",50,25,"Bouteloua curtipendula",16.92744,18.25203,80.00462,6,1,0,4,16.2324256896973,0,0
"121","q13",50,26,"Bouteloua curtipendula",25.97586,2.342652,77.93624,6,0,0,4,0.160076633095741,1,0
"122","q13",50,31,"Bouteloua curtipendula",3.992723,19.71781,75.53827,1,0,0,9,18.6143245697021,0,1
"123","q13",50,36,"Bouteloua curtipendula",13.05107,10.38062,71.92587,6,0,0,4,8.4572057723999,0,0
"124","q13",50,44,"Bouteloua curtipendula",12.86654,3.226712,67.14836,6,0,0,4,1.69027507305145,1,0
"125","q13",50,55,"Bouteloua curtipendula",7.604632,1.020665,57.31324,3,0,1,8,0.0342922247946262,1,1
"126","q13",50,61,"Bouteloua curtipendula",20.4471,2.604479,49.61359,3,1,1,8,-0.0192255321890116,0,1
"127","q13",51,4,"Bouteloua curtipendula",424.5255,7.063819,78.78712,7,1,0,4,0.0159759521484375,0,0
"128","q13",51,7,"Bouteloua curtipendula",20.11944,16.38544,91.51028,7,0,0,4,5.86894226074219,0,0
"129","q13",51,14,"Bouteloua curtipendula",18.9639,48.38529,81.86711,1,0,0,10,15.5092468261719,0,1
"130","q13",51,15,"Bouteloua curtipendula",78.09528,21.03522,79.95865,7,1,0,4,15.7223815917969,0,0
"131","q13",51,51,"Bouteloua curtipendula",45.19417,3.202192,46.58005,4,1,0,8,-0.202638208866119,0,1
"132","q13",51,60,"Bouteloua curtipendula",19.00953,3.831397,38.57929,4,0,2,8,1.32442474365234,0,1
"133","q13",51,83,"Bouteloua curtipendula",16.40323,74.37486,10.49992,1,0,0,11,7.82449626922607,0,1
"134","q13",51,84,"Bouteloua curtipendula",13.81206,18.64257,8.723406,1,0,0,12,5.55257177352905,0,1
"135","q13",51,85,"Bouteloua curtipendula",5.239893,20.76624,8.669702,1,0,0,13,6.28422451019287,0,1
"136","q13",52,3,"Bouteloua curtipendula",395.7406,5.099738,74.38217,8,1,0,4,-0.0204946845769882,0,0
"137","q13",52,11,"Bouteloua curtipendula",43.92378,12.23891,87.57719,8,1,0,4,8.4729642868042,0,0
"138","q13",52,22,"Bouteloua curtipendula",30.98071,18.92098,76.06221,8,1,0,4,15.4722261428833,0,0
"139","q13",52,30,"Bouteloua curtipendula",6.198511,15.45316,57.65546,8,0,0,4,13.7768058776855,0,0
"140","q13",52,43,"Bouteloua curtipendula",81.47709,3.816625,35.6167,5,0,0,8,-0.0696844831109047,0,1
"141","q13",52,49,"Bouteloua curtipendula",5.631529,12.12931,26.03135,1,0,0,14,10.0736894607544,0,1
"142","q13",53,1,"Bouteloua curtipendula",21.88751,8.25048,97.28549,9,1,0,4,-0.134231567382812,0,0
"143","q13",53,13,"Bouteloua curtipendula",25.88268,1.928374,93.52224,9,1,0,4,-0.236142680048943,1,0
"144","q13",53,19,"Bouteloua curtipendula",88.08292,18.04725,85.15086,9,1,0,4,10.3819427490234,0,0
"145","q13",53,28,"Bouteloua curtipendula",187.108,4.950725,72.55973,9,1,0,4,-0.171931520104408,0,0
"146","q13",53,35,"Bouteloua curtipendula",19.39509,20.24415,78.40619,9,0,0,4,17.5198421478271,0,0
"147","q13",53,46,"Bouteloua curtipendula",19.39226,25.95002,66.6722,1,0,0,15,22.7050704956055,0,1
"148","q13",53,66,"Bouteloua curtipendula",12.89918,5.361289,52.38679,9,1,0,4,3.20282506942749,0,0
"149","q13",53,79,"Bouteloua curtipendula",7.305269,4.327865,46.16253,9,0,0,4,2.65876960754395,0,0
"150","q13",53,131,"Bouteloua curtipendula",92.19143,94.42072,5.637222,1,0,0,16,0.129689648747444,0,1
"151","q13",54,4,"Bouteloua curtipendula",4.253564,6.853142,97.69348,10,0,0,4,0.940406799316406,1,0
"152","q13",54,6,"Bouteloua curtipendula",10.18844,13.18046,96.798,10,1,0,4,1.38844299316406,0,0
"153","q13",54,13,"Bouteloua curtipendula",7.58427,4.353827,93.83292,10,1,0,4,3.15549516677856,0,0
"154","q13",54,18,"Bouteloua curtipendula",5.679838,15.92913,91.32135,10,0,0,4,7.47721862792969,0,0
"155","q13",54,29,"Bouteloua curtipendula",76.82647,21.74646,83.05986,10,1,0,4,14.5708312988281,0,0
"156","q13",54,41,"Bouteloua curtipendula",123.7682,5.425435,74.33479,10,1,0,4,-0.0793039575219154,0,0
"157","q13",54,59,"Bouteloua curtipendula",14.8341,12.43024,63.42334,10,0,0,4,10.4680614471436,0,0
"158","q13",54,60,"Bouteloua curtipendula",16.46794,3.028892,62.88084,10,1,0,4,0.768234372138977,0,0
"159","q13",54,86,"Bouteloua curtipendula",4.988132,9.133811,47.88716,10,0,0,4,8.07663345336914,0,0
"160","q13",54,87,"Bouteloua curtipendula",10.61796,3.082955,47.00238,10,1,0,4,0.9884192943573,0,0
"161","q13",55,4,"Bouteloua curtipendula",6.287901,10.0472,98.51374,11,0,0,4,0.104660034179688,1,0
"162","q13",55,5,"Bouteloua curtipendula",7.577919,7.427527,97.56768,11,0,0,4,0.812995910644531,1,0
"163","q13",55,6,"Bouteloua curtipendula",5.038139,16.48487,97.93928,11,0,0,4,0.969093322753906,1,0
"164","q13",55,13,"Bouteloua curtipendula",34.87494,14.8674,90.89348,11,1,0,4,5.37694549560547,0,0
"165","q13",55,29,"Bouteloua curtipendula",133.1524,25.99601,77.81216,11,0,0,4,15.9053268432617,0,0
"166","q13",55,43,"Bouteloua curtipendula",151.5522,6.944959,72.72017,11,1,0,4,0.132019549608231,0,0
"167","q13",55,62,"Bouteloua curtipendula",56.2316,4.061776,59.20356,11,0,0,4,0.0555343292653561,0,0
"168","q13",55,82,"Bouteloua curtipendula",56.76579,11.3791,45.69852,11,1,0,4,6.96089029312134,0,0
"169","q13",55,87,"Bouteloua curtipendula",11.80728,1.549283,43.89598,11,0,0,4,-0.0519581772387028,1,0
"170","q13",56,2,"Bouteloua curtipendula",47.32333,18.19912,96.93233,12,1,0,4,0.288009643554688,0,0
"171","q13",56,17,"Bouteloua curtipendula",30.74823,5.872221,77.96297,12,0,0,4,2.71466851234436,0,0
"172","q13",56,56,"Bouteloua curtipendula",30.69692,3.386636,41.31821,12,1,0,4,0.13710044324398,0,0
"173","q13",57,46,"Bouteloua curtipendula",31.75889,97.22429,50.5589,1,1,0,17,-0.083709716796875,0,1
"174","q13",57,66,"Bouteloua curtipendula",58.12889,97.93524,31.82734,1,1,0,18,-0.90167236328125,0,1
"175","q13",58,2,"Bouteloua curtipendula",564.0958,21.17969,83.08768,14,1,1,4,5.83865356445312,0,0
"176","q13",58,37,"Bouteloua curtipendula",39.72998,98.20383,48.95971,2,0,0,17,-0.0769195556640625,1,1
"177","q13",58,45,"Bouteloua curtipendula",17.29049,9.942769,41.62296,14,1,1,4,7.69772958755493,0,0
"178","q13",58,50,"Bouteloua curtipendula",116.2111,96.2383,33.11504,2,1,0,18,-0.262947082519531,0,1
"179","q13",59,2,"Bouteloua curtipendula",31.80886,20.18512,96.92042,15,0,0,4,0.047088623046875,0,0
"180","q13",59,5,"Bouteloua curtipendula",60.4651,11.97086,93.07843,15,0,0,4,3.67366790771484,0,0
"181","q13",59,8,"Bouteloua curtipendula",15.87619,17.54316,90.95453,15,0,0,4,6.34721374511719,0,0
"182","q13",59,9,"Bouteloua curtipendula",62.13746,35.90708,88.50652,15,1,0,4,6.57392883300781,0,0
"183","q13",59,13,"Bouteloua curtipendula",374.8826,14.93431,78.00522,15,1,0,4,4.66229343414307,0,0
"184","q13",59,24,"Bouteloua curtipendula",15.28438,37.80945,67.21716,1,1,0,19,30.7273864746094,0,1
"185","q13",59,27,"Bouteloua curtipendula",15.70833,29.77732,64.36071,1,1,0,20,26.9673118591309,0,1
"186","q13",59,33,"Bouteloua curtipendula",281.6062,94.99087,31.31302,3,1,0,18,-0.71527099609375,0,1
"187","q13",59,34,"Bouteloua curtipendula",18.20982,52.86047,52.95473,1,0,0,21,44.5076370239258,0,1
"188","q13",59,36,"Bouteloua curtipendula",5.360665,18.3199,51.3839,1,0,0,22,16.8298511505127,0,1
"189","q13",59,37,"Bouteloua curtipendula",133.1541,3.534411,41.31443,15,1,0,4,-0.549994230270386,0,0
"190","q13",59,67,"Bouteloua curtipendula",0.7288774,11.08465,18.92915,1,0,0,23,10.6541328430176,0,1
"191","q13",59,70,"Bouteloua curtipendula",4.202946,2.101025,15.55879,1,1,0,24,0.961507499217987,1,1
"192","q13",59,76,"Bouteloua curtipendula",30.70884,51.95601,5.488317,1,1,0,25,2.08973932266235,0,1
"193","q13",60,2,"Bouteloua curtipendula",997.936,17.60701,85.41425,16,1,0,4,-0.0133883627131581,0,0
"194","q13",60,8,"Bouteloua curtipendula",3.938512,41.41249,81.39194,16,0,0,4,17.3886108398438,0,0
"195","q13",60,10,"Bouteloua curtipendula",29.80854,32.89591,71.23254,2,1,0,19,25.9033889770508,0,1
"196","q13",60,14,"Bouteloua curtipendula",44.45707,14.62627,58.98401,16,1,0,4,11.2910432815552,0,0
"197","q13",60,15,"Bouteloua curtipendula",8.438232,23.0094,58.61803,2,1,0,20,21.480073928833,0,1
"198","q13",60,16,"Bouteloua curtipendula",44.18207,2.748288,55.07829,16,0,0,4,-0.00236230297014117,0,0
"199","q13",60,18,"Bouteloua curtipendula",6.677025,88.38318,53.86588,4,0,0,18,10.1531372070312,0,1
"200","q13",60,19,"Bouteloua curtipendula",328.3327,91.74851,40.75275,4,1,0,18,-0.0004425048828125,0,1
"201","q13",60,20,"Bouteloua curtipendula",24.05227,81.53652,49.31329,1,0,0,26,15.0245132446289,0,1
"202","q13",60,22,"Bouteloua curtipendula",137.6548,3.911604,41.19305,16,1,0,4,0.000745411321986467,0,0
"203","q13",60,24,"Bouteloua curtipendula",25.23709,12.4523,39.79378,16,0,0,4,9.11238384246826,0,0
"204","q13",60,29,"Bouteloua curtipendula",50.0213,4.004221,21.79979,2,0,0,24,0.937356472015381,0,1
"205","q13",60,37,"Bouteloua curtipendula",58.86153,50.18841,11.7035,2,1,0,25,6.10255575180054,0,1
"206","q13",60,38,"Bouteloua curtipendula",61.08218,3.663506,10.77318,2,1,0,24,0.0109151564538479,0,1
"207","q13",60,44,"Bouteloua curtipendula",3.941413,79.18739,1.231089,1,1,0,27,-0.112374253571033,1,1
"208","q13",61,2,"Bouteloua curtipendula",304.0823,43.12491,90.53253,17,1,0,4,0.0196685791015625,0,0
"209","q13",61,4,"Bouteloua curtipendula",209.645,26.82985,92.36562,17,1,0,4,0.0638046264648438,0,0
"210","q13",61,8,"Bouteloua curtipendula",125.4567,10.96519,92.41034,17,0,0,4,2.43796920776367,0,0
"211","q13",61,19,"Bouteloua curtipendula",229.0478,24.96343,76.09373,17,1,0,4,15.4603500366211,0,0
"212","q13",61,26,"Bouteloua curtipendula",78.09187,11.02908,70.56194,17,0,0,4,5.93957948684692,0,0
"213","q13",61,27,"Bouteloua curtipendula",37.32191,36.36793,70.28414,3,0,0,19,26.0972518920898,0,1
"214","q13",61,29,"Bouteloua curtipendula",40.15029,3.129974,66.02608,17,0,0,4,-0.249080553650856,0,0
"215","q13",61,35,"Bouteloua curtipendula",9.235002,8.167611,61.76099,17,0,0,4,6.40082359313965,0,0
"216","q13",61,36,"Bouteloua curtipendula",42.08141,22.19251,59.35979,17,1,0,4,18.8299331665039,0,0
"217","q13",61,37,"Bouteloua curtipendula",25.56382,37.76562,59.45885,3,0,1,19,35.1070938110352,0,1
"218","q13",61,38,"Bouteloua curtipendula",55.69408,28.60021,56.70122,3,0,0,20,24.6041812896729,0,1
"219","q13",61,44,"Bouteloua curtipendula",41.68725,6.730189,48.24594,17,0,0,4,2.54242825508118,0,0
"220","q13",61,46,"Bouteloua curtipendula",305.9387,92.33096,35.20893,5,1,0,18,0.034027099609375,0,1
"221","q13",61,48,"Bouteloua curtipendula",175.8194,9.469046,38.39206,17,1,0,4,2.58541703224182,0,0
"222","q13",61,62,"Bouteloua curtipendula",55.80754,74.83508,26.47161,1,0,0,28,20.3395309448242,0,1
"223","q13",61,69,"Bouteloua curtipendula",213.8424,49.85784,14.22141,3,1,0,25,2.8442850112915,0,1
"224","q13",61,73,"Bouteloua curtipendula",162.1482,8.642086,12.94844,3,1,0,24,0.562579274177551,0,1
"225","q13",61,77,"Bouteloua curtipendula",1.139849,98.84594,11.34474,1,0,0,29,0.612060546875,1,1
"226","q13",61,90,"Bouteloua curtipendula",10.07128,77.72873,0.9921668,2,1,0,27,-0.110848978161812,1,1
"227","q13",62,1,"Bouteloua curtipendula",161.8973,16.92657,94.61425,18,0,0,4,-0.614013671875,0,0
"228","q13",62,2,"Bouteloua curtipendula",183.1625,32.68385,92.51984,18,1,0,4,-0.313980102539062,0,0
"229","q13",62,5,"Bouteloua curtipendula",605.2227,4.497599,61.63229,18,1,0,4,-0.0938239768147469,0,0
"230","q13",62,7,"Bouteloua curtipendula",14.83036,46.39746,81.16012,18,0,0,4,17.0013122558594,0,0
"231","q13",62,9,"Bouteloua curtipendula",518.0467,28.0592,68.55672,18,1,0,4,13.1647148132324,0,0
"232","q13",62,15,"Bouteloua curtipendula",572.4794,91.53322,40.87568,6,1,0,18,-0.0320968627929688,0,1
"233","q13",62,16,"Bouteloua curtipendula",153.2206,83.74332,55.59071,6,1,0,18,7.31593322753906,0,1
"234","q13",62,18,"Bouteloua curtipendula",2.249834,17.21473,52.29478,18,0,0,4,15.7504529953003,0,0
"235","q13",62,26,"Bouteloua curtipendula",166.6637,50.43888,15.11971,4,1,0,25,5.54744243621826,0,1
"236","q13",62,30,"Bouteloua curtipendula",183.358,9.005735,9.208736,4,1,0,24,-0.574340760707855,0,1
"237","q13",62,34,"Bouteloua curtipendula",91.03925,79.42423,3.700216,3,0,0,27,0.371391117572784,0,1
"238","q13",62,36,"Bouteloua curtipendula",6.720856,91.10797,1.24891,1,0,0,30,0.56179666519165,1,1
