"","quad","year","SP_ID","Species","area","x","y","age","survives","dormancy","trackID","distEdgeMin","allEdge"
"55","q10",68,61,"Bouteloua curtipendula",10.8353,75.90041,14.68712,9,1,1,125,12.5346412658691,0
"62","q10",71,24,"Bouteloua curtipendula",125.5503,28.35408,26.65937,4,0,2,139,12.9607629776001,0
"63","q10",71,27,"Bouteloua curtipendula",149.3691,72.91736,6.558939,12,0,2,125,-0.027713755145669,0
"68","q11",61,73,"Bouteloua curtipendula",30.74128,6.301599,36.27379,1,1,0,68,3.50232338905334,0
"70","q11",62,47,"Bouteloua curtipendula",10.375,1.65,47.11327,2,1,0,68,0.75,1
"71","q11",62,66,"Bouteloua curtipendula",7.3275,8.15,36.00988,2,0,0,68,6.84999990463257,0
"72","q11",62,71,"Bouteloua curtipendula",19.81,2.45,30.12315,2,1,0,68,0.5,1
"74","q11",63,57,"Bouteloua curtipendula",19.68164,1.107423,50.72179,3,0,0,68,-0.0270307697355747,1
"75","q11",63,62,"Bouteloua curtipendula",190.9648,5.482139,39.3737,3,1,0,68,0.0338218696415424,0
"76","q11",63,78,"Bouteloua curtipendula",3.105635,22.67828,28.97305,1,0,0,69,21.5816307067871,0
"78","q11",63,91,"Bouteloua curtipendula",5.887016,0.9826107,2.187143,1,0,0,70,0.175518944859505,1
"79","q11",64,20,"Bouteloua curtipendula",590.972,7.794093,27.38268,4,1,0,68,-0.183018326759338,0
"80","q11",65,34,"Bouteloua curtipendula",704.1645,8.345751,34.56398,5,1,0,68,-0.118207983672619,0
"81","q11",66,30,"Bouteloua curtipendula",981.0164,10.13473,30.75044,6,1,0,68,-1.38413500785828,0
"82","q11",67,25,"Bouteloua curtipendula",61.35152,12.89268,38.76909,7,1,0,68,8.71815776824951,0
"83","q11",67,36,"Bouteloua curtipendula",115.0371,7.955599,20.80357,7,1,0,68,1.56690037250519,0
"84","q11",67,48,"Bouteloua curtipendula",26.80394,8.377156,4.63442,7,0,0,68,1.54846286773682,0
"85","q11",68,19,"Bouteloua curtipendula",26.41177,16.80459,62.73386,1,0,0,71,13.903977394104,0
"86","q11",68,21,"Bouteloua curtipendula",187.5298,62.40813,54.54432,1,0,0,72,28.2695693969727,0
"87","q11",68,23,"Bouteloua curtipendula",329.8415,7.708242,41.03361,8,1,0,68,-0.0438466370105743,0
"88","q11",68,24,"Bouteloua curtipendula",5.611604,17.32993,53.49216,8,0,1,68,15.8936328887939,0
"89","q11",68,26,"Bouteloua curtipendula",12.9192,43.43111,49.26059,1,0,0,73,41.1317024230957,0
"90","q11",68,39,"Bouteloua curtipendula",12.00437,11.8474,32.50589,8,0,0,68,9.02083015441895,0
"91","q11",68,43,"Bouteloua curtipendula",106.538,9.406741,24.77275,8,0,0,68,2.64634346961975,0
"92","q11",68,45,"Bouteloua curtipendula",74.08511,19.05913,23.32696,8,0,0,68,13.4160718917847,0
"93","q11",68,46,"Bouteloua curtipendula",8.321138,35.71571,24.71336,1,0,0,74,22.8424434661865,0
"94","q11",68,59,"Bouteloua curtipendula",48.65628,10.51513,10.22386,8,0,0,68,5.69132471084595,0
"95","q11",69,8,"Bouteloua curtipendula",1182.547,10.22348,50.03994,9,1,0,68,-0.751672744750977,0
"96","q11",69,11,"Bouteloua curtipendula",31.359,94.86452,49.68598,1,0,0,75,1.47329711914062,0
"97","q11",70,5,"Bouteloua curtipendula",1515.197,16.50693,22.26933,10,1,0,68,-0.733954250812531,0
"98","q11",70,16,"Bouteloua curtipendula",24.12039,52.67186,39.28693,1,1,0,76,35.5486259460449,0
"99","q11",71,8,"Bouteloua curtipendula",838.2418,9.020545,46.38269,11,1,0,68,-0.227991938591003,0
"100","q11",71,13,"Bouteloua curtipendula",123.2056,59.58557,42.82441,2,1,0,76,34.5439605712891,0
"101","q11",71,17,"Bouteloua curtipendula",219.2269,9.826756,3.74629,11,0,0,68,-0.868181586265564,0
"102","q11",72,12,"Bouteloua curtipendula",1154.899,12.1193,42.93226,12,0,0,68,-0.0834989547729492,0
"103","q11",72,15,"Bouteloua curtipendula",54.8498,15.69933,69.94995,12,0,0,68,12.3530693054199,0
"104","q11",72,17,"Bouteloua curtipendula",14.29483,42.81457,68.53978,1,0,0,77,28.7975540161133,0
"105","q11",72,33,"Bouteloua curtipendula",74.88098,58.872,37.78431,3,0,0,76,32.2735328674316,0
"106","q11",72,36,"Bouteloua curtipendula",10.09422,84.24192,37.59828,1,0,0,78,13.4550018310547,0
"115","q13",48,32,"Bouteloua curtipendula",3.080521,0.4203485,58.12386,1,0,0,7,-0.0579073913395405,1
"116","q13",48,38,"Bouteloua curtipendula",68.08933,1.80244,43.1755,1,1,0,8,-0.0163256619125605,0
"122","q13",50,31,"Bouteloua curtipendula",3.992723,19.71781,75.53827,1,0,0,9,18.6143245697021,0
"125","q13",50,55,"Bouteloua curtipendula",7.604632,1.020665,57.31324,3,0,1,8,0.0342922247946262,1
"126","q13",50,61,"Bouteloua curtipendula",20.4471,2.604479,49.61359,3,1,1,8,-0.0192255321890116,0
"129","q13",51,14,"Bouteloua curtipendula",18.9639,48.38529,81.86711,1,0,0,10,15.5092468261719,0
"131","q13",51,51,"Bouteloua curtipendula",45.19417,3.202192,46.58005,4,1,0,8,-0.202638208866119,0
"132","q13",51,60,"Bouteloua curtipendula",19.00953,3.831397,38.57929,4,0,2,8,1.32442474365234,0
"133","q13",51,83,"Bouteloua curtipendula",16.40323,74.37486,10.49992,1,0,0,11,7.82449626922607,0
"134","q13",51,84,"Bouteloua curtipendula",13.81206,18.64257,8.723406,1,0,0,12,5.55257177352905,0
"135","q13",51,85,"Bouteloua curtipendula",5.239893,20.76624,8.669702,1,0,0,13,6.28422451019287,0
"140","q13",52,43,"Bouteloua curtipendula",81.47709,3.816625,35.6167,5,0,0,8,-0.0696844831109047,0
"141","q13",52,49,"Bouteloua curtipendula",5.631529,12.12931,26.03135,1,0,0,14,10.0736894607544,0
"147","q13",53,46,"Bouteloua curtipendula",19.39226,25.95002,66.6722,1,0,0,15,22.7050704956055,0
"150","q13",53,131,"Bouteloua curtipendula",92.19143,94.42072,5.637222,1,0,0,16,0.129689648747444,0
"173","q13",57,46,"Bouteloua curtipendula",31.75889,97.22429,50.5589,1,1,0,17,-0.083709716796875,0
"174","q13",57,66,"Bouteloua curtipendula",58.12889,97.93524,31.82734,1,1,0,18,-0.90167236328125,0
"176","q13",58,37,"Bouteloua curtipendula",39.72998,98.20383,48.95971,2,0,0,17,-0.0769195556640625,1
"178","q13",58,50,"Bouteloua curtipendula",116.2111,96.2383,33.11504,2,1,0,18,-0.262947082519531,0
"184","q13",59,24,"Bouteloua curtipendula",15.28438,37.80945,67.21716,1,1,0,19,30.7273864746094,0
"185","q13",59,27,"Bouteloua curtipendula",15.70833,29.77732,64.36071,1,1,0,20,26.9673118591309,0
"186","q13",59,33,"Bouteloua curtipendula",281.6062,94.99087,31.31302,3,1,0,18,-0.71527099609375,0
"187","q13",59,34,"Bouteloua curtipendula",18.20982,52.86047,52.95473,1,0,0,21,44.5076370239258,0
"188","q13",59,36,"Bouteloua curtipendula",5.360665,18.3199,51.3839,1,0,0,22,16.8298511505127,0
"190","q13",59,67,"Bouteloua curtipendula",0.7288774,11.08465,18.92915,1,0,0,23,10.6541328430176,0
"191","q13",59,70,"Bouteloua curtipendula",4.202946,2.101025,15.55879,1,1,0,24,0.961507499217987,1
"192","q13",59,76,"Bouteloua curtipendula",30.70884,51.95601,5.488317,1,1,0,25,2.08973932266235,0
"195","q13",60,10,"Bouteloua curtipendula",29.80854,32.89591,71.23254,2,1,0,19,25.9033889770508,0
"197","q13",60,15,"Bouteloua curtipendula",8.438232,23.0094,58.61803,2,1,0,20,21.480073928833,0
"199","q13",60,18,"Bouteloua curtipendula",6.677025,88.38318,53.86588,4,0,0,18,10.1531372070312,0
"200","q13",60,19,"Bouteloua curtipendula",328.3327,91.74851,40.75275,4,1,0,18,-0.0004425048828125,0
"201","q13",60,20,"Bouteloua curtipendula",24.05227,81.53652,49.31329,1,0,0,26,15.0245132446289,0
"204","q13",60,29,"Bouteloua curtipendula",50.0213,4.004221,21.79979,2,0,0,24,0.937356472015381,0
"205","q13",60,37,"Bouteloua curtipendula",58.86153,50.18841,11.7035,2,1,0,25,6.10255575180054,0
"206","q13",60,38,"Bouteloua curtipendula",61.08218,3.663506,10.77318,2,1,0,24,0.0109151564538479,0
"207","q13",60,44,"Bouteloua curtipendula",3.941413,79.18739,1.231089,1,1,0,27,-0.112374253571033,1
"213","q13",61,27,"Bouteloua curtipendula",37.32191,36.36793,70.28414,3,0,0,19,26.0972518920898,0
"217","q13",61,37,"Bouteloua curtipendula",25.56382,37.76562,59.45885,3,0,1,19,35.1070938110352,0
"218","q13",61,38,"Bouteloua curtipendula",55.69408,28.60021,56.70122,3,0,0,20,24.6041812896729,0
"220","q13",61,46,"Bouteloua curtipendula",305.9387,92.33096,35.20893,5,1,0,18,0.034027099609375,0
"222","q13",61,62,"Bouteloua curtipendula",55.80754,74.83508,26.47161,1,0,0,28,20.3395309448242,0
"223","q13",61,69,"Bouteloua curtipendula",213.8424,49.85784,14.22141,3,1,0,25,2.8442850112915,0
"224","q13",61,73,"Bouteloua curtipendula",162.1482,8.642086,12.94844,3,1,0,24,0.562579274177551,0
"225","q13",61,77,"Bouteloua curtipendula",1.139849,98.84594,11.34474,1,0,0,29,0.612060546875,1
"226","q13",61,90,"Bouteloua curtipendula",10.07128,77.72873,0.9921668,2,1,0,27,-0.110848978161812,1
"232","q13",62,15,"Bouteloua curtipendula",572.4794,91.53322,40.87568,6,1,0,18,-0.0320968627929688,0
"233","q13",62,16,"Bouteloua curtipendula",153.2206,83.74332,55.59071,6,1,0,18,7.31593322753906,0
"235","q13",62,26,"Bouteloua curtipendula",166.6637,50.43888,15.11971,4,1,0,25,5.54744243621826,0
"236","q13",62,30,"Bouteloua curtipendula",183.358,9.005735,9.208736,4,1,0,24,-0.574340760707855,0
"237","q13",62,34,"Bouteloua curtipendula",91.03925,79.42423,3.700216,3,0,0,27,0.371391117572784,0
"238","q13",62,36,"Bouteloua curtipendula",6.720856,91.10797,1.24891,1,0,0,30,0.56179666519165,1
"240","q13",63,2,"Bouteloua curtipendula",73.20643,94.58252,94.12196,1,1,0,31,0.723442077636719,0
"243","q13",63,14,"Bouteloua curtipendula",185.3193,66.09195,57.92626,7,1,0,18,23.744758605957,0
"245","q13",63,20,"Bouteloua curtipendula",422.9184,93.99866,26.64708,7,1,0,18,-0.774887084960938,0
"246","q13",63,29,"Bouteloua curtipendula",97.33561,3.249121,15.46889,5,1,0,24,-0.626024723052979,0
"247","q13",63,31,"Bouteloua curtipendula",45.29377,17.20739,20.2281,5,0,0,24,13.1805734634399,0
"248","q13",63,32,"Bouteloua curtipendula",6.325064,22.88542,18.9604,1,0,0,32,18.1108779907227,0
"249","q13",63,33,"Bouteloua curtipendula",276.5674,51.32887,10.58623,5,1,0,25,-0.174750655889511,0
"250","q13",63,37,"Bouteloua curtipendula",33.79275,11.71199,6.309834,5,0,0,24,2.97778296470642,0
"257","q13",64,8,"Bouteloua curtipendula",78.3735,94.4183,80.83637,2,1,0,31,0.196525573730469,0
"261","q13",64,15,"Bouteloua curtipendula",18.99476,53.88792,68.52953,1,0,0,33,29.3328399658203,0
"264","q13",64,20,"Bouteloua curtipendula",18.63855,63.67801,43.61998,8,1,0,18,34.0668334960938,0
"265","q13",64,21,"Bouteloua curtipendula",48.47384,90.98846,40.6788,8,1,0,18,4.64746856689453,0
"266","q13",64,25,"Bouteloua curtipendula",19.43794,72.93506,38.12607,1,0,0,34,24.2129745483398,0
"267","q13",64,32,"Bouteloua curtipendula",443.325,10.27327,8.679241,6,1,0,24,-0.316855221986771,0
"268","q13",64,37,"Bouteloua curtipendula",87.06158,57.52065,18.23863,6,1,0,25,12.9652080535889,0
"269","q13",64,38,"Bouteloua curtipendula",281.5421,91.28358,11.32814,8,1,0,18,-0.277046203613281,0
"270","q13",64,39,"Bouteloua curtipendula",38.06849,37.3244,14.40572,6,0,0,25,11.2687387466431,0
"271","q13",64,41,"Bouteloua curtipendula",69.99552,46.82192,7.274938,6,1,0,25,3.22291898727417,0
"274","q13",65,3,"Bouteloua curtipendula",128.91,80.68766,96.59252,3,1,1,31,0.0809326171875,0
"275","q13",65,4,"Bouteloua curtipendula",123.7133,95.03958,91.70728,3,0,0,31,0.168991088867188,0
"280","q13",65,14,"Bouteloua curtipendula",260.0443,89.36682,70.9072,3,1,0,31,1.95056915283203,0
"282","q13",65,16,"Bouteloua curtipendula",30.4406,67.79383,68.55904,9,0,1,18,27.7827377319336,0
"284","q13",65,19,"Bouteloua curtipendula",47.8717,78.04401,60.8592,9,0,1,18,17.5114517211914,0
"285","q13",65,21,"Bouteloua curtipendula",694.4053,81.41579,41.89602,9,1,0,18,0.606285095214844,0
"287","q13",65,23,"Bouteloua curtipendula",48.08621,58.31187,48.2905,9,0,0,18,38.2959213256836,0
"289","q13",65,25,"Bouteloua curtipendula",80.70189,45.23644,45.99938,1,0,0,35,39.9267311096191,0
"291","q13",65,31,"Bouteloua curtipendula",560.4997,90.01868,9.601816,9,1,0,18,-0.695327758789062,0
"292","q13",65,32,"Bouteloua curtipendula",627.7028,61.31961,16.66107,7,0,0,25,0.0130357835441828,0
"293","q13",65,39,"Bouteloua curtipendula",154.2777,8.605011,14.60045,7,1,0,24,1.16306924819946,0
"294","q13",65,40,"Bouteloua curtipendula",338.4724,39.73331,4.607477,7,1,0,25,-0.0892391353845596,0
"298","q13",66,4,"Bouteloua curtipendula",118.2845,76.33643,94.7588,4,1,0,31,0.0523910522460938,0
"301","q13",66,10,"Bouteloua curtipendula",876.8424,74.02428,64.24467,4,1,0,31,0.00772857666015625,0
"309","q13",66,32,"Bouteloua curtipendula",65.43587,73.50024,46.41624,10,0,0,18,22.4071731567383,0
"311","q13",66,35,"Bouteloua curtipendula",104.4591,63.42058,43.65188,10,0,0,18,32.2391586303711,0
"312","q13",66,38,"Bouteloua curtipendula",206.8404,89.61127,37.25185,10,1,0,18,-0.12384033203125,0
"313","q13",66,48,"Bouteloua curtipendula",92.32347,68.63798,31.60106,10,0,0,18,23.1870346069336,0
"314","q13",66,53,"Bouteloua curtipendula",832.1131,15.98557,9.593717,8,1,0,24,-0.280614614486694,0
"315","q13",66,54,"Bouteloua curtipendula",1167.842,86.28575,15.70236,10,1,0,18,-0.282066345214844,0
"316","q13",66,57,"Bouteloua curtipendula",29.47199,43.8839,21.1588,8,0,0,25,17.2275142669678,0
"317","q13",67,0,"Bouteloua curtipendula",42.24631,96.19276,94.34953,5,0,0,31,-0.560302734375,0
"318","q13",67,2,"Bouteloua curtipendula",47.01171,83.05019,95.72758,5,0,0,31,-0.398117065429688,0
"320","q13",67,4,"Bouteloua curtipendula",28.48028,70.84536,95.40582,5,0,0,31,2.22148132324219,0
"326","q13",67,11,"Bouteloua curtipendula",85.26591,94.23677,85.23931,5,1,0,31,0.367706298828125,0
"328","q13",67,17,"Bouteloua curtipendula",61.39997,88.15967,79.99755,5,0,0,31,6.33619689941406,0
"330","q13",67,19,"Bouteloua curtipendula",43.19296,78.79884,77.99528,5,0,0,31,17.9933776855469,0
"332","q13",67,22,"Bouteloua curtipendula",95.91,72.75779,68.23775,5,1,0,31,21.4526748657227,0
"334","q13",67,24,"Bouteloua curtipendula",76.09195,87.92059,65.58272,5,0,0,31,6.80340576171875,0
"338","q13",67,28,"Bouteloua curtipendula",77.78467,96.05561,57.10488,5,0,0,31,0.0255508422851562,0
"342","q13",67,37,"Bouteloua curtipendula",207.0466,84.94785,35.78395,11,1,0,18,6.68164825439453,0
"344","q13",67,47,"Bouteloua curtipendula",57.52551,3.626959,24.57782,9,0,0,24,-0.341806083917618,0
"345","q13",67,50,"Bouteloua curtipendula",118.9748,95.77918,16.66488,11,0,0,18,-0.519783020019531,0
"346","q13",67,51,"Bouteloua curtipendula",26.3854,46.22842,18.77812,11,1,0,18,14.6211614608765,0
"347","q13",67,52,"Bouteloua curtipendula",30.81607,21.35656,11.66745,9,1,0,24,9.69213485717773,0
"348","q13",67,53,"Bouteloua curtipendula",20.54013,63.68386,12.10695,11,0,0,18,8.86787986755371,0
"349","q13",67,55,"Bouteloua curtipendula",48.1984,35.01281,4.338424,11,0,0,18,0.148672699928284,0
"350","q13",67,56,"Bouteloua curtipendula",53.58138,44.18799,6.736984,11,1,0,18,0.0574003234505653,0
"351","q13",67,57,"Bouteloua curtipendula",113.2953,87.26095,2.77282,11,1,0,18,-0.477446675300598,0
"352","q13",67,58,"Bouteloua curtipendula",54.0899,64.86002,6.839405,11,0,0,18,3.02379512786865,0
"353","q13",67,59,"Bouteloua curtipendula",57.49279,56.13119,2.764686,11,1,0,18,-0.0968247056007385,0
"354","q13",67,60,"Bouteloua curtipendula",66.71655,5.528553,2.624534,9,1,0,24,-0.632310688495636,0
"355","q13",67,61,"Bouteloua curtipendula",29.067,22.92012,2.108341,9,0,0,24,0.273023992776871,0
"360","q13",68,10,"Bouteloua curtipendula",101.2443,92.31364,79.83062,6,0,0,31,0.219467163085938,0
"364","q13",68,18,"Bouteloua curtipendula",219.1363,88.7626,62.45522,6,1,0,31,0.0742416381835938,0
"370","q13",68,33,"Bouteloua curtipendula",225.2995,83.66289,39.35928,12,1,0,18,5.65875244140625,0
"372","q13",68,38,"Bouteloua curtipendula",586.9424,7.696771,22.79269,10,1,0,24,-0.419998466968536,0
"373","q13",68,46,"Bouteloua curtipendula",30.08165,92.54962,27.79509,12,0,0,18,2.95763397216797,0
"374","q13",68,51,"Bouteloua curtipendula",88.0232,46.88744,19.41368,12,0,0,18,14.3076686859131,0
"375","q13",68,52,"Bouteloua curtipendula",2.673101,26.97872,19.38273,10,0,0,24,18.2988109588623,0
"376","q13",68,53,"Bouteloua curtipendula",338.8171,33.4058,5.23248,12,1,0,18,-0.0900784209370613,0
"377","q13",68,55,"Bouteloua curtipendula",125.8374,84.30798,7.280169,12,1,0,18,0.107118517160416,0
"378","q13",68,56,"Bouteloua curtipendula",137.0799,56.92027,6.948493,12,1,0,18,0.00642473297193646,0
"381","q13",71,9,"Bouteloua curtipendula",63.26029,79.73467,59.68457,9,1,2,31,16.7047882080078,0
"383","q13",71,15,"Bouteloua curtipendula",274.5848,86.59028,39.19846,15,1,2,18,4.91974639892578,0
"384","q13",71,16,"Bouteloua curtipendula",264.4641,8.189917,39.27961,13,1,2,24,0.0123484702780843,0
"386","q13",71,25,"Bouteloua curtipendula",201.3755,94.20527,7.286409,15,1,2,18,-0.326188921928406,0
"387","q13",71,27,"Bouteloua curtipendula",54.25317,22.15498,9.221821,15,0,2,18,2.52629995346069,0
"388","q13",71,30,"Bouteloua curtipendula",78.76863,56.32235,4.62992,15,1,2,18,-0.0747148767113686,0
"389","q13",72,0,"Bouteloua curtipendula",450.7744,8.237115,89.11116,1,0,0,36,-0.638648986816406,0
"393","q13",72,11,"Bouteloua curtipendula",1034.75,51.48495,37.81535,10,0,0,31,19.9242630004883,0
"394","q13",72,17,"Bouteloua curtipendula",664.3275,86.19676,35.10339,16,0,0,18,0.0162582397460938,0
"395","q13",72,23,"Bouteloua curtipendula",121.7163,4.549448,34.17323,14,0,0,24,0.0160010866820812,0
"396","q13",72,26,"Bouteloua curtipendula",748.8883,34.87244,13.67841,14,0,0,24,1.26828169822693,0
"397","q13",72,35,"Bouteloua curtipendula",376.6208,52.13987,6.641996,16,0,0,18,-0.125512063503265,0
"398","q13",72,39,"Bouteloua curtipendula",205.1245,96.26944,4.829237,16,0,0,18,0.0731887817382812,0
"399","q13",72,47,"Bouteloua curtipendula",20.70375,76.68987,8.42934,1,0,0,37,5.01282405853271,0
"400","q13",72,50,"Bouteloua curtipendula",53.48855,3.923343,2.166044,1,0,0,38,-0.641400992870331,0
"410","q15",70,26,"Bouteloua curtipendula",24.52606,76.97025,48.31911,1,1,0,8,20.4833526611328,0
"414","q15",72,28,"Bouteloua curtipendula",92.28552,87.77173,49.91202,3,0,1,8,5.48989868164062,0
"437","q16",64,30,"Bouteloua curtipendula",281.6901,20.31865,3.039201,1,1,0,42,-1.0794734954834,0
"439","q16",65,25,"Bouteloua curtipendula",121.6014,67.35682,16.50051,1,0,0,43,11.6259546279907,0
"443","q16",66,29,"Bouteloua curtipendula",32.1773,81.53442,46.38217,1,1,0,44,12.9288635253906,0
"446","q16",66,50,"Bouteloua curtipendula",3.22218,49.11349,5.70742,1,1,0,45,4.15177631378174,0
"447","q16",66,51,"Bouteloua curtipendula",57.08665,40.85271,1.138938,3,1,1,42,-0.541719853878021,0
"454","q16",68,35,"Bouteloua curtipendula",5.66494,84.72924,40.79134,3,0,1,44,13.9658126831055,0
"458","q16",68,59,"Bouteloua curtipendula",41.63686,53.98537,8.412565,3,0,1,45,4.67361688613892,0
"459","q16",68,64,"Bouteloua curtipendula",22.22916,46.85421,4.069857,5,0,1,42,2.119873046875,0
"460","q16",69,0,"Bouteloua curtipendula",97.51092,3.665304,93.19801,1,0,0,46,-0.569769501686096,0
"461","q16",69,3,"Bouteloua curtipendula",112.9125,47.11721,95.9448,1,1,0,47,-0.0630722045898438,0
"463","q16",69,20,"Bouteloua curtipendula",31.23897,1.582106,75.95214,1,0,0,48,-0.35604602098465,1
"469","q16",71,3,"Bouteloua curtipendula",103.3125,48.9,95.41605,3,0,1,47,-0.5,0
"475","q17",36,6,"Bouteloua curtipendula",6.347565,96.48686,98.60398,1,0,0,13,0.09625244140625,1
"476","q17",36,7,"Bouteloua curtipendula",5.422313,86.89324,94.9333,1,0,0,14,3.96254730224609,0
"477","q17",36,12,"Bouteloua curtipendula",12.7338,74.41834,86.84072,1,0,0,15,10.533203125,0
"478","q17",36,23,"Bouteloua curtipendula",5.640514,84.23351,69.47622,1,0,0,16,14.1390686035156,0
"479","q17",36,29,"Bouteloua curtipendula",5.402499,76.15924,60.78304,1,0,0,17,22.6640396118164,0
"480","q17",36,31,"Bouteloua curtipendula",5.05881,93.27853,60.65895,1,0,0,18,5.32351684570312,0
"481","q17",36,32,"Bouteloua curtipendula",18.93674,98.13644,55.87937,1,0,0,19,-0.00894927978515625,1
"482","q17",36,34,"Bouteloua curtipendula",36.20704,91.10265,51.56236,1,0,0,20,5.56974792480469,0
"483","q17",36,39,"Bouteloua curtipendula",11.85005,80.48936,54.46167,1,0,0,21,17.8212280273438,0
"484","q17",36,40,"Bouteloua curtipendula",15.79306,84.78215,52.04996,1,1,0,22,13.2509613037109,0
"485","q17",36,44,"Bouteloua curtipendula",30.93933,97.27954,47.46893,1,0,0,23,0.00012969970703125,0
"486","q17",36,49,"Bouteloua curtipendula",17.08811,93.50287,43.16208,1,1,0,24,3.60780334472656,0
"487","q17",36,51,"Bouteloua curtipendula",5.729503,86.96834,43.7891,1,0,0,25,11.3596420288086,0
"488","q17",36,53,"Bouteloua curtipendula",16.2678,98.57681,40.86998,1,1,0,26,0.00749969482421875,1
"490","q17",36,61,"Bouteloua curtipendula",13.73643,62.56989,35.47561,1,0,0,27,31.0046939849854,0
"491","q17",36,62,"Bouteloua curtipendula",8.248085,94.30033,35.74955,1,0,0,28,3.84523010253906,0
"492","q17",36,64,"Bouteloua curtipendula",13.87462,75.17798,34.90553,1,0,0,29,22.5554962158203,0
"493","q17",36,65,"Bouteloua curtipendula",14.55767,88.31075,34.1633,1,0,0,30,9.38222503662109,0
"494","q17",36,67,"Bouteloua curtipendula",4.161994,79.27406,34.68577,1,0,0,31,19.7133178710938,0
