"","X","quad","year","NRquad","totParea","recArea","Group"
"1",1,"A1",35,0,1024.20832800314,0,"A"
"2",2,"A1",36,0,1241.65806912001,0,"A"
"3",3,"A1",37,0,27.1016868751093,0,"A"
"4",4,"A1",38,3,123.286350235147,0.0243335940619381,"A"
"5",5,"A1",39,1,472.573256288837,0.00211607404078067,"A"
"6",6,"A1",40,0,803.898905102483,0,"A"
"7",7,"A1",41,2,840.076160956984,0.00238073652479517,"A"
"8",8,"A1",42,0,1349.23929386674,0,"A"
"9",9,"A1",43,2,1602.09765895095,0.00124836334965347,"A"
"10",10,"A1",44,0,1504.52051964714,0,"A"
"11",11,"A11",35,0,205.348725432585,0,"A"
"12",12,"A11",36,0,203.238833924986,0,"A"
"13",13,"A11",38,0,208.620294799368,0,"A"
"14",14,"A11",39,0,283.354243668515,0,"A"
"15",15,"A11",40,0,312.574983245969,0,"A"
"16",16,"A11",41,0,363.698886048665,0,"A"
"17",17,"A11",42,0,655.721153426603,0,"A"
"18",18,"A11",43,0,671.806181037608,0,"A"
"19",19,"A11",44,0,836.407445347205,0,"A"
"20",20,"A12",35,0,628.630551916513,0,"A"
"21",21,"A12",36,1,729.72015747428,0.00137038834648781,"A"
"22",22,"A12",37,1,191.608440688656,0.00521897676535503,"A"
"23",23,"A12",38,2,91.0622435419939,0.021962999396975,"A"
"24",24,"A12",39,1,281.042234519766,0.00355818406336244,"A"
"25",25,"A12",40,1,854.127649912637,0.00117078518661969,"A"
"26",26,"A12",41,0,1287.22134496497,0,"A"
"27",27,"A12",42,0,2651.6417828247,0,"A"
"28",28,"A12",43,0,2758.89578121498,0,"A"
"29",29,"A12",44,0,3171.31611277205,0,"A"
"30",30,"A2",40,0,0.250488519668579,0,"A"
"31",31,"A3",33,0,28.4742037374841,0,"A"
"32",32,"A3",34,0,14.9886692510303,0,"A"
"33",33,"A3",35,0,3.54280676672154,0,"A"
"34",34,"A3",36,0,7.92488086294898,0,"A"
"35",35,"A5",33,0,67.8656143656509,0,"A"
"36",36,"A5",34,0,32.7759406467751,0,"A"
"37",37,"A5",35,4,36.7283704980794,0.108907635861742,"A"
"38",38,"A5",36,2,66.1218910865256,0.0302471687838275,"A"
"39",39,"A5",37,5,4.25698359130048,1.17454058554934,"A"
"40",40,"A5",38,0,2.23912298679352,0,"A"
"41",41,"A5",39,0,11.1080741743796,0,"A"
"42",42,"A5",40,3,25.4896452324306,0.117694851091261,"A"
"43",43,"A5",41,2,38.5961621319185,0.0518186236539314,"A"
"44",44,"A5",42,0,107.998270067947,0,"A"
"45",45,"A5",43,0,90.0002572167707,0,"A"
"46",46,"A5",44,0,154.517752123187,0,"A"
"47",47,"A7",33,1,2423.3706238924,0.000412648395644001,"A"
"48",48,"A7",34,0,2536.11609148903,0,"A"
"49",49,"A7",35,1,636.269526478547,0.00157166099959954,"A"
"50",50,"A7",36,1,667.663500858818,0.0014977604717252,"A"
"51",51,"A7",37,0,8.3481427816667,0,"A"
"52",52,"A7",38,1,24.4810963066661,0.0408478438822081,"A"
"53",53,"A7",39,0,71.0158313528772,0,"A"
"54",54,"A7",40,0,220.323055481085,0,"A"
"55",55,"A7",41,1,275.756116002587,0.00362639282310829,"A"
"56",56,"A7",42,0,497.17527565432,0,"A"
"57",57,"A7",43,0,527.635787174619,0,"A"
"58",58,"A7",44,1,771.685905233736,0.00129586402086366,"A"
"59",59,"B1",32,1,3357.94346587876,0.000297801321005356,"B"
"60",60,"B1",33,0,4297.5323623015,0,"B"
"61",61,"B1",34,0,3685.34310195859,0,"B"
"62",62,"B1",35,1,555.185921636835,0.00180119841124886,"B"
"63",63,"B1",36,0,1384.8720596733,0,"B"
"64",64,"B1",39,5,644.794876091704,0.00775440405219487,"B"
"65",65,"B1",40,1,898.207042235278,0.00111332905775421,"B"
"66",66,"B1",41,1,1635.59233475057,0.000611399294771397,"B"
"67",67,"B1",42,0,3659.44761315507,0,"B"
"68",68,"B2",32,0,0.250488519668579,0,"B"
"69",69,"B3",33,0,62.0942208294085,0,"B"
"70",70,"B4",33,0,103.146935960959,0,"B"
"71",71,"B4",34,1,126.146002444745,0.00792732215543672,"B"
"72",72,"B4",35,0,47.3955286270446,0,"B"
"73",73,"B4",36,0,43.8324692220171,0,"B"
"74",74,"B4",39,1,14.6254938261194,0.0683737596753225,"B"
"75",75,"B4",40,0,34.6665760600295,0,"B"
"76",76,"B4",41,0,15.0527408069588,0,"B"
"77",77,"B4",42,0,40.9620178548048,0,"B"
"78",78,"B4",43,1,50.4919513024194,0.019805136743687,"B"
"79",79,"B4",44,0,137.400494337346,0,"B"
"80",80,"B5",33,1,1192.66936250891,0.000838455343479599,"B"
"81",81,"B5",34,0,1430.47902695045,0,"B"
"82",82,"B5",35,0,433.617068035089,0,"B"
"83",83,"B5",36,0,646.57515023995,0,"B"
"84",84,"B5",39,3,191.206886095829,0.0156898114981929,"B"
"85",85,"B5",40,1,538.795740348991,0.00185599091661763,"B"
"86",86,"B5",41,2,821.42527668517,0.00243479237462831,"B"
"87",87,"B5",42,0,1628.34386550408,0,"B"
"88",88,"B5",43,1,1501.23622703437,0.000666117684873257,"B"
"89",89,"B5",44,1,1627.58179442469,0.000614408445354646,"B"
"90",90,"B6",34,6,2563.11789463309,0.00234089895457536,"B"
"91",91,"B6",35,1,839.476497893978,0.00119121857789793,"B"
"92",92,"B6",36,0,1343.76626683653,0,"B"
"93",93,"B6",39,0,466.235402565777,0,"B"
"94",94,"B6",40,1,2044.66547595765,0.000489077559023016,"B"
"95",95,"B6",41,1,1383.85390160922,0.000722619634079252,"B"
"96",96,"B6",42,0,2409.60179339202,0,"B"
"97",97,"B6",43,1,2448.68982125282,0.000408381654271088,"B"
"98",98,"B6",44,0,3726.81164707818,0,"B"
"99",99,"C1",32,3,2388.29157538297,0.00125612803349563,"C"
"100",100,"C1",33,0,2402.33587720252,0,"C"
"101",101,"C1",34,0,2741.95067075672,0,"C"
"102",102,"C1",35,1,1057.97910028285,0.00094519825555406,"C"
"103",103,"C1",36,0,1642.03741028073,0,"C"
"104",104,"C1",37,0,149.385541927668,0,"C"
"105",105,"C1",38,1,385.009836188358,0.0025973362392507,"C"
"106",106,"C1",39,0,450.801297258298,0,"C"
"107",107,"C1",40,1,1299.50310831233,0.000769524900404972,"C"
"108",108,"C1",41,1,1231.75762082887,0.000811848031698872,"C"
"109",109,"C1",42,0,2131.51967645912,0,"C"
"110",110,"C2",32,2,44.2841317773495,0.0451629041765015,"C"
"111",111,"C2",33,0,34.2194843605612,0,"C"
"112",112,"C2",34,0,117.148713971308,0,"C"
"113",113,"C2",35,1,18.6964172963024,0.0534861831628976,"C"
"114",114,"C2",36,7,83.5526704925428,0.0837794885398039,"C"
"115",115,"C2",37,15,55.3399150341708,0.271052096678102,"C"
"116",116,"C2",38,0,67.3695617770508,0,"C"
"117",117,"C2",39,0,71.3641123025799,0,"C"
"118",118,"C2",40,0,104.903020646648,0,"C"
"119",119,"C2",41,1,179.578846121332,0.00556858461672236,"C"
"120",120,"C2",42,1,307.048939514989,0.00325680981533299,"C"
"121",121,"C2",43,0,191.630392618506,0,"C"
"122",122,"C3",33,0,3834.43633315201,0,"C"
"123",123,"C3",34,0,2983.4799859397,0,"C"
"124",124,"C3",35,0,1524.97251769965,0,"C"
"125",125,"C3",36,0,1547.18715372997,0,"C"
"126",126,"C3",37,2,430.582345194335,0.00464487228127605,"C"
"127",127,"C3",38,1,703.179071805932,0.00142211285872283,"C"
"128",128,"C3",39,1,583.422797766596,0.0017140228387168,"C"
"129",129,"C3",40,0,1401.60542606551,0,"C"
"130",130,"C3",41,0,1587.26553911634,0,"C"
"131",131,"C3",42,1,2589.1898898323,0.000386221189850532,"C"
"132",132,"C3",43,0,3065.87427170564,0,"C"
"133",133,"C3",44,0,3750.77415465969,0,"C"
"134",134,"C4",35,2,723.614491265221,0.00276390263619936,"C"
"135",135,"C4",36,0,1087.46586061092,0,"C"
"136",136,"C4",37,9,267.766261625229,0.0336114040109974,"C"
"137",137,"C4",38,5,403.129370489844,0.0124029663081221,"C"
"138",138,"C4",39,0,1552.9335640084,0,"C"
"139",139,"C5",34,0,1563.09179885982,0,"C"
"140",140,"C5",35,0,566.45882948529,0,"C"
"141",141,"C5",36,0,662.161308241647,0,"C"
"142",142,"C5",37,0,0.500977039337158,0,"C"
"143",143,"C5",41,1,1.0421238268669,0.959578865984148,"C"
"144",144,"C5",42,0,65.1528576726906,0,"C"
"145",145,"C5",43,1,65.2895411178785,0.0153163888561344,"C"
"146",146,"C5",44,7,114.724331416732,0.0610158273624863,"C"
"147",147,"C6",35,0,1000.9226781333,0,"C"
"148",148,"C6",36,0,772.914793919663,0,"C"
"149",149,"C6",37,0,7.62207298890582,0,"C"
"150",150,"C6",38,5,9.27028196750468,0.539357920020837,"C"
"151",151,"C6",39,2,136.347312520526,0.0146684225968804,"C"
"152",152,"C6",40,1,352.00098768778,0.00284090111953603,"C"
"153",153,"C6",41,0,527.607861870393,0,"C"
"154",154,"C6",42,0,1120.82219236294,0,"C"
"155",155,"C6",43,0,1657.08783634351,0,"C"
"156",156,"C6",44,3,1778.99532814366,0.00168634506934339,"C"
"157",157,"D1",32,1,1833.44776523353,0.000545420501724863,"D"
"158",158,"D1",33,1,1980.67383068157,0.00050487868548043,"D"
"159",159,"D1",34,1,1716.28778893383,0.000582652866522583,"D"
"160",160,"D1",35,0,380.369393981096,0,"D"
"161",161,"D1",36,0,552.933549449052,0,"D"
"162",162,"D1",37,0,8.38283671495477,0,"D"
"163",163,"D1",38,0,15.2247953708489,0,"D"
"164",164,"D1",39,3,35.4497624682408,0.0846268011721568,"D"
"165",165,"D1",40,0,137.878128872148,0,"D"
"166",166,"D1",41,2,215.984386333793,0.0092599286177525,"D"
"167",167,"D1",44,3,868.288249998424,0.00345507381909803,"D"
"168",168,"D3",33,1,3708.93429729716,0.000269619227476944,"D"
"169",169,"D3",34,0,2323.45870487131,0,"D"
"170",170,"D3",35,0,1154.91499101473,0,"D"
"171",171,"D3",36,0,1302.54457557221,0,"D"
"172",172,"D3",37,0,75.1473792522267,0,"D"
"173",173,"D3",38,0,146.005598382179,0,"D"
"174",174,"D3",39,0,583.019764067914,0,"D"
