"quad","year","SP_ID","Species","area","x","y","age","survives","dormancy","trackID","distEdgeMin","allEdge"
"q10",66,"46","Andropogon gerardii",14.04957,25.4468,3.691896,5,0,1,65,1.94016659259796,0
"q10",67,"27","Andropogon gerardii",28.50156,18.89347,64.58199,1,1,0,72,13.0603523254395,0
"q10",67,"40","Andropogon gerardii",65.48918,93.82445,29.48393,1,0,0,73,1.56547546386719,0
"q10",67,"41","Andropogon gerardii",54.15112,36.54573,27.38982,6,0,0,65,23.8399829864502,0
"q10",67,"42","Andropogon gerardii",271.7835,32.26259,11.52798,6,1,0,65,2.16769647598267,0
"q10",67,"43","Andropogon gerardii",164.4652,52.57777,15.65951,6,0,0,65,7.51007413864136,0
"q10",67,"45","Andropogon gerardii",165.1024,80.99252,10.91235,6,0,0,67,2.81373572349548,0
"q10",67,"46","Andropogon gerardii",15.66753,6.954886,6.457347,6,0,2,65,3.92828464508057,0
"q10",68,"47","Andropogon gerardii",1504.468,47.80558,12.82883,7,1,0,65,-0.254153966903687,0
"q10",69,"1","Andropogon gerardii",57.92767,20.42289,96.73633,1,1,0,74,-0.0778732299804688,0
"q10",69,"6","Andropogon gerardii",44.13969,71.62241,86.18791,1,1,0,75,10.6332473754883,0
"q10",69,"15","Andropogon gerardii",66.50288,17.21575,63.73713,3,1,1,72,10.9052257537842,0
"q10",69,"21","Andropogon gerardii",2540.067,55.90868,12.58531,8,1,0,65,-0.10843987762928,0
"q10",70,"2","Andropogon gerardii",23.74627,19.59736,97.73001,2,1,0,74,0.191978454589844,1
"q10",70,"5","Andropogon gerardii",33.84444,74.82408,80.23875,2,1,0,75,17.2881546020508,0
"q10",70,"11","Andropogon gerardii",2.884437,21.55556,65.59818,4,1,0,72,20.3764190673828,0
"q10",70,"12","Andropogon gerardii",32.82518,8.975185,62.56881,4,1,0,72,6.15583753585815,0
"q10",70,"24","Andropogon gerardii",271.6934,91.68967,26.63705,9,1,0,65,0.0490341186523438,0
"q10",70,"28","Andropogon gerardii",1760.573,51.50274,20.94673,9,1,0,65,-0.250115692615509,0
"q10",70,"38","Andropogon gerardii",107.2505,93.75132,13.77189,9,0,0,65,0.337974548339844,0
"q10",71,"5","Andropogon gerardii",59.01293,18.0505,96.71481,3,0,0,74,0.0239410400390625,0
"q10",71,"21","Andropogon gerardii",1514.147,56.65762,24.99429,10,1,0,65,-0.0160252712666988,0
"q10",71,"23","Andropogon gerardii",510.7748,94.13412,23.79113,10,1,0,65,-0.0446219369769096,0
"q10",71,"28","Andropogon gerardii",61.34375,82.78332,6.760679,10,0,0,65,-0.030620563775301,0
"q10",72,"12","Andropogon gerardii",0.5804856,72.38502,84.5532,4,0,1,75,15.103401184082,0
"q10",72,"13","Andropogon gerardii",0.5804856,73.43465,83.99438,4,0,1,75,15.662223815918,0
"q10",72,"14","Andropogon gerardii",0.5804818,70.85765,83.60001,4,0,1,75,16.0565948486328,0
"q10",72,"15","Andropogon gerardii",0.580487,16.93431,83.54745,1,0,0,76,16.1091461181641,0
"q10",72,"16","Andropogon gerardii",0.5804797,71.82853,83.15349,4,0,1,75,16.5031127929688,0
"q10",72,"17","Andropogon gerardii",0.5604154,73.17384,82.82212,4,0,1,75,16.8344802856445,0
"q10",72,"18","Andropogon gerardii",0.6270518,72.06817,81.69936,4,0,1,75,17.8612823486328,0
"q10",72,"31","Andropogon gerardii",0.5804907,17.09838,68.15685,6,0,1,72,16.7151393890381,0
"q10",72,"40","Andropogon gerardii",0.5804878,11.04627,56.43071,6,0,1,72,10.663031578064,0
"q10",72,"51","Andropogon gerardii",0.5804943,55.51193,45.14185,11,0,0,65,44.1066360473633,0
"q10",72,"53","Andropogon gerardii",0.5804885,46.60524,42.66599,11,0,0,65,42.2270698547363,0
"q10",72,"54","Andropogon gerardii",0.5804841,47.5005,41.95271,11,0,0,65,41.513786315918,0
"q10",72,"56","Andropogon gerardii",0.5804826,42.17722,40.76379,11,0,0,65,40.3248672485352,0
"q10",72,"57","Andropogon gerardii",0.5804869,96.98248,39.66782,11,0,0,65,2.63608551025391,1
"q10",72,"58","Andropogon gerardii",0.5804899,86.7572,39.55051,11,0,0,65,12.8613662719727,0
"q10",72,"59","Andropogon gerardii",0.5804914,32.29073,38.53349,11,0,0,65,31.9074878692627,0
"q10",72,"60","Andropogon gerardii",0.5804899,76.49215,37.32454,11,0,2,65,23.1264190673828,0
"q10",72,"62","Andropogon gerardii",24.36943,27.54296,35.20781,11,0,0,65,24.0386695861816,0
"q10",72,"63","Andropogon gerardii",0.5804871,44.90926,37.0611,11,0,0,65,36.6221809387207,0
"q10",72,"64","Andropogon gerardii",0.5804928,47.69286,36.09186,11,0,0,65,35.6529312133789,0
"q10",72,"66","Andropogon gerardii",0.5804899,34.42298,35.15013,11,0,0,65,34.039737701416,0
"q10",72,"67","Andropogon gerardii",0.5804783,63.94696,34.65597,11,0,0,65,34.2170524597168,0
"q10",72,"68","Andropogon gerardii",0.5804812,59.77112,34.07884,11,0,0,65,33.6399230957031,0
"q10",72,"70","Andropogon gerardii",0.5804842,39.44988,32.67101,11,0,0,65,32.2320938110352,0
"q10",72,"71","Andropogon gerardii",0.5804943,61.69097,31.47907,11,0,0,65,31.0401401519775,0
"q10",72,"72","Andropogon gerardii",0.5804921,34.27509,31.32417,11,0,0,65,30.8852405548096,0
"q10",72,"73","Andropogon gerardii",0.5804869,68.41149,30.46476,11,0,0,65,30.0258331298828,0
"q10",72,"74","Andropogon gerardii",0.5804855,45.76386,30.17718,11,0,0,65,29.7382488250732,0
"q10",72,"75","Andropogon gerardii",0.580487,51.51489,29.95512,11,0,0,65,29.5161933898926,0
"q10",72,"76","Andropogon gerardii",63.53984,32.74414,16.37776,11,0,0,65,11.265284538269,0
"q10",72,"77","Andropogon gerardii",0.580487,49.87194,27.16177,11,0,0,65,26.7228450775146,0
"q10",72,"79","Andropogon gerardii",0.5804797,64.53319,25.58788,11,0,0,65,25.148962020874,0
"q10",72,"80","Andropogon gerardii",0.5804856,49.23386,25.45053,11,0,0,65,25.0116119384766,0
"q10",72,"82","Andropogon gerardii",0.5804827,62.47722,24.98649,11,0,0,65,24.5475692749023,0
"q10",72,"83","Andropogon gerardii",65.15033,50.21064,20.13614,11,0,0,65,16.0704135894775,0
"q10",72,"86","Andropogon gerardii",231.4846,92.58406,7.067977,11,0,0,65,0.395422667264938,0
"q10",72,"88","Andropogon gerardii",0.5804856,42.80056,21.6184,11,0,0,65,21.1794815063477,0
"q10",72,"91","Andropogon gerardii",0.5804842,86.44108,18.77544,11,0,0,65,13.177490234375,0
"q10",72,"93","Andropogon gerardii",0.5804842,69.92597,18.41766,11,0,1,65,17.9787425994873,0
"q10",72,"94","Andropogon gerardii",0.5804783,66.71078,16.57969,11,0,0,65,16.140775680542,0
"q10",72,"99","Andropogon gerardii",0.5804914,60.65457,12.66513,11,0,0,65,12.2262058258057,0
"q10",72,"101","Andropogon gerardii",0.5804884,31.62226,11.12266,11,0,0,65,10.6837339401245,0
"q10",72,"103","Andropogon gerardii",102.3219,29.5577,5.702652,11,0,0,65,-0.259981036186218,0
"q10",72,"105","Andropogon gerardii",0.5804917,44.34419,3.087405,11,0,0,65,2.64847779273987,1
"q10",72,"106","Andropogon gerardii",0.5804903,66.74995,2.596609,11,0,0,65,2.15768146514893,1
"q10",72,"107","Andropogon gerardii",0.5804873,63.34153,2.557505,11,0,0,65,2.11857771873474,1
"q11",68,"48","Andropogon gerardii",0.7283775,51.33771,22.97902,1,0,0,48,22.476676940918,0
"q11",69,"31","Andropogon gerardii",512.1048,23.97206,4.216236,1,1,0,49,-1.08018553256989,0
"q11",70,"6","Andropogon gerardii",44.06112,29.23309,71.79442,1,1,0,50,24.6626815795898,0
"q11",70,"7","Andropogon gerardii",29.52713,79.99196,68.60875,1,1,0,51,17.0555267333984,0
"q11",70,"43","Andropogon gerardii",4.071576,30.41455,8.386257,2,0,0,49,6.93315601348877,0
"q11",70,"46","Andropogon gerardii",32.28461,24.9557,1.698125,2,0,0,49,-0.433037906885147,1
"q11",70,"49","Andropogon gerardii",1.859579,61.01087,0.4631963,2,1,0,49,0.144063070416451,1
"q11",71,"7","Andropogon gerardii",16.15303,29.50005,69.82301,2,1,0,50,26.945779800415,0
"q11",71,"9","Andropogon gerardii",13.79454,87.41558,65.93937,2,1,0,51,10.6774063110352,0
"q11",72,"18","Andropogon gerardii",43.8993,30.42895,67.56423,3,0,0,50,26.5133991241455,0
"q11",72,"23","Andropogon gerardii",64.81105,84.26162,60.42843,3,0,0,51,10.9860992431641,0
"q11",72,"53","Andropogon gerardii",8.442497,43.35088,20.69088,1,0,0,52,18.9074821472168,0
"q11",72,"63","Andropogon gerardii",0.715566,36.91867,3.87144,4,0,2,49,3.39111471176147,1
"q11",72,"64","Andropogon gerardii",0.7155526,44.02769,2.365114,4,0,2,49,1.8847975730896,1
"q11",72,"65","Andropogon gerardii",0.7155627,58.61445,0.9699535,4,0,1,49,0.489628434181213,1
"q11",72,"67","Andropogon gerardii",0.7155611,38.41777,0.715002,4,0,2,49,0.234676957130432,1
"q12",66,"5","Andropogon gerardii",18.57392,35.31636,89.99381,1,1,0,5,7.86858367919922,0
"q12",67,"5","Andropogon gerardii",68.9675,38.325,89.53951,2,1,0,5,4.5,0
"q12",68,"2","Andropogon gerardii",182.2739,38.69197,93.26827,3,1,0,5,-0.016845703125,0
"q12",69,"2","Andropogon gerardii",156.3801,32.1604,93.68183,4,1,0,5,-0.275794982910156,0
"q12",69,"7","Andropogon gerardii",19.08976,20.91994,85.58392,1,0,0,6,11.8760986328125,0
"q12",69,"11","Andropogon gerardii",19.10051,86.75472,80.88883,1,0,0,7,10.1053237915039,0
"q12",69,"38","Andropogon gerardii",20.52956,49.48615,29.21565,1,1,0,8,26.4282512664795,0
"q12",70,"2","Andropogon gerardii",446.1758,33.3429,89.50559,5,1,0,5,0.0460052490234375,0
"q12",70,"19","Andropogon gerardii",287.1185,53.72001,19.01757,2,1,0,8,10.5477476119995,0
"q12",71,"1","Andropogon gerardii",466.4446,33.11934,91.28674,6,1,0,5,0.0040283203125,0
"q12",71,"3","Andropogon gerardii",72.72572,3.648902,95.48056,1,1,0,9,-0.266307502985001,0
"q12",71,"6","Andropogon gerardii",25.9029,79.31484,89.60812,1,1,0,10,7.92828369140625,0
"q12",71,"24","Andropogon gerardii",57.16364,53.76588,31.97167,3,0,0,8,27.5186901092529,0
"q12",71,"28","Andropogon gerardii",78.84261,55.70774,18.57063,3,1,0,8,14.1804800033569,0
"q12",72,"1","Andropogon gerardii",13.43375,10.28665,99.61889,2,0,0,9,-0.611801147460938,1
"q12",72,"2","Andropogon gerardii",196.2568,29.8969,87.28574,7,0,0,5,-0.463371276855469,0
"q12",72,"9","Andropogon gerardii",34.5333,82.47784,90.62886,2,0,0,10,6.70896148681641,0
"q12",72,"113","Andropogon gerardii",233.72,54.95507,24.70608,4,0,0,8,11.5051441192627,0
"q13",52,"15","Andropogon gerardii",6.394226,44.91423,83.55352,1,0,0,15,13.9884185791016,0
"q13",72,"15","Andropogon gerardii",183.679,6.563545,51.91402,1,0,0,16,-0.0162287782877684,0
"q13",72,"49","Andropogon gerardii",25.26589,38.75594,6.583137,1,0,0,17,3.67850828170776,0
"q14",52,"74","Andropogon gerardii",26.30081,97.87501,69.78525,1,1,0,74,0.314216613769531,1
"q14",53,"34","Andropogon gerardii",66.80909,97.1214,73.90202,2,1,0,74,-0.090362548828125,0
"q14",53,"39","Andropogon gerardii",7.580391,91.62112,72.71845,2,0,0,74,6.63864898681641,0
"q14",53,"71","Andropogon gerardii",38.13911,69.98927,45.90384,1,0,0,75,26.6599197387695,0
"q14",54,"26","Andropogon gerardii",78.34157,94.65464,74.83538,3,1,0,74,-0.0689773559570312,0
"q14",55,"19","Andropogon gerardii",35.34669,97.5005,81.38266,4,1,0,74,0.113533020019531,1
"q14",55,"23","Andropogon gerardii",14.31215,84.88156,80.45669,1,0,0,76,13.1713333129883,0
"q14",55,"31","Andropogon gerardii",10.97788,85.55103,71.74065,4,1,0,74,12.0721893310547,0
"q14",56,"0","Andropogon gerardii",14.04816,97.93385,98.20882,1,0,0,77,-0.5325927734375,1
"q14",56,"16","Andropogon gerardii",31.23769,97.33511,84.03053,5,1,0,74,0.323387145996094,0
"q14",56,"34","Andropogon gerardii",15.54512,97.84143,64.46748,5,1,1,74,0.1373291015625,1
"q14",57,"12","Andropogon gerardii",22.64609,94.61536,76.11673,6,1,0,74,2.58310699462891,0
"q14",57,"17","Andropogon gerardii",3.771466,85.80185,70.16424,6,0,1,74,13.1954803466797,0
"q14",58,"13","Andropogon gerardii",98.92838,96.62586,71.11467,7,1,0,74,0.0930709838867188,0
"q14",58,"25","Andropogon gerardii",46.47903,96.86788,58.11792,7,1,1,74,0.0194091796875,0
"q14",59,"4","Andropogon gerardii",157.0205,15.88981,95.81351,1,1,0,78,0.159400939941406,0
"q14",59,"8","Andropogon gerardii",336.2805,94.6155,76.69414,8,1,0,74,0.0102081298828125,0
"q14",59,"27","Andropogon gerardii",41.17387,96.67495,49.73771,8,0,0,74,-0.00026702880859375,0
"q14",59,"33","Andropogon gerardii",62.78017,95.416,38.85403,1,1,0,79,0.781303405761719,0
"q14",60,"2","Andropogon gerardii",169.2513,20.68959,91.98521,2,1,0,78,2.43852233886719,0
"q14",60,"3","Andropogon gerardii",535.5298,93.48992,78.00246,9,1,0,74,-0.00347137451171875,0
"q14",60,"17","Andropogon gerardii",32.26574,71.85592,52.63391,1,1,0,80,23.8254928588867,0
"q14",60,"26","Andropogon gerardii",62.28313,95.79797,37.58366,2,1,0,79,-0.0305328369140625,0
"q14",61,"1","Andropogon gerardii",133.2225,20.81026,95.27155,3,1,0,78,-0.897903442382812,0
"q14",61,"2","Andropogon gerardii",482.1695,87.35233,88.33473,10,1,0,74,0.736740112304688,0
"q14",61,"5","Andropogon gerardii",18.20946,13.58556,92.49761,3,1,0,78,5.10222625732422,0
"q14",61,"32","Andropogon gerardii",164.141,94.14879,60.6333,10,1,0,74,0.100677490234375,0
"q14",61,"35","Andropogon gerardii",23.93221,65.24884,60.16755,2,1,0,80,32.5262145996094,0
"q14",61,"38","Andropogon gerardii",21.60141,70.67761,56.5962,2,0,0,80,27.1257095336914,0
"q14",61,"40","Andropogon gerardii",20.82416,67.10386,55.95658,2,0,0,80,30.9585647583008,0
"q14",61,"45","Andropogon gerardii",20.11935,96.33496,50.95444,10,0,0,74,1.26634216308594,0
"q14",61,"50","Andropogon gerardii",15.51044,91.1454,46.45771,10,0,0,74,6.85762786865234,0
"q14",61,"51","Andropogon gerardii",78.16503,95.65139,42.86368,3,1,0,79,0.238845825195312,0
"q14",61,"53","Andropogon gerardii",18.72023,88.91053,44.13637,10,0,0,74,8.26644134521484,0
"q14",61,"63","Andropogon gerardii",14.87936,94.39714,35.64088,3,0,0,79,3.52086639404297,0
"q14",61,"65","Andropogon gerardii",18.08435,98.06351,31.53281,3,0,0,79,-0.566749572753906,1
"q14",62,"1","Andropogon gerardii",314.1707,88.74075,90.79313,11,1,0,74,-0.222076416015625,0
"q14",62,"3","Andropogon gerardii",16.52232,65.00417,98.46911,1,0,0,81,-0.0977020263671875,1
"q14",62,"6","Andropogon gerardii",204.3467,15.21641,92.48219,4,1,0,78,0.155227661132812,0
"q14",62,"7","Andropogon gerardii",12.29884,5.490631,95.84006,4,0,0,78,2.31812286376953,0
"q14",62,"15","Andropogon gerardii",32.81981,1.993061,80.51428,1,1,0,82,-0.398757636547089,1
"q14",62,"17","Andropogon gerardii",3.713593,73.75031,77.69095,11,0,0,74,20.9743118286133,0
"q14",62,"18","Andropogon gerardii",32.97477,88.41296,75.00307,11,0,0,74,7.73164367675781,0
"q14",62,"19","Andropogon gerardii",25.03198,98.07312,71.52977,11,0,0,74,-0.268798828125,1
"q14",62,"20","Andropogon gerardii",354.5764,83.50138,66.05495,11,1,0,74,-0.193389892578125,0
"q14",62,"22","Andropogon gerardii",11.92819,1.142556,67.09042,1,0,0,83,-0.221563190221786,1
"q14",62,"23","Andropogon gerardii",150.517,65.06273,60.27058,3,1,0,80,26.8927001953125,0
"q14",62,"31","Andropogon gerardii",146.0301,93.23671,33.87276,4,1,0,79,0.161918640136719,0
"q14",63,"0","Andropogon gerardii",505.9066,21.97396,91.20883,5,1,0,78,-2.11628723144531,0
"q14",63,"2","Andropogon gerardii",242.1843,93.56518,88.8591,12,0,0,74,-0.399543762207031,0
"q14",63,"4","Andropogon gerardii",53.25546,70.87366,90.54004,12,1,0,74,6.21232604980469,0
"q14",63,"5","Andropogon gerardii",10.88133,81.7278,91.25357,12,0,0,74,7.09017944335938,0
"q14",63,"6","Andropogon gerardii",121.4556,2.825188,78.95592,2,1,0,82,-0.281244337558746,0
"q14",63,"7","Andropogon gerardii",9.687292,81.47179,85.74815,12,0,0,74,12.8230743408203,0
"q14",63,"12","Andropogon gerardii",321.29,93.675,62.73351,12,1,0,74,-0.191848754882812,0
"q14",63,"13","Andropogon gerardii",29.08455,73.2787,70.26543,12,0,0,74,22.7299880981445,0
"q14",63,"16","Andropogon gerardii",8.498663,63.71939,65.79302,4,1,0,80,32.7060241699219,0
"q14",63,"19","Andropogon gerardii",3.147311,48.98671,60.62195,1,0,0,84,38.4515495300293,0
"q14",63,"20","Andropogon gerardii",20.68755,74.44093,57.42071,4,0,0,80,22.1375350952148,0
"q14",63,"22","Andropogon gerardii",73.43504,68.21102,47.21033,4,0,0,80,26.6187591552734,0
"q14",63,"27","Andropogon gerardii",161.8714,92.77457,32.13129,5,0,0,79,0.0985107421875,0
"q14",64,"0","Andropogon gerardii",2773.15,81.4,56.42562,13,1,0,74,-0.75,0
"q14",64,"2","Andropogon gerardii",439.225,23.25,91.36883,6,1,0,78,-0.199996948242188,0
"q14",64,"4","Andropogon gerardii",16.735,61.825,90.20864,13,0,0,74,7.59999847412109,0
"q14",64,"5","Andropogon gerardii",229.5925,7.15,73.07809,3,0,0,82,0.449999988079071,0
"q14",64,"9","Andropogon gerardii",19.7975,39.125,64.14846,1,1,0,85,33.1999969482422,0
"q14",65,"1","Andropogon gerardii",314.6225,55.175,92.25648,7,1,0,78,-1,0
"q14",65,"3","Andropogon gerardii",2901.805,80.9,62.46759,14,1,0,74,-1.80000305175781,0
"q14",65,"4","Andropogon gerardii",715.765,11.75,79.52778,7,1,0,78,0.75,0
"q14",65,"8","Andropogon gerardii",77.97,54.95,68.03796,6,0,1,80,26.9000015258789,0
"q14",65,"12","Andropogon gerardii",73.8875,48.925,57.39753,2,0,0,85,37.6500015258789,0
"q14",65,"15","Andropogon gerardii",13.26,34.5,52.28735,1,1,0,86,32.4500007629395,0
"q14",65,"16","Andropogon gerardii",4.432498,46.225,44.78179,1,1,0,87,42.9000015258789,0
"q14",65,"29","Andropogon gerardii",110.68,4.925,13.26914,1,1,0,88,0.100000001490116,0
"q14",66,"0","Andropogon gerardii",533.035,80.71586,92.94643,15,1,0,74,-0.620376586914062,0
"q14",66,"2","Andropogon gerardii",450.9377,24.65261,89.54115,8,1,0,78,0.13909912109375,0
"q14",66,"5","Andropogon gerardii",403.1402,56.90838,76.54871,8,1,0,78,5.68619537353516,0
"q14",66,"8","Andropogon gerardii",300.135,4.759457,78.40232,8,1,0,78,0.0528316982090473,0
"q14",66,"13","Andropogon gerardii",392.1306,91.6054,55.6059,15,1,0,74,-0.0316085815429688,0
"q14",66,"14","Andropogon gerardii",62.88089,79.13821,77.37446,15,0,0,74,16.8760147094727,0
"q14",66,"18","Andropogon gerardii",406.592,70.55033,57.89635,15,1,0,74,21.3391342163086,0
"q14",66,"22","Andropogon gerardii",101.7152,30.65744,61.72872,2,0,0,86,25.5414714813232,0
"q14",66,"25","Andropogon gerardii",4.968451,16.35159,61.0038,8,0,0,78,15.6009101867676,0
"q14",66,"35","Andropogon gerardii",0.7057904,92.38924,40.05857,15,0,0,74,7.18077087402344,0
"q14",66,"38","Andropogon gerardii",690.0118,88.17002,11.7984,15,1,0,74,-0.614254653453827,0
"q14",66,"39","Andropogon gerardii",0.7057968,81.70365,38.18373,15,0,0,74,17.8663482666016,0
"q14",66,"41","Andropogon gerardii",0.7057937,88.42982,35.42826,15,0,0,74,11.1401824951172,0
"q14",66,"51","Andropogon gerardii",17.10643,5.795801,19.66548,2,1,0,88,3.83673524856567,0
"q14",67,"1","Andropogon gerardii",202.938,92.1303,91.03824,16,0,0,74,0.0360565185546875,0
"q14",67,"2","Andropogon gerardii",222.7135,18.44706,88.30708,9,1,0,78,4.42965698242188,0
"q14",67,"3","Andropogon gerardii",118.9724,72.53809,86.88254,16,0,0,74,6.40412902832031,0
"q14",67,"4","Andropogon gerardii",143.3071,51.27387,81.2476,9,1,0,78,8.85153961181641,0
"q14",67,"5","Andropogon gerardii",62.06818,64.43143,84.83739,9,0,0,78,9.92099761962891,0
"q14",67,"6","Andropogon gerardii",213.7917,6.257644,67.98721,9,1,0,78,-0.302089780569077,0
"q14",67,"7","Andropogon gerardii",298.8652,93.81864,69.00536,16,1,0,74,-0.247756958007812,0
"q14",67,"8","Andropogon gerardii",347.8181,69.09074,55.98867,16,1,0,74,18.5329895019531,0
"q14",67,"10","Andropogon gerardii",161.0479,44.86531,56.0629,9,0,0,78,32.7475357055664,0
"q14",67,"14","Andropogon gerardii",140.4834,85.03154,38.63385,16,0,0,74,6.45154571533203,0
"q14",67,"17","Andropogon gerardii",38.16124,44.39017,38.66296,3,0,1,87,34.1735153198242,0
"q14",67,"21","Andropogon gerardii",209.4073,81.65596,20.25122,16,1,0,74,4.58158874511719,0
"q14",67,"24","Andropogon gerardii",63.98365,2.746418,9.518042,3,1,0,88,0.306848526000977,0
"q14",68,"0","Andropogon gerardii",824.5878,17.57154,89.16373,10,0,0,78,-0.298637390136719,0
"q14",68,"2","Andropogon gerardii",488.3265,52.42237,86.87681,10,0,0,78,-0.0102615356445312,0
"q14",68,"3","Andropogon gerardii",1681.112,88.55956,69.98853,17,1,0,74,-0.0898818969726562,0
"q14",68,"4","Andropogon gerardii",798.3778,19.17727,59.59394,10,1,0,78,-0.0165826268494129,0
"q14",68,"5","Andropogon gerardii",81.20439,58.89618,61.71032,17,0,0,74,32.8114013671875,0
"q14",68,"7","Andropogon gerardii",161.2059,73.63566,46.31137,17,0,0,74,17.4468078613281,0
"q14",68,"10","Andropogon gerardii",745.2255,74.20335,27.00821,17,0,0,74,5.85519504547119,0
"q14",68,"12","Andropogon gerardii",341.9904,5.726154,11.26703,4,1,0,88,-0.2955302298069,0
"q14",68,"18","Andropogon gerardii",55.16428,94.06512,18.65888,17,0,0,74,0.524085998535156,0
"q14",69,"0","Andropogon gerardii",6053.605,80.17245,56.08482,18,1,0,74,-1.01360321044922,0
"q14",69,"8","Andropogon gerardii",764.4947,10.91794,14.39058,5,1,0,88,-0.954584062099457,0
"q14",69,"9","Andropogon gerardii",100.0402,43.04122,41.0078,11,0,0,78,34.3736038208008,0
"q14",69,"10","Andropogon gerardii",67.03276,29.99278,37.23326,11,0,0,78,26.0668926239014,0
"q14",70,"1","Andropogon gerardii",823.7428,16.72449,75.88763,19,1,0,74,-0.187042236328125,0
"q14",70,"3","Andropogon gerardii",974.0798,55.07426,77.75465,19,0,0,74,0.0497589111328125,0
"q14",70,"5","Andropogon gerardii",1296.509,89.73095,69.11063,19,1,0,74,-0.0129776000976562,0
"q14",70,"9","Andropogon gerardii",166.3963,4.925415,57.24398,6,1,0,88,-0.00448987307026982,0
"q14",70,"10","Andropogon gerardii",709.2365,27.63031,47.14751,19,1,0,74,9.55303287506104,0
"q14",70,"11","Andropogon gerardii",398.0084,72.07375,20.57261,19,1,0,74,10.3595008850098,0
"q14",70,"15","Andropogon gerardii",418.4453,91.83814,19.10229,19,0,0,74,0.00487518310546875,0
"q14",70,"21","Andropogon gerardii",225.8296,5.954993,7.09079,6,1,0,88,-0.318612217903137,0
"q14",70,"26","Andropogon gerardii",104.9502,32.9316,6.612562,1,1,0,89,-0.139230698347092,0
"q14",71,"0","Andropogon gerardii",2227.173,35.45176,81.57756,20,1,0,74,-0.467628479003906,0
"q14",71,"2","Andropogon gerardii",201.9014,92.72045,93.3861,20,0,0,74,-0.304588317871094,0
"q14",71,"3","Andropogon gerardii",1855.965,86.59892,58.8797,20,0,0,74,-0.176101684570312,0
"q14",71,"7","Andropogon gerardii",61.07707,3.984966,47.29239,7,0,0,88,-0.00198194547556341,0
"q14",71,"8","Andropogon gerardii",57.55187,18.02195,47.48209,20,0,0,74,13.3603315353394,0
