"","quad","year","trackID","area.t1","area.t0","age","allEdge","distEdgeMin","Group","Grazing"
"1","q10",62,65,429.6137,13.67268,1,0,12.4042129516602,"et1","No"
"2","q10",62,67,125.4926,34.09936,1,0,1.97941291332245,"et1","No"
"3","q10",63,65,1133.346,429.6137,2,0,-0.313690781593323,"et1","No"
"4","q10",63,67,209.8903,125.4926,2,0,0.272084534168243,"et1","No"
"5","q10",64,65,165.426,1133.346,3,0,-0.0405882336199284,"et1","No"
"6","q10",64,67,5.587478,209.8903,3,0,-0.0406036376953125,"et1","No"
"7","q10",65,65,367.93527,165.426,4,0,14.6380596160889,"et1","No"
"8","q10",65,67,60.514324,5.587478,4,0,13.4887075424194,"et1","No"
"9","q10",65,71,11.6091,6.688995,1,0,14.9500617980957,"et1","No"
"10","q10",66,65,506.06735,367.93527,5,0,-0.1758803576231,"et1","No"
"11","q10",66,67,165.1024,60.514324,5,0,0.396241068840027,"et1","No"
"12","q10",67,65,1504.468,506.06735,6,0,2.16769647598267,"et1","No"
"13","q10",68,65,2540.067,1504.468,7,0,-0.254153966903687,"et1","No"
"14","q10",69,65,2139.5169,2540.067,8,0,-0.10843987762928,"et1","No"
"15","q10",69,72,35.709617,66.50288,3,0,10.9052257537842,"et1","No"
"16","q10",69,74,23.74627,57.92767,1,0,-0.0778732299804688,"et1","No"
"17","q10",69,75,33.84444,44.13969,1,0,10.6332473754883,"et1","No"
"18","q10",70,65,2086.26555,2139.5169,9,0,-0.250115692615509,"et1","No"
"19","q10",70,74,59.01293,23.74627,2,1,0.191978454589844,"et1","No"
"20","q10",71,65,505.4416833,2086.26555,10,0,-0.0446219369769096,"et1","No"
"21","q11",69,49,38.215765,512.1048,1,0,-1.08018553256989,"et1","No"
"22","q11",70,50,16.15303,44.06112,1,0,24.6626815795898,"et1","No"
"23","q11",70,51,13.79454,29.52713,1,0,17.0555267333984,"et1","No"
"24","q11",71,50,43.8993,16.15303,2,0,26.945779800415,"et1","No"
