"species","quad","year","genetID","ANGE.0.2","ANGE.2.4","ANGE.4.6","ANGE.6.8","ANGE.8.10","ANGE.10.12","ANGE.12.14","ANGE.14.16","ANGE.16.18","ANGE.18.20","ANGE.20.25","ANGE.25.30","ANGE.30.35","ANGE.35.40","ANGE.40.45","ANGE.45.50","ANGE.50.60","ANGE.60.70","ANGE.70.80","ANGE.80.90","ANGE.90.100","ANGE.100.110","ANGE.110.120","ANGE.120.130","ANGE.130.140","ANGE.140.150","BOCU.0.2","BOCU.2.4","BOCU.4.6","BOCU.6.8","BOCU.8.10","BOCU.10.12","BOCU.12.14","BOCU.14.16","BOCU.16.18","BOCU.18.20","BOCU.20.25","BOCU.25.30","BOCU.30.35","BOCU.35.40","BOCU.40.45","BOCU.45.50","BOCU.50.60","BOCU.60.70","BOCU.70.80","BOCU.80.90","BOCU.90.100","BOCU.100.110","BOCU.110.120","BOCU.120.130","BOCU.130.140","BOCU.140.150","BOHI.0.2","BOHI.2.4","BOHI.4.6","BOHI.6.8","BOHI.8.10","BOHI.10.12","BOHI.12.14","BOHI.14.16","BOHI.16.18","BOHI.18.20","BOHI.20.25","BOHI.25.30","BOHI.30.35","BOHI.35.40","BOHI.40.45","BOHI.45.50","BOHI.50.60","BOHI.60.70","BOHI.70.80","BOHI.80.90","BOHI.90.100","BOHI.100.110","BOHI.110.120","BOHI.120.130","BOHI.130.140","BOHI.140.150","SCSC.0.2","SCSC.2.4","SCSC.4.6","SCSC.6.8","SCSC.8.10","SCSC.10.12","SCSC.12.14","SCSC.14.16","SCSC.16.18","SCSC.18.20","SCSC.20.25","SCSC.25.30","SCSC.30.35","SCSC.35.40","SCSC.40.45","SCSC.45.50","SCSC.50.60","SCSC.60.70","SCSC.70.80","SCSC.80.90","SCSC.90.100","SCSC.100.110","SCSC.110.120","SCSC.120.130","SCSC.130.140","SCSC.140.150","propQ.0.2","propQ.2.4","propQ.4.6","propQ.6.8","propQ.8.10","propQ.10.12","propQ.12.14","propQ.14.16","propQ.16.18","propQ.18.20","propQ.20.25","propQ.25.30","propQ.30.35","propQ.35.40","propQ.40.45","propQ.45.50","propQ.50.60","propQ.60.70","propQ.70.80","propQ.80.90","propQ.90.100","propQ.100.110","propQ.110.120","propQ.120.130","propQ.130.140","propQ.140.150"
"ANGE","q1",70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.7998745472054,11.062023005427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.988508615810892,0.952448435889214,0.907192199373089,0.847203281601669,0.717549383613857,0.630937186058705,0.570404329267833,0.525996978316282,0.492147148101282,0.465546212988347,0.426512514738409,0.399314778141047,0.379313607895984,0.350846538111476,0.304147461227185,0.260220923272938,0.221082897518142,0.188380030821795,0.162429720455475,0.141494334262925
"ANGE","q1",71,4,0,0,1.4210854715202e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.978929045366093,0.905177200341673,0.811499981972569,0.733511130674158,0.673373603630636,0.625907891448744,0.54251399455323,0.488742919346789,0.451383748382049,0.423992244141218,0.403082795165414,0.38661483437605,0.362363031907812,0.345382868663382,0.332840963086715,0.322765357693522,0.29129779640607,0.254529842806735,0.219803911495269,0.188380030821795,0.162429720455475,0.141494334262925
"ANGE","q1",72,4,0,0,3.5527136788005e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44149860016516,57.6282707958613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.996036199111398,0.916450227309819,0.846721608637499,0.794704668236704,0.755496060695729,0.714139243627705,0.664051978309603,0.621972360349991,0.544448027147807,0.492607678249154,0.455885835278795,0.428631748883614,0.407651439716019,0.391025465596249,0.366383801667976,0.349022879539327,0.336145224054064,0.321379371081849,0.292093075811383,0.255009070414011,0.219978436517161,0.188380030821795,0.162429720455475,0.141494334262925
"ANGE","q10",60,61,1.77635683940025e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32327425814986,0,0,0,1.96087948738669,138.43921581273,182.593974047249,1.76882832598307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.999389631448638,0.924635460585721,0.854519536275039,0.801703660799973,0.761739840133061,0.730770667873663,0.70618186141923,0.686235867149005,0.649806987167425,0.625206949089895,0.587737000671452,0.550160984663014,0.518695825512095,0.492593375343638,0.452420709424124,0.42286007783578,0.384056537485626,0.347730235001012,0.30784165154447,0.261751021711109,0.221084897285224,0.188380030821795,0.162429720455476,0.141494334262925
"ANGE","q10",61,61,0,2.8421709430404e-14,0.0650022558968075,4.57640949036374,3.95324191871656,0.729236611467783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22847122531359,13.793697993476,12.2841286733785,11.6609584205845,11.5908937879804,12.1701690599973,13.6447428792104,17.3829543266834,16.748468498697,22.9895726852926,9.25958059804361,31.3249708488361,18.9195064975212,5.0109726160791,0.61329929449073,90.6589519373426,163.985686114133,27.3572483443379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.993127269132505,0.911216978814959,0.841799431858463,0.790305138982768,0.751579712891522,0.721665395386963,0.6979604076616,0.678755001513677,0.643723606884903,0.608577150734422,0.563764947634279,0.52672133434803,0.496697371712304,0.472169579221861,0.434850286614088,0.407993770451495,0.377158764918664,0.343209344649933,0.305257574850466,0.260850567105243,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ANGE","q10",61,62,0,0,0.961567900557457,8.00601511190186,7.82490030280678,2.11375426360132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40689293727446,14.5568256324688,21.664930964417,16.5754400614183,14.6772038697471,19.9490686607802,40.9109754020248,9.08596639973376,31.591251575368,22.823983301647,5.99485156198784,1.08237809642335,95.3316779873234,164.00846886292,22.9643584878635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.998661599989923,0.969240313753095,0.933873104958787,0.90045420091086,0.831810726193204,0.767546868023949,0.691798238742907,0.633078819802645,0.587258956126118,0.550779341437649,0.496696175385807,0.458736037993575,0.417284508051398,0.369835686860323,0.312912642337208,0.262920227504022,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ANGE","q10",62,61,0,0,4.65831777861281,8.053197477005,2.32948406369388,7.51195226014908,9.27785630757045,11.1669490192332,6.03412293293796,0.640817528463202,0,0,0,0,0,2.14793617829356,38.2058589982797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70209287826386,9.77989568585985,5.04985463747418,7.1077423629658,13.0159310216606,9.19027222556388,11.8004796440822,0,0,0,84.8289957714252,66.9643727553705,0,0.68560520991079,4.96765458993528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.976543499582536,0.930888396143707,0.888513060607265,0.851977706120811,0.820910425910547,0.761641141387948,0.720197451900997,0.689842105971638,0.647230201749069,0.605407155526355,0.570251799168343,0.516016528330378,0.46661723570223,0.4144069355809,0.370314565806777,0.314644239191419,0.263107781320235,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ANGE","q10",62,63,0,1.46378925354305,4.82339342461442,7.11408213320216,8.6760945589259,9.05313434858782,11.1802556120509,4.87812327853295,2.3333512677916,2.94984620686961,0.0898416181736366,0,0,0,8.64418898755257,29.383222392972,2.3263837960487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85341437786808,17.0227444362221,22.5975116222128,18.1725980195674,0,0,9.61773382396417,61.2714541346297,80.9041805682019,0,0,5.65325979984607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.951773484747976,0.894425845100384,0.846640692711256,0.807974720981347,0.776332709949416,0.730865590810512,0.635601585993525,0.542156142018316,0.469775820460755,0.390782558889221,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ANGE","q10",62,64,0,3.4570303809258,14.0471108580805,16.9483581156294,11.899389715736,7.88624833525154,1.09120881899108,2.82043078174367,0.807687340885664,0,0,0,0,0,17.1297138489431,23.2240813276301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076323399259518,9.95030228039807,16.6237710539422,9.86000422998863,7.191206520732,15.1224661754461,3.89088585543741,0,0,10.8641983446623,64.8456169572316,76.0835532249018,0,0,5.32314830160391,0.330111498242161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.995340576291437,0.967226441844877,0.935521495963314,0.865110422806414,0.811274301794364,0.770305169769309,0.738463641864024,0.71299831430804,0.67419059085561,0.592486744200226,0.510464818290357,0.445608707813991,0.385607981614124,0.31832467447545,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"ANGE","q10",62,65,0,0,3.59915148871788,9.97713263435681,8.81654952965437,6.37458047386446,8.38210805773763,8.74258353784841,3.18551240360678,1.26118730874761,2.36693081388172,0,0,22.3902550747682,17.9635401018051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1813409458076,17.7957910183708,22.7634669886095,5.66890839619221,10.365573155552,3.87118795133831,0,0,20.361056377986,69.4077002655354,62.0246118832744,0,0,0,0.153781252028324,5.49947854781774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.990760197153281,0.960268556222802,0.927929610157029,0.857695461934051,0.80456547293015,0.764297949774099,0.733066440616972,0.708256854151901,0.686987931441083,0.592814495507538,0.509830090587644,0.444831345623448,0.385723394210826,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
