"quad","year","totCover"
"q32",34,32.62242
"q19",35,26.950823
"q21",35,65.0258743
"q24",35,17.813977
"q25",35,164.192606
"q27",35,525.761487
"q32",35,538.571676
"q25",36,278.657177
"q26",36,74.770883
"q27",36,673.41055
"q29",36,2.9518539
"q30",36,121.08041
"q31",36,19.61076
"q32",36,287.240163
"q34",36,6.941268
"q42",36,45.382796
"q19",37,32.48545
"q21",37,73.070701
"q24",37,12.36609
"q25",37,508.9378137
"q27",37,420.7322294
"q29",37,50.05285
"q30",37,31.332823
"q31",37,14.14762
"q32",37,212.11256
"q34",37,5.458716
"q35",37,21.314526
"q42",37,33.11633
"q24",38,32.970823
"q25",38,258.699412
"q27",38,393.577485
"q30",38,52.286797
"q31",38,24.71393
"q32",38,157.599957
"q34",38,71.25261
"q35",38,7.400534
"q42",38,66.493048
"q25",39,120.613458
"q26",39,39.995732
"q27",39,196.899046
"q28",39,34.136744
"q30",39,27.022212
"q31",39,10.144999
"q32",39,125.4648833
"q42",39,44.512027
"q24",40,1.4724265
"q25",40,4.574088
"q26",40,16.483237
"q27",40,95.811208
"q30",40,7.6829431
"q32",40,50.4563865
"q42",40,9.11792
"q27",41,7.3406942
"q30",41,277.797282
"q32",41,280.1875008
"q25",42,291.34744
"q30",42,41.64943
"q32",42,264.089643
"q34",42,13.01486
"q42",42,36.76603
"q25",43,133.92347
"q26",43,193.58175
"q27",43,255.09988
"q28",43,87.4885541
"q30",43,246.82617
"q32",43,611.299837
"q34",43,69.66866
"q42",43,4.176202
"q25",44,239.96469
"q26",44,183.2183
"q27",44,673.43199
"q28",44,382.33344
"q30",44,459.516568
"q32",44,731.844835
"q25",45,167.49256
"q26",45,454.13992
"q27",45,150.634835
"q28",45,351.813507
"q29",45,19.20662
"q30",45,1480.613664
"q32",45,691.108594
"q42",45,48.898677
"q25",46,330.189523
"q26",46,285.36036
"q27",46,328.9027
"q28",46,822.65366
"q30",46,1015.647094
"q32",46,1745.649334
"q34",46,516.96004
"q25",47,662.19099
"q26",47,657.37161
"q28",47,988.11892
"q30",47,1592.032284
"q32",47,1148.543349
"q34",47,1120.85656
"q25",48,460.26124
"q26",48,1408.702134
"q28",48,1380.713988
"q30",48,1554.118235
"q32",48,1201.643506
"q34",48,844.289879
"q19",49,5.905834
"q25",49,237.399215
"q26",49,308.745521
"q28",49,1221.020505
"q30",49,614.968966
"q31",49,8.955126
"q32",49,632.428415
"q34",49,1614.092673
"q19",50,16.29836
"q21",50,49.418519
"q25",50,320.938931
"q26",50,1095.549768
"q27",50,36.047875
"q28",50,1230.07546
"q29",50,79.809062
"q30",50,873.955206
"q31",50,6.517639
"q32",50,1809.618727
"q33",50,7.344897
"q34",50,2655.728887
"q19",51,5.287725
"q21",51,6.84104
"q25",51,401.600205
"q26",51,1431.094143
"q27",51,36.972509
"q28",51,1551.384841
"q29",51,15.864596
"q30",51,547.879507
"q31",51,43.810399
"q32",51,1123.750612
"q33",51,29.981795
"q34",51,3728.052821
"q35",51,42.97501
"q36",51,24.4715
"q17",52,23.49107
"q18",52,9.468414
"q19",52,609.29748
"q21",52,38.055835
"q25",52,367.198034
"q27",52,3.656556
"q28",52,1939.116811
"q29",52,89.052068
"q30",52,969.246357
"q31",52,613.34697
"q32",52,1279.503183
"q33",52,567.986729
"q34",52,3351.21173
"q35",52,270.905013
"q7",52,30.13869
"q14",53,38.13911
"q21",53,56.737682
"q25",53,886.578813
"q26",53,2999.325205
"q28",53,2192.334664
"q29",53,44.340737
"q30",53,624.381473
"q31",53,151.287136
"q32",53,1846.293764
"q33",53,120.506558
"q34",53,1596.58636
"q35",53,463.14104
"q36",53,11.51334
"q7",53,16.72122
"q21",54,92.88879
"q25",54,1284.408948
"q26",54,3002.508699
"q28",54,2032.38316
"q29",54,50.804151
"q30",54,725.42374
"q31",54,141.87168
"q32",54,2777.972303
"q33",54,98.51991
"q34",54,2273.571103
"q35",54,691.023391
"q36",54,24.88468
"q7",54,6.9309
"q14",55,14.31215
"q21",55,96.8951905
"q25",55,1871.564096
"q26",55,3771.192939
"q28",55,2789.246548
"q29",55,36.4509824
"q30",55,566.558862
"q31",55,208.822
"q32",55,1900.9202283
"q33",55,210.043234
"q34",55,2228.971568
"q35",55,553.5036797
"q36",55,57.13552
"q7",55,3.407727
"q14",56,14.04816
"q21",56,26.110021
"q25",56,938.790709
"q26",56,1444.369497
"q28",56,1983.251323
"q29",56,13.567162
"q30",56,229.404932
"q31",56,86.12809
"q32",56,1094.921631
"q33",56,6.542633
"q34",56,2277.667238
"q35",56,1058.448
"q21",57,265.87728
"q25",57,1582.165895
"q26",57,2880.3104
"q28",57,3036.311222
"q29",57,85.09225
"q30",57,598.275906
"q31",57,66.1056433
"q32",57,3188.409825
"q33",57,125.69722
"q34",57,1518.2254
"q35",57,777.1074
"q17",58,14.45233
"q21",58,138.062211
"q25",58,3110.25247
"q26",58,2316.232588
"q28",58,2668.841002
"q29",58,115.4355
"q30",58,635.907334
"q31",58,507.20326
"q32",58,570.261188
"q33",58,81.45784
"q34",58,2827.13396
"q35",58,775.89861
"q14",59,219.80067
"q17",59,7.760834
"q21",59,506.86666
"q25",59,1167.517719
"q26",59,2295.098942
"q28",59,3593.298645
"q29",59,310.2638322
"q30",59,436.5081925
"q31",59,1423.1251093
"q32",59,2389.336072
"q33",59,438.2716139
"q34",59,4018.79758
"q35",59,1075.6461321
"q14",60,263.80017
"q17",60,100.75764
"q21",60,90.719348
"q25",60,2254.457836
"q26",60,2326.108974
"q28",60,2172.49559
"q29",60,387.05495
"q30",60,508.0267
"q31",60,482.21211
"q32",60,2299.345817
"q33",60,118.110769
"q34",60,1801.334648
"q35",60,1559.70242
"q10",61,9.323891
"q14",61,328.91848
"q15",61,48.101758
"q17",61,198.11272
"q21",61,461.324001
"q25",61,4136.049992
"q26",61,5773.265203
"q28",61,4258.11581
"q29",61,721.23934
