"quad","year","SP_ID","x","y","GenID"
"A5P",17,"9","69.0494001448487","7.89315808580755","9"
"A5P",17,"10","89.8278654542042","5.64369156108143","10"
"A5P",17,"11","99.2870024960595","8.17683102076207","11"
"A5P",17,"12","99.3676013505045","18.0773815476284","12"
"A5P",17,"13","73.5057569215386","16.0547542245642","13"
"A5P",17,"14","79.410137557094","27.861767268204","14"
"A5P",17,"15","79.9595754008502","34.5615714044214","15"
"A5P",17,"16","81.8028506017477","41.1692983726577","16"
"A5P",17,"17","98.1734430785145","47.4312512837769","17"
"A5P",17,"21","0.44269731010869","60.6697059373107","21"
"A5P",17,"24","81.9580078125","55.6396484375","24"
"AW2",22,"101","29.051748395678","96.0280817753846","101"
"AW2",22,"102","45.4589838863561","95.1235620792881","102"
"AW2",22,"103","49.9845434587019","88.2757901201643","103"
"AW2",22,"104","36.9643278897776","81.1043051400604","104"
"AW2",22,"105","25.0692038863413","86.9355973648375","105"
"AW2",22,"106","21.8054477676304","82.9121807889051","106"
"AW2",22,"107","1.23479945093607","89.7149411387823","107"
"AW2",22,"108","1.96115542353393","75.8859193661079","108"
"AW2",22,"109","21.974488246193","62.6408860186611","109"
"AW2",22,"110","18.4581954823564","61.3471666391782","110"
"AW2",22,"111","22.1035064792174","58.2751026271273","111"
"AW2",22,"112","33.3648002489652","73.2341521781775","112"
"AW2",22,"113","30.2891371744776","71.4485180103338","113"
"AW2",22,"114","34.3551883784409","69.8872718204216","114"
"AW2",22,"115","35.7846794895291","67.054659615443","115"
"AW2",22,"116","28.946664744306","65.4583382171212","116"
"AW2",22,"117","30.9369619088021","66.6019394041225","117"
"AW2",22,"118","15.6154419605231","44.2991830074524","118"
"AW2",22,"119","27.9008266600481","42.2540760709203","119"
"AW2",22,"120","68.7818695893272","87.3081458545073","120"
"AW2",22,"121","92.7201733845558","66.7538414038342","121"
"AW2",22,"142","30.078125","40.6005859375","142"
"B1P",15,"0","3.54906880164743","85.6246254824257","0"
"B1P",15,"1","11.5701507549657","89.1220078368082","1"
"B1P",15,"2","19.2133201211226","90.9543404560784","2"
"B1P",15,"3","21.828352476201","86.1108692103235","3"
"B1P",15,"4","28.5533079190626","93.7726864705403","4"
"B1P",15,"5","33.1785411965206","85.1002661921127","5"
"B1P",15,"6","67.1996056108567","2.17975766954264","6"
"B1P",15,"7","72.7900677397401","1.20212835885466","7"
"B1P",15,"8","83.7654867948324","0.59354745265315","8"
"B1P",15,"9","94.0889965035393","6.79078768705469","9"
"B1P",15,"10","89.3388423157412","12.7463329765827","10"
"B1P",15,"11","77.8782604424168","17.7578646480923","11"
"B1P",15,"12","54.9612017703258","11.2036279548137","12"
"B1P",15,"13","49.8722446742036","12.9078446391655","13"
"B1P",15,"14","57.0918657480777","17.9909813049372","14"
"B1P",15,"32","35.0566612276712","99.7373877905684","32"
"B1P",15,"33","41.4985330823981","97.9427586755793","33"
"B1P",15,"34","59.521484375","7.177734375","34"
"B1P",15,"45","6.4208984375","78.082275390625","45"
"B4P",15,"0","47.6826072314989","34.9533693691201","0"
"B4P",15,"1","60.1119628533281","29.9948506412389","1"
"B4P",15,"2","70.3051746940203","26.0887756387645","2"
"B4P",15,"3","54.7196638909446","19.7587401750878","3"
"B4P",15,"4","51.7327848170092","1.23078469919264","4"
"B4P",15,"5","26.9420851772403","31.7251547769068","5"
"B4P",15,"6","43.4784368643787","9.87401972056868","6"
"B4P",15,"7","73.0121665188266","11.9823874510682","7"
"B4P",15,"8","75.910118369056","14.9863340564629","8"
"B5P",17,"18","65.3356544444025","38.1138589937053","18"
"B5P",17,"19","77.2388335187829","29.1254916800789","19"
"B5P",17,"20","88.4580251284649","38.1485602197135","20"
"B5P",17,"21","74.5082282514105","48.8753984568295","21"
"B5P",17,"22","46.6106820373229","59.9327117297867","22"
"B5P",17,"23","95.7968553288667","65.4648006553702","23"
"B5P",17,"24","87.7207496773968","67.2432254773118","24"
"B5P",17,"25","76.7159518668791","71.2187868684072","25"
"B5P",17,"26","80.5366098476558","77.6569182170094","26"
"B5P",17,"27","74.5020049239081","80.1669839096966","27"
"B5P",17,"28","48.132870143966","75.1065921008506","28"
"BW1",22,"36","97.4922168522844","63.9212315228215","36"
"BW1",22,"37","96.066229875626","70.3316383751459","37"
"BW1",22,"38","88.8742769177883","76.1970753116736","38"
"BW1",22,"39","90.136692688699","79.0704533755223","39"
"BW1",22,"40","84.6211757796402","81.2552626929432","40"
"BW1",22,"41","80.6725754501888","82.3484298789529","41"
"BW1",22,"42","78.7953593138269","78.6328518473717","42"
"BW1",22,"43","81.9048878035076","76.9499604673708","43"
"BW1",22,"44","94.4548535643122","82.9465685911997","44"
"BW1",22,"45","93.1831234882785","96.766564020365","45"
"BW1",22,"46","90.3071724842899","94.6367057371674","46"
"BW1",22,"47","61.6112623470928","95.6522295194709","47"
"BW1",22,"48","62.5262998119942","81.9489987613831","48"
"BW1",22,"49","72.2076851954695","72.8243333944277","49"
"BW1",22,"50","69.444448029632","69.5242953373087","50"
"BW1",22,"51","72.3890518320211","63.792907666","51"
"BW1",22,"52","67.7493845620516","63.8532405685434","52"
"BW1",22,"53","64.6226184584278","64.9022014242096","53"
"BW1",22,"54","67.6134657176916","58.5190584778912","54"
"BW1",22,"55","58.1854746400338","52.0397656568966","55"
"BW1",22,"56","74.1926428506954","46.7716805928276","56"
"BW1",22,"67","64.117431640625","62.158203125","67"
"BW1",22,"68","97.418212890625","66.76025390625","68"
"BW2",22,"0","0.8364150963953","99.0281850185222","0"
"BW2",22,"1","18.6021393052629","94.304041526533","1"
"BW2",22,"2","16.3879013335576","95.2984516494744","2"
"BW2",22,"3","19.734385445977","98.2785197494616","3"
"BW2",22,"5","10.313944377939","95.2263508472919","5"
"BW2",22,"6","14.5863141246911","80.562638802967","6"
"BW2",22,"7","13.0356725049466","78.9752619782413","7"
"BW2",22,"8","19.4125102473598","71.4318265487086","8"
"BW2",22,"9","11.8077442777213","74.3529421203901","9"
"BW2",22,"10","12.2043614439946","70.970621873124","10"
"BW2",22,"11","3.48801922931434","69.8197787193556","11"
"BW2",22,"12","0.8378041328305","72.6949980153213","12"
"BW2",22,"13","4.12690267400632","54.2083619920622","13"
"BW2",22,"14","6.41292531529575","55.7662727084534","14"
"BW2",22,"15","31.0196647342315","71.2753527074464","15"
"BW2",22,"16","22.3293874724418","46.9479427038026","16"
"BW2",22,"17","34.1280762810903","50.3848934814472","17"
"BW2",22,"18","36.8709219358332","59.1560419937836","18"
"BW2",22,"19","40.8668331479035","57.9009428962862","19"
"BW2",22,"20","39.6243490568779","53.9573263805059","20"
"BW2",22,"21","42.7333846377385","47.2939000343275","21"
"BW2",22,"22","59.8937972011084","51.7459938628039","22"
"BW2",22,"23","54.9794526671669","50.0407046507793","23"
"BW2",22,"24","50.2565640787495","42.1198599438633","24"
"BW2",22,"25","9.24308557956507","34.4234708737322","25"
"BW2",22,"26","15.2695260643955","22.1645371460141","26"
"BW2",22,"27","9.3727290421156","22.9577091822866","27"
"BW2",22,"28","31.4862962828559","14.3087247445395","28"
"BW2",22,"29","32.0529089898378","7.92562644117314","29"
"BW2",22,"30","29.5063644467411","10.2829090516436","30"
"BW2",22,"31","25.4818859022701","10.3543358413132","31"
"BW2",22,"32","14.2426354772466","2.27649883751526","32"
"BW2",22,"33","18.0599654879937","2.68697092984504","33"
"BW2",22,"34","52.1208417843412","3.670200725924","34"
"BW2",22,"35","48.0627764277281","4.20767540370207","35"
"BW2",22,"36","46.6388567273126","7.83540882471862","36"
"BW2",22,"37","48.2007277885644","20.8626237737824","37"
"BW2",22,"38","50.542690850128","30.1510213184777","38"
"BW2",22,"39","44.2820597320406","20.5730308217276","39"
"BW2",22,"40","41.7500726810805","25.4194316251636","40"
"BW2",22,"41","93.1378743659535","90.5119956357491","41"
"BW2",22,"42","91.46564454539","87.4027371019289","42"
"BW2",22,"43","78.2859427271048","95.5995793861513","43"
"BW2",22,"44","81.7027857655594","86.7128016642834","44"
"BW2",22,"45","86.4188916159238","85.3948768220297","45"
"BW2",22,"46","68.7466356498571","85.5564536290974","46"
"BW2",22,"47","75.581799788626","91.308162659355","47"
"BW2",22,"60","60.638427734375","12.3779296875","60"
"BW2",22,"61","62.078857421875","18.902587890625","61"
"BW2",22,"64","46.820068359375","45.001220703125","64"
"BW2",22,"67","9.619140625","89.361572265625","67"
"BW2",22,"68","9.039306640625","90.618896484375","68"
"BW2",22,"69","96.58203125","96.759033203125","69"
"BW3",22,"58","31.2292675132123","54.0491454002213","58"
"BW3",22,"59","45.0066799194125","52.864116727709","59"
"BW3",22,"60","3.27715830815178","86.6086470862349","60"
"BW3",22,"61","10.9754679277096","88.1180090612729","61"
"BW3",22,"62","13.9005590630358","88.1025620370353","62"
"BW3",22,"63","14.7405642081733","78.8975023976063","63"
"BW3",22,"64","6.33405845636918","79.593101699194","64"
"BW3",22,"65","7.52851984018818","77.5943046263692","65"
"BW3",22,"66","2.3376190123011","77.710762717048","66"
"BW3",22,"67","53.5993884382084","90.1650577232185","67"
"BW3",22,"70","88.8810284189115","97.6193465818828","70"
"BW3",22,"71","84.7290839841333","82.966857553692","71"
"BW3",22,"72","74.1082243241265","66.0469963767858","72"
"BW3",22,"73","63.8966709242397","63.3091878278266","73"
"BW3",22,"74","94.7585289159177","47.7451918306267","74"
"BW3",22,"75","90.0523844870931","37.7042388494187","75"
"BW3",22,"76","61.313302286719","28.4920987532539","76"
"BW3",22,"77","58.4089200144048","26.2416728952747","77"
"BW3",22,"78","74.203798323413","5.15766478158449","78"
"BW3",22,"79","75.855493756855","2.60148192624321","79"
"BW3",22,"80","18.6347824704726","26.5002934319936","80"
"BW3",22,"81","2.7176345939626","9.02278801528444","81"
"BW3",22,"82","2.78864943240877","5.44940323741381","82"
"BW3",22,"83","4.46888405234943","3.47329583945057","83"
"BW3",22,"93","15.10009765625","81.402587890625","93"
"C2P",15,"0","83.4138666251442","81.4640222412885","0"
"C2P",15,"1","88.6485551450794","58.0771333929362","1"
"C2P",15,"2","98.0267977496188","33.0989462208142","2"
"C2P",15,"3","69.7089654268448","45.5853926225329","3"
"C2P",15,"4","59.9268044799333","72.9748233761723","4"
"C2P",15,"5","67.2907418995453","75.0287777856877","5"
"C2P",15,"39","68.6782055581303","82.9352925056219","39"
"C2P",15,"42","75.7110595703125","88.201904296875","42"
"C2P",15,"43","74.517822265625","88.34228515625","43"
"C2RP",18,"56","70.493933133985","98.9874531790335","56"
"C2RP",18,"57","73.9729640074904","99.4472112337314","57"
"C2RP",18,"58","72.9104529021769","83.9649924833181","58"
"C2RP",18,"59","84.4384856144185","78.4899258861475","59"
"D1P",15,"0","5.58944747021121","98.8477086520133","0"
"D2P",17,"104","99.700927734375","90.118408203125","104"
"D4P",15,"69","44.2012733201844","84.1507531423927","69"
"D4P",15,"70","50.7877495739205","86.9037135803551","70"
"D4P",15,"71","51.9286075772123","99.6141203567271","71"
"D4P",15,"95","44.921875","88.37890625","95"
"D4P",15,"97","48.62060546875","91.63818359375","97"
"E3P",15,"18","3.01748716892557","3.32651626457432","18"
"E3P",15,"19","35.2942569315692","10.2955861479851","19"
"E3P",15,"20","37.9352978294317","7.41794163992612","20"
"E3P",15,"21","48.8805545227647","16.9100146590502","21"
"E3P",15,"22","42.9452418168967","1.41324398380882","22"
"E3P",15,"23","61.2239962721362","1.47166494301305","23"
"E3P",15,"24","58.5921298795472","2.14774213573577","24"
"E3P",15,"25","59.9892977619549","8.69621382361484","25"
"E3P",15,"26","80.872505931218","11.2059666912462","26"
"E3P",15,"27","83.8312044007715","21.4896942359119","27"
"E3P",15,"28","78.9626467311601","23.8543059176128","28"
"E3P",15,"33","31.878662109375","24.15771484375","33"
"E3P",15,"35","25.262451171875","26.959228515625","35"
"FH22",25,"7","60.7969087207431","65.5543645800248","7"
"FH22",25,"8","71.4857884385746","63.9094865745808","8"
"FH22",25,"9","59.2277455845957","79.9620537286133","9"
"FH22",25,"10","64.5268654641669","88.0261938131156","10"
"FH22",25,"11","71.6600137079008","88.0834367555036","11"
"FH22",25,"12","69.028222417599","80.1529569951289","12"
"FH22",25,"13","78.0269691658651","92.4585153920227","13"
"FH22",25,"14","75.6161333796735","92.144015571475","14"
"FH22",25,"15","82.4048276517615","81.3373912035864","15"
"FH22",25,"16","87.8822109152666","86.5052588300809","16"
"FH22",25,"17","88.5376153826007","77.5466633257895","17"
"FH22",25,"18","89.4825520556554","80.6538276516312","18"
"FH22",25,"19","98.6725736771084","92.3471126901885","19"
"FH22",25,"20","94.9595792188437","90.3874131745233","20"
"FH24",25,"7","32.6143996390997","94.878474857664","7"
"FH24",25,"8","57.4134755564474","96.6107937599122","8"
"FH24",25,"9","90.4381583082628","88.9139686509549","9"
"FH24",25,"10","81.8953558795251","78.2682830445325","10"
"FH24",25,"11","80.8769447493042","66.5663356735561","11"
"FH24",25,"12","88.6600812936669","58.0751563323508","12"
"FH24",25,"13","87.6530470246659","50.6087489275925","13"
"FH24",25,"14","18.9371616189728","53.870682316661","14"
"FH24",25,"15","17.2496944064613","50.6273637073989","15"
"FH24",25,"16","17.3359099072034","44.4044298054501","16"
"FH24",25,"17","20.7137982556449","42.9237954909257","17"
"FH24",25,"18","7.74719165244053","56.9842762994643","18"
"FH24",25,"19","6.22551886972321","55.549817861954","19"
"FH26",25,"0","11.8133213505781","99.0326305213664","0"
"FH26",25,"1","13.3884989466822","94.7979149329878","1"
"FH26",25,"2","21.010728410042","91.4140558866044","2"
"FH26",25,"3","24.4369377628214","94.3924124897163","3"
"FH26",25,"4","32.3511830016262","87.1362990291344","4"
"FH26",25,"5","29.7511260109939","85.3509809641304","5"
"FH26",25,"6","9.49830282173981","75.6376257776912","6"
"FH26",25,"7","6.65506311938934","72.6355762256822","7"
"FH26",25,"8","19.1497522967078","74.9610292821055","8"
"FH26",25,"9","30.764867997012","66.2442700745402","9"
"FH26",25,"10","19.5516509653089","47.8865191004182","10"
"FH26",25,"11","23.944677531898","43.6910267882284","11"
"FH26",25,"12","24.0447307215333","54.6702249658066","12"
"FH26",25,"13","11.8700842611761","51.1565830183716","13"
"FH26",25,"14","9.44635136368623","52.3028294353447","14"
"FH26",25,"15","10.0260146244825","54.3978426652166","15"
"FH26",25,"16","8.56528587000147","57.2686085579375","16"
"FH26",25,"17","13.3004297356094","55.7539693755463","17"
"FH26",25,"18","15.8863387354144","56.4681035980529","18"
