"","quad","year","SP_ID","Species","area","x","y","age","survives","dormancy","trackID","distEdgeMin","allEdge"
"607","BW1",23,83,"Bouteloua eriopoda",0.24743378162384,20.1202392578125,79.437255859375,1,0,0,70,19.873046875,0
"612","BW1",23,95,"Bouteloua eriopoda",0.25048851966858,57.440185546875,86.541748046875,1,0,0,71,13.2080078125,0
"646","BW1",28,17,"Bouteloua eriopoda",3.52961701376277,88.6538600446724,38.0697935252847,1,1,0,73,10.2360312692986,0
"653","BW1",29,28,"Bouteloua eriopoda",3.2929898117199,87.0980177693165,39.2060334238069,2,1,0,73,11.7482050158792,0
"656","BW1",29,137,"Bouteloua eriopoda",0.25048851966858,58.380126953125,92.279052734375,1,1,0,74,7.470703125,0
"665","BW1",30,75,"Bouteloua eriopoda",4.22116625938003,87.8547878229794,38.2687321354245,3,1,0,73,10.6837438213255,0
"666","BW1",30,129,"Bouteloua eriopoda",0.25048851966858,57.2998046875,67.938232421875,1,0,0,75,31.8115234375,0
"668","BW1",30,145,"Bouteloua eriopoda",0.25048851966858,58.1787109375,90.362548828125,2,1,0,74,9.38720703125,0
"669","BW1",31,82,"Bouteloua eriopoda",11.4249708997196,56.3251669307117,92.5880987207943,3,1,0,74,5.00424969897961,0
"676","BW1",31,89,"Bouteloua eriopoda",15.9294022456207,88.0451854344711,39.2078498252307,4,1,0,73,9.17293261128019,0
"679","BW1",32,91,"Bouteloua eriopoda",7.19094872124546,55.98370202122,91.5794975616567,4,1,0,74,6.59493645588211,0
"688","BW1",32,100,"Bouteloua eriopoda",4.83629869478533,87.9796793932763,39.1815101861362,5,1,0,73,10.7415942461544,0
"689","BW1",32,115,"Bouteloua eriopoda",0.25048851966858,86.639404296875,36.4013671875,5,0,0,73,13.1103515625,0
"691","BW1",33,85,"Bouteloua eriopoda",3.64882596557205,55.0258447302464,93.7083829835234,5,0,0,74,5.05185310925897,0
"700","BW1",33,94,"Bouteloua eriopoda",2.67041361418,86.8319981347129,38.7359138629836,6,0,0,73,12.3077535080772,0
"701","BW1",33,95,"Bouteloua eriopoda",1.73957468040632,88.0209036620297,41.0488273487006,6,0,0,73,11.1251135490785,0
"810","BW2",24,7,"Bouteloua eriopoda",2.5066231908568,43.4032559055377,87.0326232109936,1,0,0,70,11.9605555890396,0
"890","BW2",29,52,"Bouteloua eriopoda",0.24743378162384,5.0201416015625,11.62109375,1,1,0,71,4.77294921875,0
"894","BW2",30,86,"Bouteloua eriopoda",10.8478578576402,58.3373835806196,67.0307862235114,1,0,0,72,30.9328014510647,0
"924","BW2",31,101,"Bouteloua eriopoda",0.86011770284694,0.16586665629106,96.1196617123038,1,0,0,73,-0.0877188828198594,1
"929","BW2",31,106,"Bouteloua eriopoda",2.99063047003702,3.79782321202684,14.1689434957515,3,0,1,71,2.81294932723977,1
"1013","BW3",23,63,"Bouteloua eriopoda",1.75899327920418,57.9829522636308,97.7567608937675,1,0,0,94,1.37629225071122,1
"1026","BW3",24,86,"Bouteloua eriopoda",0.16948541168816,0.09390881753252,42.5695146642641,1,1,0,95,2.06665198843048e-07,1
"1050","BW3",27,91,"Bouteloua eriopoda",3.26214163043814,0.50605511889011,41.6285568890278,4,1,2,95,-1.68055988569726e-07,1
"1054","BW3",28,23,"Bouteloua eriopoda",7.01886176642561,1.0261687477347,41.7840909438968,5,1,0,95,-0.118364975641727,1
"1080","BW3",29,12,"Bouteloua eriopoda",19.5215605724401,1.96113605600783,41.9599312794424,6,1,0,95,-0.00885518107922589,1
"1090","BW3",30,4,"Bouteloua eriopoda",3.54180644622945,12.2861339446771,57.5148026274635,1,1,0,101,11.0199737591834,0
"1091","BW3",30,5,"Bouteloua eriopoda",9.06386920351082,0.89944157616495,42.2447376267072,7,1,0,95,-0.124324420156288,1
"1123","BW3",31,101,"Bouteloua eriopoda",4.21521414164344,11.8077112384242,56.8954690814133,2,1,0,101,10.5613669067599,0
"1124","BW3",31,102,"Bouteloua eriopoda",20.3060106653855,1.53606869150532,42.311357766391,8,1,0,95,6.61197180340523e-08,1
"1130","BW3",32,62,"Bouteloua eriopoda",1.26511006045868,22.7426352713512,53.9816564295874,1,0,0,102,21.9177969390576,0
"1132","BW3",32,64,"Bouteloua eriopoda",2.97019313363647,23.4261524556579,45.4279322751989,1,0,0,103,22.4144130169895,0
"1133","BW3",32,65,"Bouteloua eriopoda",31.6566070502152,2.9719761395933,42.7457989675035,9,1,0,95,-0.0436913703256353,0
"1154","BW3",33,5,"Bouteloua eriopoda",5.92316971542453,11.536290887848,56.8587773822824,4,0,1,101,10.321713487215,0
"1157","BW3",33,8,"Bouteloua eriopoda",9.48389079777952,4.31547389565308,43.7638020209404,10,0,0,95,2.40072406207195,0
"1158","BW3",33,9,"Bouteloua eriopoda",4.30347665205679,0.83432287400921,44.1599994561321,10,0,0,95,-0.0496555779923941,1
"1159","BW3",33,10,"Bouteloua eriopoda",3.28149975689674,0.66986412015827,39.4421462187171,10,0,0,95,-0.10664085095056,1
"1220","C2RP",22,65,"Bouteloua eriopoda",3.66402284745041,24.2120361215412,50.0442679701076,1,1,0,60,22.934344049007,0
"1221","C2RP",22,66,"Bouteloua eriopoda",1.28501101902404,93.4256430378785,0.32587083296579,1,0,0,61,-0.128736291163098,1
"1229","C2RP",24,27,"Bouteloua eriopoda",1.87726095644774,25.7589411689894,50.1920248638712,3,1,1,60,24.8260284834031,0
"1233","C2RP",25,3,"Bouteloua eriopoda",3.38039244574316,23.5029410554325,50.7681395602001,4,1,0,60,21.8820845150222,0
"1237","C2RP",26,8,"Bouteloua eriopoda",4.61279818005262,24.7473570189568,51.4386539062849,5,0,0,60,23.2116196084302,0
"1291","D4P",22,147,"Bouteloua eriopoda",1.23618690875835,48.5533167023479,12.1779519601951,1,0,0,98,11.5730293466622,0
"1326","E3P",16,5,"Bouteloua eriopoda",0.79780382434278,88.4706240333852,0.30887470157792,1,1,0,36,-0.00998003778377166,1
"1335","E3P",17,5,"Bouteloua eriopoda",2.54260909127269,88.4114944393559,0.46708935109054,2,0,0,36,1.53473325714693e-07,1
"1357","E3P",24,41,"Bouteloua eriopoda",2.11724735512051,28.3262781793887,27.6005114076478,1,0,0,37,26.6836928491604,0
"1367","E3P",28,21,"Bouteloua eriopoda",2.38362304791279,18.4715949971309,13.4077234906015,1,0,0,38,12.3449291280453,0
"1368","E3P",28,26,"Bouteloua eriopoda",0.25048851966858,22.637939453125,11.859130859375,1,0,0,39,11.60888671875,0
"1407","FH22",26,10,"Bouteloua eriopoda",3.98464188511852,98.963576897266,80.1499746124903,1,1,0,21,-8.03110253855266e-08,1
"1410","FH22",26,13,"Bouteloua eriopoda",3.62196064692213,98.7408832961642,69.7544318210203,1,1,0,22,-8.03110253855266e-08,1
"1412","FH22",27,1,"Bouteloua eriopoda",24.4900464589665,97.4010107387725,80.2176354725707,2,1,0,21,-9.42887510291257e-08,0
"1417","FH22",27,6,"Bouteloua eriopoda",14.6755381202377,97.3311845237781,69.7942511749712,2,1,0,22,0.0402599534490662,1
"1424","FH22",27,13,"Bouteloua eriopoda",18.0734133912424,60.9440777417682,16.7646802702483,1,1,0,23,13.7926499902171,0
"1425","FH22",27,14,"Bouteloua eriopoda",26.6348989524405,90.8113468802559,7.76484318872034,1,0,0,24,4.73343804532868,0
