"","X","quad","year","trackID","area.t1","area.t0","age","allEdge","distEdgeMin","Group"
"1",1,"A1",32,164,7.06614452749956,3.36286296384628,1,0,3.81669104171365,"A"
"2",2,"A1",32,193,9.87489608778852,3.53460226308526,1,0,22.6233785203897,"A"
"3",3,"A1",33,164,6.75014307062117,7.06614452749956,2,0,4.10399242179778,"A"
"4",4,"A1",33,193,10.3527760316378,9.87489608778852,2,0,20.8396937895654,"A"
"5",5,"A1",33,194,9.9277711201417,15.6617878243252,1,0,35.7164866732273,"A"
"6",6,"A1",33,195,2.36948819977457,0.25048851966858,1,1,3.790283203125,"A"
"7",7,"A1",34,164,29.9993210346845,6.75014307062117,3,0,4.3539851639042,"A"
"8",8,"A1",34,193,23.7708116587893,10.3527760316378,3,0,21.2004778220007,"A"
"9",9,"A1",34,194,21.3997515450985,9.9277711201417,2,0,35.152262049468,"A"
"10",10,"A1",34,195,9.33590826889187,2.36948819977457,2,1,3.38092329774122,"A"
"11",11,"A1",34,196,16.3232995451506,4.00216143391172,1,0,18.0889003911897,"A"
"12",12,"A1",35,164,21.0244373660734,29.9993210346845,4,0,2.00685258943567,"A"
"13",13,"A1",35,193,40.4143225995935,23.7708116587893,4,0,18.6906165490639,"A"
"14",14,"A1",35,194,32.5916286523752,21.3997515450985,3,0,35.1537586478056,"A"
"15",15,"A1",35,195,9.97356355248689,9.33590826889187,3,0,1.0993341539578,"A"
"16",16,"A1",35,196,27.8944809202048,16.3232995451506,2,0,19.0259466728925,"A"
"17",17,"A1",35,198,1.78439061014605,6.47387687419865,1,1,0.468133203943566,"A"
"18",18,"A1",35,199,4.90439996995379,6.96820398382088,1,0,10.5052509278192,"A"
"19",19,"A1",35,200,4.03691134616802,3.02376772785295,1,0,23.9881664587103,"A"
"20",20,"A1",35,201,8.28274993478733,5.42226716170415,1,0,37.2193326385805,"A"
"21",21,"A1",35,202,2.11827195917533,3.78531186806064,1,0,39.3996924441107,"A"
"22",22,"A1",35,203,6.65175936824153,1.33211235189818,1,0,35.3689562357751,"A"
"23",23,"A1",35,205,8.93675220737179,7.30604383440905,1,0,43.4081205967153,"A"
"24",24,"A1",35,206,22.242695990935,15.0990735352137,1,0,8.9355781064702,"A"
"25",25,"A1",35,207,4.1340268486832,7.76454618395755,1,0,15.9985523243055,"A"
"26",26,"A1",35,208,0.25048851966858,0.25048851966858,1,1,0.128173828125,"A"
"27",27,"A1",36,164,6.7205689979847,21.0244373660734,5,0,2.0702885163652,"A"
"28",28,"A1",36,193,7.39751365132487,40.4143225995935,5,0,18.0266832880829,"A"
"29",29,"A1",36,194,7.33147255069913,32.5916286523752,4,0,35.2438703526321,"A"
"30",30,"A1",36,195,5.08057476292359,9.97356355248689,4,1,0.599777670203068,"A"
"31",31,"A1",36,196,2.24217772483826,27.8944809202048,3,0,17.3479696869134,"A"
"32",32,"A1",36,199,2.57176052676903,4.90439996995379,2,0,11.9641283977571,"A"
"33",33,"A1",36,201,3.33547394014604,8.28274993478733,2,0,37.9254141307767,"A"
"34",34,"A1",36,206,4.1767272482203,22.242695990935,2,0,8.90817690264585,"A"
"35",35,"A1",36,207,2.90047535345967,4.1340268486832,2,0,16.071319466477,"A"
"36",36,"A1",36,209,2.6422747537733,7.49066326820986,1,1,-0.215974707914168,"A"
"37",37,"A1",37,164,72.0902238970257,6.7205689979847,6,0,1.2907631747474,"A"
"38",38,"A1",37,193,38.2325894369439,7.39751365132487,6,0,17.449951171875,"A"
"39",39,"A1",37,194,16.6125939190557,7.33147255069913,5,0,35.1384901044795,"A"
"40",40,"A1",37,195,26.4107741899926,5.08057476292359,5,1,0.169471436181283,"A"
"41",41,"A1",37,196,26.4105312583916,2.24217772483826,4,0,19.3115234375,"A"
"42",42,"A1",37,199,42.7060198805901,2.57176052676903,3,0,10.0119921812749,"A"
"43",43,"A1",37,201,28.7952165179145,3.33547394014604,3,0,38.4887261933783,"A"
"44",44,"A1",37,206,33.6935224023275,4.1767272482203,3,0,13.5100492552906,"A"
"45",45,"A1",37,207,27.6141327553006,2.90047535345967,3,0,15.6494140625,"A"
"46",46,"A1",37,209,11.7112805039542,2.6422747537733,2,0,2.69775998863987,"A"
"47",47,"A1",37,211,13.7586771587942,0.250488519668579,1,0,5.828857421875,"A"
"48",48,"A1",38,164,56.982237532499,72.0902238970257,7,0,-0.112375563065228,"A"
"49",49,"A1",38,193,7.12118287575463,38.2325894369439,7,0,18.0044497229042,"A"
"50",50,"A1",38,194,6.53483795569038,16.6125939190557,6,0,33.8815595059121,"A"
"51",51,"A1",38,195,20.6864620894598,26.4107741899926,6,1,-0.0475996302786967,"A"
"52",52,"A1",38,196,10.0345336999018,26.4105312583916,5,0,17.547607421875,"A"
"53",53,"A1",38,199,29.7269153226037,42.7060198805901,4,0,6.57390328622974,"A"
"54",54,"A1",38,201,5.21735859540071,28.7952165179145,4,0,37.4979424365453,"A"
"55",55,"A1",38,206,10.5626931875358,33.6935224023275,4,0,8.63408300677824,"A"
"56",56,"A1",38,209,12.2695512566949,11.7112805039542,3,1,0.0538484808703971,"A"
"57",57,"A1",38,211,7.73622247235557,13.7586771587942,2,0,1.16949588416624,"A"
"58",58,"A1",38,212,6.46087904275261,6.79386957073492,1,0,11.1453663694303,"A"
"59",59,"A1",38,213,3.65247499384352,12.6706872218983,1,0,8.09643628075687,"A"
