"species","quad","year","genetID","BOER.0.2","BOER.2.4","BOER.4.6","BOER.6.8","BOER.8.10","BOER.10.12","BOER.12.14","BOER.14.16","BOER.16.18","BOER.18.20","BOER.20.25","BOER.25.30","BOER.30.35","BOER.35.40","BOER.40.45","BOER.45.50","BOER.50.60","BOER.60.70","BOER.70.80","BOER.80.90","BOER.90.100","BOER.100.110","BOER.110.120","BOER.120.130","BOER.130.140","BOER.140.150","GUSA.0.2","GUSA.2.4","GUSA.4.6","GUSA.6.8","GUSA.8.10","GUSA.10.12","GUSA.12.14","GUSA.14.16","GUSA.16.18","GUSA.18.20","GUSA.20.25","GUSA.25.30","GUSA.30.35","GUSA.35.40","GUSA.40.45","GUSA.45.50","GUSA.50.60","GUSA.60.70","GUSA.70.80","GUSA.80.90","GUSA.90.100","GUSA.100.110","GUSA.110.120","GUSA.120.130","GUSA.130.140","GUSA.140.150","SCBR.0.2","SCBR.2.4","SCBR.4.6","SCBR.6.8","SCBR.8.10","SCBR.10.12","SCBR.12.14","SCBR.14.16","SCBR.16.18","SCBR.18.20","SCBR.20.25","SCBR.25.30","SCBR.30.35","SCBR.35.40","SCBR.40.45","SCBR.45.50","SCBR.50.60","SCBR.60.70","SCBR.70.80","SCBR.80.90","SCBR.90.100","SCBR.100.110","SCBR.110.120","SCBR.120.130","SCBR.130.140","SCBR.140.150","SPFL.0.2","SPFL.2.4","SPFL.4.6","SPFL.6.8","SPFL.8.10","SPFL.10.12","SPFL.12.14","SPFL.14.16","SPFL.16.18","SPFL.18.20","SPFL.20.25","SPFL.25.30","SPFL.30.35","SPFL.35.40","SPFL.40.45","SPFL.45.50","SPFL.50.60","SPFL.60.70","SPFL.70.80","SPFL.80.90","SPFL.90.100","SPFL.100.110","SPFL.110.120","SPFL.120.130","SPFL.130.140","SPFL.140.150","propQ.0.2","propQ.2.4","propQ.4.6","propQ.6.8","propQ.8.10","propQ.10.12","propQ.12.14","propQ.14.16","propQ.16.18","propQ.18.20","propQ.20.25","propQ.25.30","propQ.30.35","propQ.35.40","propQ.40.45","propQ.45.50","propQ.50.60","propQ.60.70","propQ.70.80","propQ.80.90","propQ.90.100","propQ.100.110","propQ.110.120","propQ.120.130","propQ.130.140","propQ.140.150"
"SPFL","a2",38,8,0,2.52908613192462,2.98938292159011,1.74970126266969,1.36082966931559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725999990999999,6.7192182840953,4.2917816444047,0,0,0,0,0,1,1,0.985431949752631,0.899786261446672,0.831196333106655,0.777894858094943,0.705406318058938,0.64588335179789,0.599021964179135,0.561542129636021,0.494728011199258,0.451009541523556,0.420333787444307,0.397679584497355,0.380289441408373,0.366532178183495,0.346169853048067,0.331837013854106,0.321208495110023,0.311936622881952,0.287001083729414,0.252503310715886,0.219078329609243,0.188380030821795,0.162429720455475,0.141494334262925
"SPFL","a2",42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23797915573145,5.48302090676855,45.8766849607974,0.785315048202591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261404797415537,8.04960400986577,3.30299119771868,0,0,0,1.15508560579537,8.93991431920462,0,1.41884998674999,0,19.7740000115,0,28.3692425320369,78.7859401606361,1.66856738112693,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.982043013531965,0.915847398138457,0.858527249914168,0.813169742386279,0.77725150877609,0.727010815373252,0.678545625098638,0.603596399376539,0.522947927612307,0.456027073700984,0.387058453954546,0.318281157708189,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"SPFL","a2",42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3899336349682,23.9727907518988,23.0202756846329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42197350521628,10.1492570258151,15.5048455928113,13.9258397430132,7.02827274430891,6.46018300173088,2.87562850660437,0,1.41884998674999,0,0,0,19.7740000115,0,78.5486713330378,30.2750787407621,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.989550643674777,0.926239669134874,0.834626031853938,0.753948068352802,0.691289205048256,0.641779155350136,0.569025926327033,0.51845929303295,0.460067805611832,0.38304714942546,0.317407895861151,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"SPFL","a2",42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7210000625,46.662000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41607130647524,8.02069605259267,3.17723264593207,14.1084595376323,32.6697217247516,1.91166891886604,0,19.7561879775408,31.4630389524092,31.2984002324234,46.0801229229265,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.999359307605068,0.978638253599235,0.91156076363669,0.854417031723918,0.80939545039719,0.773789356997769,0.723396873195271,0.675348437771548,0.601043878538297,0.521257216663737,0.454754427676434,0.386763619790912,0.318253142367509,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455476,0.141494334262925
"SPFL","a2",42,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2721540281451,2.1108460433549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.712128197328,34.6730660385286,4.81575092406094,13.4371685266553,0.39088642657714,10.8246552339913,96.8133112109118,3.13678364024685,0,1.41884998674999,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.99963355706909,0.966250522633488,0.92556746296034,0.888163589822324,0.840721876848883,0.72075217164304,0.604685910770838,0.492486225458624,0.393039817396786,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455476,0.141494334262925
"SPFL","a2",42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2086073438194,36.1743927276806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32297062579373,16.4510293857062,2.5296536371948,11.6090837215281,4.1292627009271,0,0,41.79474996065,42.7382235003103,26.2417766241896,0,1.40838601294269,0.0104639738073047,0,0,0,1,1,1,1,0.955682071903386,0.898554277414691,0.850561415275745,0.811606139602884,0.77987184551817,0.753712733708394,0.705176365610235,0.671963667373969,0.626115257199415,0.581885147353053,0.545597659996455,0.515864967525059,0.470630054444341,0.437680154667496,0.395378928907028,0.356669734211149,0.310207092363311,0.262387302843906,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"SPFL","a2",42,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211415565883031,39.3619699318707,18.999888583041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.105427357601e-15,0,0,0,0,0,0,0,2.94255375049943,11.1889891373534,4.13645717179715,0,0,0,28.5570759011021,50.0729240888979,11.614000005,47.0179002866345,1.67194989461541,0,0,0,0,0,1,0.898122245866486,0.712223238606485,0.586665123861006,0.513143093640696,0.465433742113568,0.432136127513674,0.407639351099914,0.388889231761353,0.374090006564962,0.347922529756035,0.330829924380942,0.318800896913401,0.30987995142288,0.30300247920239,0.297539350601651,0.289411095856123,0.283654199740245,0.279363542006644,0.276042688506479,0.26844354824687,0.243037274600303,0.214891003494594,0.187613245163143,0.162429720455475,0.141494334262925
"SPFL","a2",42,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8167807677825,47.5662193037175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06581410364015e-14,0,0,0,0,0,0,4.49577822270475,29.7723867649816,13.8275378337033,53.8513697702508,8.38267743400951,0,2.22593375084168,7.86906617415832,23.2797874624935,35.6052127370064,1.41884998674999,0,0,0,0,0,0.792909188867502,0.651037401218674,0.601238966080179,0.576071656173138,0.560910225727693,0.550782249513262,0.54354013560183,0.538104356072671,0.533874758880997,0.530490123927817,0.524395636891196,0.520331114017593,0.509925750909574,0.488565802294229,0.46796610450008,0.449676876730841,0.419925277333497,0.395577599667728,0.361858257346342,0.329792329548426,0.301088290428303,0.260095738053519,0.22108484463276,0.188380030821795,0.162429720455476,0.141494334262925
"SPFL","a2",42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984811811000675,10.7557211544338,46.6424671060655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27098510680375,10.5482664733383,25.8184133988158,31.1476876353739,0.194647510168153,0,0,0,43.15690415891,36.67984587289,33.2215937513524,15.5394063021475,0,0,0,0.604871496310641,0.552616842113853,0.535100105171178,0.524838104036281,0.488855188696588,0.455744924085706,0.429429664127026,0.408607999185545,0.391898176116912,0.378260095280835,0.353222808641818,0.336257548621487,0.324039296053937,0.314833143320035,0.307652843803036,0.301898708670713,0.293254991923868,0.287074311971925,0.282436875175345,0.2788291663277,0.269299003471732,0.243779399719598,0.215281000744975,0.187737725959435,0.162429720455475,0.141494334262925
"SPFL","a2",43,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20986256914315,2.06013740085685,40.1322719500349,0.627228175215123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4210854715202e-14,0,4.19084587307223,12.1447340677636,14.6501792221967,16.3091401013962,5.99710071307126,0,0,0,3.60699998125,1.47123612487131,13.1737638426287,17.5750568624806,58.5424431877694,0,30.9869694862806,97.3529868839868,3.10894358013263,0,0,0,0,0,1,1,1,1,1,1,1,1,0.989771414918119,0.962520415190146,0.89296999929096,0.836879027581581,0.793398663667245,0.759295589365645,0.715962326032467,0.669818633915859,0.596418460000632,0.515957888010862,0.450469837875428,0.386099103249397,0.318218190217966,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"SPFL","a2",43,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26999997,25.3238932516237,15.4356068736263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4210854715202e-14,0,3.76492038111717,13.682176864372,16.5591015916105,13.6093690577498,7.82243200625051,2.33957315701524,1.26742682423476,1.0550544491971,13.5899455183029,0,0,13.3910790756214,62.7264209746286,0,82.8992214729074,48.5496784774926,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.966868509065135,0.904686623432715,0.816532965269725,0.738798175396456,0.67842914023084,0.630641926103222,0.560296545286431,0.511321006437679,0.45570309075749,0.381814202515736,0.317078048699476,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"SPFL","a2",43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8271194472102,39.2023806480398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000613048799931182,9.51407197982835,16.6195843002529,27.1577306486189,19.2395906340199,35.4882421909017,14.9085863683252,23.7672360686126,40.7305041453167,59.6457446993338,32.8060159219511,51.063479840789,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.988558399112778,0.924672944057185,0.867083828009448,0.821059815675494,0.779463785096766,0.72272043944607,0.673498842930718,0.598429127870414,0.523695846477994,0.457067745577119,0.386575659344349,0.31820779232913,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"SPFL","a2",43,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.02950009525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3442523220063,43.1854311532557,7.04631650173798,11.0013539574706,1.46529609327942,14.5886641392134,159.389969389756,4.76461625353079,0.884504156550861,13.7604958109491,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.989122678035879,0.953294589747344,0.916525812738263,0.864121354427405,0.743043321927723,0.618099183581453,0.49475291689552,0.393039817396786,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"SPFL","a2",43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9520247847061,33.0774753105439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.561149817184,38.801349600215,20.755000632851,8.72834430857171,3.73830574217831,0,0.268081017581835,66.1381689050682,54.632261847538,57.704738012312,0,9.93450485601136,4.71049511148863,0,0,0,1,1,1,1,0.983473415900336,0.93063018386773,0.88175675239582,0.840810921057588,0.806932924704622,0.778752814525622,0.726021224041388,0.689691461649314,0.638273663262396,0.59146513399533,0.553460561923861,0.522499463074728,0.475635255575252,0.442015007495422,0.399100232797239,0.35970758340307,0.310786683397973,0.262519947971697,0.221084897285224,0.188380030821795,0.162429720455476,0.141494334262925
"SPFL","a2",43,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2540428689395,4.7754572263105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64042412784816,6.82622592290184,0,0,0,0,82.3265269769583,49.9739730315417,49.4811921610272,66.1198859990295,7.77392168604331,0,0,0,0,0,1,1,0.935250329663628,0.776702973486816,0.660278218139811,0.584303775935284,0.531373420450752,0.492574410863587,0.46299626215652,0.439741528111811,0.398864563655573,0.372360827430363,0.353816962711348,0.34012856060895,0.329616155965035,0.321291631859759,0.308951262026914,0.300245430549046,0.293776689638339,0.288781834375558,0.275692194231951,0.246748775829394,0.216633162594927,0.188090922836714,0.162429720455475,0.141494334262925
