"","quad","year","trackID","area","survives","age","distEdgeMin","allEdge","Group","Grazing"
"1","q21",36,6,21.31911,0,1,31.140022277832,0,"lb1","No"
"2","q21",37,7,23.94982,1,1,-0.053023025393486,1,"lb1","No"
"3","q21",38,7,32.74408,1,2,-0.00246053584851325,1,"lb1","No"
"4","q21",40,20,2.100275,1,1,21.5356750488281,0,"lb1","No"
"5","q21",40,12,12.61773,1,1,13.4485931396484,0,"lb1","No"
"6","q21",40,13,12.39471,1,1,15.5029678344727,0,"lb1","No"
"7","q21",40,15,3.383582,0,1,16.0047073364258,0,"lb1","No"
"8","q21",40,11,6.073464,1,1,6.43527984619141,0,"lb1","No"
"9","q21",40,8,10.82159,1,1,1.35154724121094,0,"lb1","No"
"10","q21",40,21,5.454968,1,1,16.4496459960938,0,"lb1","No"
"11","q21",40,19,6.923669,1,1,20.0617904663086,0,"lb1","No"
"12","q21",40,18,18.29435,1,1,31.5701675415039,0,"lb1","No"
"13","q21",40,7,8.951324,1,4,4.96682024002075,0,"lb1","No"
"14","q21",40,9,3.890927,1,1,1.80271148681641,1,"lb1","No"
"15","q21",40,10,4.566133,0,1,4.99559783935547,0,"lb1","No"
"16","q21",40,22,1.679919,0,1,9.76850318908691,0,"lb1","No"
"17","q21",40,16,6.358289,1,1,23.251823425293,0,"lb1","No"
"18","q21",40,14,6.226099,0,1,10.532356262207,0,"lb1","No"
"19","q21",40,17,13.67272,1,1,19.1975021362305,0,"lb1","No"
"20","q21",41,7,18.21828,1,5,4.34869003295898,0,"lb1","No"
"21","q21",41,13,24.69319,0,2,14.3740768432617,0,"lb1","No"
"22","q21",41,9,13.27651,1,2,2.19196319580078,0,"lb1","No"
"23","q21",41,8,26.21659,1,2,0.00099945068359375,1,"lb1","No"
"24","q21",41,21,6.742374,1,2,16.1682586669922,0,"lb1","No"
"25","q21",41,23,13.6442,1,1,0.00728607177734375,1,"lb1","No"
"26","q21",41,20,19.92944,1,2,15.1023979187012,0,"lb1","No"
"27","q21",41,17,15.55598,1,2,20.3862838745117,0,"lb1","No"
"28","q21",41,12,16.86189,1,2,14.9113693237305,0,"lb1","No"
"29","q21",41,19,13.069055,1,2,21.5877075195312,0,"lb1","No"
"30","q21",42,19,58.76305,1,3,20.1049728393555,0,"lb1","No"
"31","q21",42,11,45.49834,1,3,10.7513122558594,0,"lb1","No"
"32","q21",42,12,148.9904,1,3,12.0570983886719,0,"lb1","No"
"33","q21",42,7,80.06492,1,6,3.51968479156494,0,"lb1","No"
"34","q21",42,23,59.97174,1,2,0.435661315917969,0,"lb1","No"
"35","q21",42,17,120.1271,1,3,19.1229934692383,0,"lb1","No"
"36","q21",42,9,64.684098,1,3,1.82112121582031,0,"lb1","No"
"37","q21",42,18,84.54996,1,3,29.2023544311523,0,"lb1","No"
"38","q21",42,16,24.89017,1,3,25.9427719116211,0,"lb1","No"
"39","q21",42,21,57.17618,1,3,14.5900421142578,0,"lb1","No"
"40","q21",42,20,45.26533,1,3,13.7997913360596,0,"lb1","No"
"41","q21",43,11,33.06819,1,4,8.60982513427734,0,"lb1","No"
"42","q21",43,8,42.08963,1,4,0.00722503662109375,0,"lb1","No"
"43","q21",43,19,37.38192,1,4,18.1387176513672,0,"lb1","No"
"44","q21",43,20,61.95958,1,4,8.56161785125732,0,"lb1","No"
"45","q21",43,21,55.68511,1,4,10.0321884155273,0,"lb1","No"
"46","q21",43,16,48.98088,1,4,22.8761291503906,0,"lb1","No"
"47","q21",43,9,48.735547,1,4,0.0512771606445312,0,"lb1","No"
"48","q21",43,17,66.11322,0,4,16.4731597900391,0,"lb1","No"
"49","q21",43,18,117.36423,1,4,16.8680572509766,0,"lb1","No"
"50","q21",43,23,65.02607,1,3,0.380195617675781,0,"lb1","No"
"51","q21",43,24,15.23958,1,1,2.03443932533264,0,"lb1","No"
"52","q21",43,12,44.66387,1,4,11.9553756713867,0,"lb1","No"
"53","q21",43,7,35.93612,1,7,2.99789690971375,0,"lb1","No"
"54","q21",43,25,4.737876,0,1,34.7867317199707,0,"lb1","No"
"55","q21",44,19,50.26379,1,5,19.0277786254883,0,"lb1","No"
"56","q21",44,21,204.0113,1,5,4.85966491699219,0,"lb1","No"
"57","q21",44,11,36.38481,1,5,7.79916381835938,0,"lb1","No"
"58","q21",44,20,39.45012,1,5,8.90280151367188,0,"lb1","No"
"59","q21",44,18,107.60414,1,5,10.9962158203125,0,"lb1","No"
"60","q21",44,12,91.35139,1,5,11.2067794799805,0,"lb1","No"
