"","quad","year","trackID","area.t1","area.t0","age","allEdge","distEdgeMin","Group","Grazing"
"48","q21",44,7,65.20275,53.67698,8,0,3.58992528915405,"lb1","No"
"49","q21",44,8,36.19472,65.9358,5,0,0.0167770385742188,"lb1","No"
"50","q21",45,11,92.32926,51.36433,6,0,8.07548522949219,"lb1","No"
"51","q21",45,12,161.11806,68.79275,6,0,11.5021591186523,"lb1","No"
"52","q21",45,18,203.60124,156.37857,6,0,6.83985137939453,"lb1","No"
"53","q21",45,19,40.97149,28.30066,6,0,19.5466079711914,"lb1","No"
"54","q21",45,20,86.60283,71.308229,6,0,8.50992488861084,"lb1","No"
"55","q21",45,21,121.4433,127.9049,6,0,5.32408142089844,"lb1","No"
"56","q21",45,23,32.564871,5.178696,5,0,6.61637878417969,"lb1","No"
"57","q21",45,26,45.17679,16.30665,2,1,0.250617980957031,"lb1","No"
"58","q21",45,7,90.86674,65.20275,9,0,1.81819486618042,"lb1","No"
"59","q21",45,8,44.25374,36.19472,6,0,-0.112060546875,"lb1","No"
"60","q21",46,11,153.6344,92.32926,7,0,5.45452880859375,"lb1","No"
"61","q21",46,12,220.50347,161.11806,7,0,2.69693756103516,"lb1","No"
"62","q21",46,16,80.74516,61.22118,7,0,23.7295837402344,"lb1","No"
"63","q21",46,18,275.0002,203.60124,7,0,7.80423736572266,"lb1","No"
"64","q21",46,19,35.92545,40.97149,7,0,16.6672821044922,"lb1","No"
"65","q21",46,20,85.20576,86.60283,7,0,9.17465591430664,"lb1","No"
"66","q21",46,21,199.96473,121.4433,7,0,4.09275817871094,"lb1","No"
"67","q21",46,24,57.62706,34.31045,4,0,1.64931499958038,"lb1","No"
"68","q21",46,7,83.94311,90.86674,10,0,0.171644762158394,"lb1","No"
"69","q21",46,8,98.5202,44.25374,7,0,-0.083740234375,"lb1","No"
"70","q21",46,9,181.474637,92.855958,7,0,-0.315971374511719,"lb1","No"
"71","q21",47,11,194.311519,153.6344,8,0,6.31867218017578,"lb1","No"
"72","q21",47,12,105.531402,220.50347,8,0,0.692146301269531,"lb1","No"
"73","q21",47,16,84.18064,80.74516,8,0,23.5122680664062,"lb1","No"
"74","q21",47,18,276.6392,275.0002,8,0,13.1694488525391,"lb1","No"
"75","q21",47,20,178.2868,85.20576,8,0,6.75915241241455,"lb1","No"
"76","q21",47,21,222.0582,199.96473,8,0,2.30216979980469,"lb1","No"
"77","q21",47,24,40.17078,57.62706,5,0,2.93003535270691,"lb1","No"
"78","q21",47,7,74.772,83.94311,11,0,0.134583011269569,"lb1","No"
"79","q21",47,8,76.89815,98.5202,8,0,-0.0437164306640625,"lb1","No"
"80","q21",47,9,132.553302,181.474637,8,0,-0.210281372070312,"lb1","No"
"81","q21",48,11,150.0734,194.311519,9,0,5.45894622802734,"lb1","No"
"82","q21",48,12,181.54759,105.531402,9,0,4.09549713134766,"lb1","No"
"83","q21",48,16,71.62491,84.18064,9,0,23.7715759277344,"lb1","No"
"84","q21",48,18,230.9272,276.6392,9,0,13.5218734741211,"lb1","No"
"85","q21",48,20,147.6003,178.2868,9,0,7.2613730430603,"lb1","No"
"86","q21",48,21,205.59396,222.0582,9,0,3.02087664604187,"lb1","No"
"87","q21",48,24,41.09076,40.17078,6,0,1.95638632774353,"lb1","No"
"88","q21",48,26,43.94467,42.63718,5,0,-0.130386352539062,"lb1","No"
"89","q21",48,29,30.65276,17.19372,1,0,46.1606788635254,"lb1","No"
"90","q21",48,30,21.36736,21.01181,1,0,39.0368041992188,"lb1","No"
"91","q21",48,7,83.22653,74.772,12,0,-0.09833974391222,"lb1","No"
"92","q21",48,8,70.36552,76.89815,9,0,0.0186309814453125,"lb1","No"
"93","q21",48,9,156.62004,132.553302,9,0,0.122749328613281,"lb1","No"
"94","q21",49,11,179.883,150.0734,10,0,6.84352874755859,"lb1","No"
"95","q21",49,12,157.07834,181.54759,10,0,2.55843353271484,"lb1","No"
"96","q21",49,16,135.0638,71.62491,10,0,22.4084014892578,"lb1","No"
"97","q21",49,18,304.2322,230.9272,10,0,12.1200180053711,"lb1","No"
"98","q21",49,20,166.47,147.6003,10,0,5.05817413330078,"lb1","No"
"99","q21",49,21,187.96591,205.59396,10,0,3.32101464271545,"lb1","No"
"100","q21",49,24,30.41131,41.09076,7,0,0.895554721355438,"lb1","No"
"101","q21",49,26,44.81048,43.94467,6,0,-0.151878356933594,"lb1","No"
"102","q21",49,29,68.243,30.65276,2,0,44.3651313781738,"lb1","No"
"103","q21",49,30,64.7226,21.36736,2,0,38.1807250976562,"lb1","No"
"104","q21",49,7,59.26305,83.22653,13,0,0.723902225494385,"lb1","No"
"105","q21",49,8,123.7128,70.36552,10,0,0.0183334350585938,"lb1","No"
"106","q21",49,9,179.18671,156.62004,10,0,0.120697021484375,"lb1","No"
"107","q21",50,11,221.98857,179.883,11,0,6.80664825439453,"lb1","No"
"108","q21",50,12,57.16997,157.07834,11,0,0.728080749511719,"lb1","No"
"109","q21",50,16,71.32917,135.0638,11,0,23.5143890380859,"lb1","No"
"110","q21",50,18,197.05357,304.2322,11,0,11.5460662841797,"lb1","No"
"111","q21",50,20,86.7606,166.47,11,0,1.61698257923126,"lb1","No"
"112","q21",50,21,261.1350792,187.96591,11,0,0.76658570766449,"lb1","No"
"113","q21",50,24,39.3545,30.41131,8,0,6.10552930831909,"lb1","No"
"114","q21",50,26,15.74664,44.81048,7,0,0.596611022949219,"lb1","No"
"115","q21",50,29,37.28543,68.243,3,0,40.0037879943848,"lb1","No"
"116","q21",50,30,30.67334,64.7226,3,0,38.2167663574219,"lb1","No"
"117","q21",50,31,30.69226,31.535775,3,0,-0.410605669021606,"lb1","No"
"118","q21",50,7,61.68293,59.26305,14,0,0.380360454320908,"lb1","No"
"119","q21",50,8,75.31445,123.7128,11,0,-0.150230407714844,"lb1","No"
"120","q21",50,9,111.387581,179.18671,11,0,-0.889373779296875,"lb1","No"
"121","q21",51,11,253.2338067,221.98857,12,0,5.33395385742188,"lb1","No"
"122","q21",51,12,117.7523,57.16997,12,0,2.89729309082031,"lb1","No"
"123","q21",51,16,93.36205,71.32917,12,0,21.2618408203125,"lb1","No"
"124","q21",51,18,186.1588,197.05357,12,0,11.5540771484375,"lb1","No"
"125","q21",51,20,106.93252,86.7606,12,0,10.9735021591187,"lb1","No"
"126","q21",51,21,70.41221,261.1350792,12,0,0.584304809570312,"lb1","No"
"127","q21",51,24,25.48101,39.3545,9,0,-0.443454146385193,"lb1","No"
"128","q21",51,26,30.47759,15.74664,8,1,-0.0306396484375,"lb1","No"
"129","q21",51,29,77.9440357,37.28543,4,0,45.6891632080078,"lb1","No"
"130","q21",51,30,38.7887585,30.67334,4,0,39.1596755981445,"lb1","No"
"131","q21",51,31,103.5972,30.69226,4,1,0.255870968103409,"lb1","No"
"132","q21",51,32,33.09109,55.91819,4,0,0.00244166841730475,"lb1","No"
"133","q21",51,36,25.54877,4.142547,1,0,17.6655044555664,"lb1","No"
"134","q21",51,37,16.81026,9.992653,1,0,2.95136308670044,"lb1","No"
"135","q21",51,38,10.44833,4.927645,1,0,31.1108055114746,"lb1","No"
"136","q21",51,7,75.03025,61.68293,15,0,2.2766580581665,"lb1","No"
"137","q21",51,8,102.8812766,75.31445,12,0,0.00606536865234375,"lb1","No"
"138","q21",51,9,330.1849725,111.387581,12,0,-0.0564739443361759,"lb1","No"
"139","q21",52,11,212.328385,253.2338067,13,0,5.50231170654297,"lb1","No"
"140","q21",52,12,90.22225,117.7523,13,0,1.24782562255859,"lb1","No"
"141","q21",52,16,91.73754,93.36205,13,0,21.4395599365234,"lb1","No"
"142","q21",52,18,295.26841,186.1588,13,0,11.9743041992188,"lb1","No"
"143","q21",52,20,76.819587,106.93252,13,0,8.34038543701172,"lb1","No"
"144","q21",52,21,68.78559,70.41221,13,0,5.57501983642578,"lb1","No"
"145","q21",52,29,86.26105,77.9440357,5,0,40.6456527709961,"lb1","No"
"146","q21",52,30,48.78994,38.7887585,5,0,35.5296859741211,"lb1","No"
"147","q21",52,31,77.267789,103.5972,5,0,-0.444525599479675,"lb1","No"
"148","q21",52,32,22.13757,33.09109,5,0,-0.0956302732229233,"lb1","No"
"149","q21",52,34,32.6278,73.13472,3,0,-0.660181879997253,"lb1","No"
"150","q21",52,37,27.40161,16.81026,2,0,1.78848826885223,"lb1","No"
"151","q21",52,7,39.27295,75.03025,16,0,2.58084225654602,"lb1","No"
"152","q21",52,8,83.90455,102.8812766,13,0,-0.178581237792969,"lb1","No"
"153","q21",52,9,325.38392,330.1849725,13,0,-0.611671447753906,"lb1","No"
"154","q21",53,11,121.745007,212.328385,14,0,3.79531097412109,"lb1","No"
"155","q21",53,12,44.922427,90.22225,14,0,0.184524536132812,"lb1","No"
"156","q21",53,18,207.67853,295.26841,14,0,9.08988189697266,"lb1","No"
"157","q21",53,20,105.60328,76.819587,14,0,10.2464942932129,"lb1","No"
"158","q21",53,21,16.21339,68.78559,14,0,3.21236205101013,"lb1","No"
"159","q21",53,29,62.130149,86.26105,6,0,43.1773567199707,"lb1","No"
"160","q21",53,30,62.28639,48.78994,6,0,35.4701499938965,"lb1","No"
"161","q21",53,31,114.65731,77.267789,6,0,0.152835726737976,"lb1","No"
"162","q21",53,32,18.92969,22.13757,6,0,1.09544742107391,"lb1","No"
"163","q21",53,34,38.10244,32.6278,4,0,0.297117620706558,"lb1","No"
"164","q21",53,37,26.65543,27.40161,3,0,1.08627533912659,"lb1","No"
"165","q21",53,7,51.62531,39.27295,17,0,6.11078310012817,"lb1","No"
"166","q21",53,8,107.3143,83.90455,14,0,-0.0666427612304688,"lb1","No"
"167","q21",53,9,317.64629,325.38392,14,0,-0.456194341182709,"lb1","No"
"168","q21",54,11,100.924181,121.745007,15,0,7.0799560546875,"lb1","No"
"169","q21",54,12,22.258597,44.922427,15,0,-0.029693603515625,"lb1","No"
"170","q21",54,18,239.813712,207.67853,15,0,13.8696823120117,"lb1","No"
"171","q21",54,20,76.733762,105.60328,15,0,6.38202953338623,"lb1","No"
"172","q21",54,21,33.39357,16.21339,15,0,20.4812774658203,"lb1","No"
"173","q21",54,26,2.899262,5.306009,11,1,-0.0244064331054688,"lb1","No"
"174","q21",54,29,87.473359,62.130149,7,0,36.5193023681641,"lb1","No"
"175","q21",54,30,48.9266,62.28639,7,0,32.054817199707,"lb1","No"
"176","q21",54,31,175.15199,114.65731,7,0,0.223306924104691,"lb1","No"
"177","q21",54,32,25.10104,18.92969,7,1,0.0019758369307965,"lb1","No"
"178","q21",54,34,15.58248,38.10244,5,0,0.392317801713943,"lb1","No"
"179","q21",54,35,7.051533,6.279575,4,0,6.37178993225098,"lb1","No"
"180","q21",54,36,21.017202,17.86854,4,0,18.1387710571289,"lb1","No"
"181","q21",54,37,55.44404,26.65543,4,0,2.49092745780945,"lb1","No"
"182","q21",54,40,15.396774,8.133623,3,0,34.2080001831055,"lb1","No"
"183","q21",54,43,3.721301,5.323595,1,0,12.4599723815918,"lb1","No"
"184","q21",54,44,4.899311,5.295709,1,0,26.6561660766602,"lb1","No"
"185","q21",54,45,5.467085,4.275749,1,0,14.5849533081055,"lb1","No"
"186","q21",54,7,98.38534,51.62531,18,0,4.61902618408203,"lb1","No"
"187","q21",54,8,25.635768,107.3143,15,0,0.00060272216796875,"lb1","No"
"188","q21",54,9,153.72346,317.64629,15,0,0.016326904296875,"lb1","No"
"189","q21",55,11,106.496611,100.924181,16,0,6.45124816894531,"lb1","No"
"190","q21",55,12,42.44539,22.258597,16,0,3.70585632324219,"lb1","No"
"191","q21",55,18,206.2886627,239.813712,16,0,5.45802307128906,"lb1","No"
"192","q21",55,20,78.042959,76.733762,16,0,8.70250701904297,"lb1","No"
"193","q21",55,21,23.451227,33.39357,16,0,14.1148071289062,"lb1","No"
"194","q21",55,29,66.520343,87.473359,8,0,33.4523696899414,"lb1","No"
"195","q21",55,30,28.62252,48.9266,8,0,35.7444038391113,"lb1","No"
"196","q21",55,31,123.858089,175.15199,8,0,0.036452267318964,"lb1","No"
"197","q21",55,32,25.382869,25.10104,8,1,-0.0689097791910172,"lb1","No"
"198","q21",55,34,2.337263,15.58248,6,0,7.13370752334595,"lb1","No"
"199","q21",55,35,3.603111,7.051533,5,0,4.77152967453003,"lb1","No"
"200","q21",55,36,5.802366,21.017202,5,0,19.6123046875,"lb1","No"
"201","q21",55,37,29.72948,55.44404,5,0,0.0223993454128504,"lb1","No"
"202","q21",55,40,9.217468,15.396774,4,0,34.9436340332031,"lb1","No"
"203","q21",55,43,29.97492,3.721301,2,0,11.6310501098633,"lb1","No"
"204","q21",55,44,2.945834,4.899311,2,0,28.4386901855469,"lb1","No"
"205","q21",55,45,5.285853,5.467085,2,0,14.793098449707,"lb1","No"
"206","q21",55,8,2.681295,25.635768,16,0,0.559715270996094,"lb1","No"
"207","q21",55,9,95.62123,153.72346,16,0,-0.248802185058594,"lb1","No"
"208","q21",56,11,41.260955,106.496611,17,0,3.93057250976562,"lb1","No"
"209","q21",56,18,105.23902,206.2886627,17,0,5.47783660888672,"lb1","No"
"210","q21",56,20,56.67818,78.042959,17,0,10.2122383117676,"lb1","No"
"211","q21",56,21,17.79218,23.451227,17,0,14.7343826293945,"lb1","No"
"212","q21",56,29,108.51449,66.520343,9,0,31.4569396972656,"lb1","No"
"213","q21",56,30,38.23388,28.62252,9,0,37.184944152832,"lb1","No"
"214","q21",56,31,83.14174,123.858089,9,0,-1.69029819965363,"lb1","No"
"215","q21",56,34,23.82931,2.337263,7,0,7.85647630691528,"lb1","No"
"216","q21",56,36,17.7378,5.802366,6,0,24.0937271118164,"lb1","No"
"217","q21",56,37,56.02822,29.72948,6,0,5.01736307144165,"lb1","No"
"218","q21",56,40,19.27253,9.217468,5,0,33.4829635620117,"lb1","No"
"219","q21",56,9,71.86568,95.62123,17,0,0.78765869140625,"lb1","No"
"220","q21",57,11,17.07451,41.260955,18,0,9.92965698242188,"lb1","No"
"221","q21",57,18,161.73338,105.23902,18,0,12.1285858154297,"lb1","No"
"222","q21",57,20,67.19972,56.67818,18,0,7.5390510559082,"lb1","No"
"223","q21",57,21,19.40311,17.79218,18,0,18.3662624359131,"lb1","No"
"224","q21",57,29,97.141043,108.51449,10,0,33.880729675293,"lb1","No"
"225","q21",57,30,84.53556,38.23388,10,0,36.4378051757812,"lb1","No"
"226","q21",57,31,170.94523,83.14174,10,0,0.964111626148224,"lb1","No"
"227","q21",57,34,13.15728,23.82931,8,0,4.7951397895813,"lb1","No"
"228","q21",57,36,63.75379,17.7378,7,0,23.1457595825195,"lb1","No"
"229","q21",57,37,22.95497,56.02822,7,0,0.648061692714691,"lb1","No"
"230","q21",57,40,33.02207,19.27253,6,0,35.0161666870117,"lb1","No"
"231","q21",57,7,54.13836,51.68076,21,0,5.21236085891724,"lb1","No"
"232","q21",57,9,65.32626,71.86568,18,0,0.39007568359375,"lb1","No"
"233","q21",58,11,91.444787,17.07451,19,0,12.4959869384766,"lb1","No"
"234","q21",58,18,357.83314,161.73338,19,0,14.8278350830078,"lb1","No"
"235","q21",58,20,208.13726,67.19972,19,0,6.9240403175354,"lb1","No"
"236","q21",58,21,92.2281,19.40311,19,0,20.1977386474609,"lb1","No"
"237","q21",58,29,382.61131,97.141043,11,0,31.9537734985352,"lb1","No"
"238","q21",58,30,75.88218,84.53556,11,0,29.2793502807617,"lb1","No"
"239","q21",58,31,301.81948,170.94523,11,0,0.0380319580435753,"lb1","No"
"240","q21",58,36,74.02781,63.75379,8,0,20.6571502685547,"lb1","No"
"241","q21",58,37,103.5164,22.95497,8,0,7.03762483596802,"lb1","No"
"242","q21",58,43,43.96749,38.08195,5,0,6.68361520767212,"lb1","No"
"243","q21",58,7,113.0433,54.13836,22,0,3.57904815673828,"lb1","No"
"244","q21",58,9,100.30257,65.32626,19,0,1.67033386230469,"lb1","No"
"245","q21",59,11,47.49235,91.444787,20,0,10.1443786621094,"lb1","No"
"246","q21",59,18,233.19855,357.83314,20,0,10.9656753540039,"lb1","No"
"247","q21",59,20,44.92492,208.13726,20,0,0.0158563181757927,"lb1","No"
"248","q21",59,21,19.854898,92.2281,20,0,8.40994739532471,"lb1","No"
"249","q21",59,29,335.1683,382.61131,12,0,29.7490406036377,"lb1","No"
"250","q21",59,30,77.94797,75.88218,12,0,26.0659351348877,"lb1","No"
"251","q21",59,31,309.69895,301.81948,12,0,-0.563060760498047,"lb1","No"
"252","q21",59,36,33.50441,74.02781,9,0,21.1614532470703,"lb1","No"
"253","q21",59,37,49.82487,103.5164,9,0,-0.229595482349396,"lb1","No"
"254","q21",59,43,6.710787,43.96749,6,0,6.51132583618164,"lb1","No"
"255","q21",59,7,48.91325,113.0433,23,0,4.06235504150391,"lb1","No"
"256","q21",59,9,67.992676,100.30257,20,0,0.051971435546875,"lb1","No"
"257","q21",60,11,125.26926,47.49235,21,0,15.0420989990234,"lb1","No"
"258","q21",60,18,210.4402,233.19855,21,0,13.4039993286133,"lb1","No"
"259","q21",60,20,83.80798,44.92492,21,0,-0.281929671764374,"lb1","No"
"260","q21",60,21,57.18504,19.854898,21,0,10.8705272674561,"lb1","No"
"261","q21",60,29,612.14752,335.1683,13,0,30.1507873535156,"lb1","No"
"262","q21",60,30,147.88596,77.94797,13,0,20.8163757324219,"lb1","No"
"263","q21",60,31,284.71917,309.69895,13,0,-0.35659322142601,"lb1","No"
"264","q21",60,37,146.008,49.82487,10,0,4.51230144500732,"lb1","No"
"265","q21",60,46,63.91283,11.3097,1,0,18.41676902771,"lb1","No"
"266","q21",60,47,93.48107,28.48748,1,0,9.80887222290039,"lb1","No"
"267","q21",60,7,67.19009,48.91325,24,0,5.44755554199219,"lb1","No"
"268","q21",60,9,143.2547,67.992676,21,0,1.80274200439453,"lb1","No"
"269","q21",61,11,35.47802,125.26926,22,0,-0.281578063964844,"lb1","No"
"270","q21",61,18,378.73061,210.4402,22,0,8.19472503662109,"lb1","No"
"271","q21",61,20,24.72118,83.80798,22,0,1.10030090808868,"lb1","No"
"272","q21",61,29,823.25524,612.14752,14,0,18.3647918701172,"lb1","No"
"273","q21",61,30,169.6053,147.88596,14,0,23.670015335083,"lb1","No"
"274","q21",61,31,81.93637,284.71917,14,0,0.205363735556602,"lb1","No"
"275","q21",61,37,222.5166,146.008,11,0,0.00123094115406275,"lb1","No"
"276","q21",61,46,119.5489,63.91283,2,0,12.0773124694824,"lb1","No"
"277","q21",61,7,148.4338,67.19009,25,0,2.05599212646484,"lb1","No"
"278","q21",61,9,72.01628,143.2547,22,0,-0.658126831054688,"lb1","No"
"279","q21",62,11,21.23965,35.47802,23,0,10.7343215942383,"lb1","No"
"280","q21",62,18,199.95673,378.73061,23,0,11.9675445556641,"lb1","No"
"281","q21",62,20,22.1792,24.72118,23,1,-0.539216756820679,"lb1","No"
"282","q21",62,29,386.35878,823.25524,15,0,0.0418472290039062,"lb1","No"
"283","q21",62,30,75.03793,169.6053,15,0,20.380880355835,"lb1","No"
"284","q21",62,31,32.5016,81.93637,15,0,1.47245872020721,"lb1","No"
"285","q21",62,37,148.73653,222.5166,12,0,-0.0326306223869324,"lb1","No"
"286","q21",62,46,35.58012,119.5489,3,0,8.88055419921875,"lb1","No"
"287","q21",62,7,4.604605,148.4338,26,0,2.64345550537109,"lb1","No"
"288","q21",62,9,103.82772,72.01628,23,0,-1.56375885009766,"lb1","No"
"289","q21",63,11,60.63536,21.23965,24,0,14.9848937988281,"lb1","No"
"290","q21",63,18,340.8932,199.95673,24,0,14.5802841186523,"lb1","No"
"291","q21",63,20,4.940216,22.1792,24,0,5.1479115486145,"lb1","No"
"292","q21",63,21,12.71731,16.23372,24,0,16.5795574188232,"lb1","No"
"293","q21",63,29,570.27034,386.35878,16,0,4.24687957763672,"lb1","No"
"294","q21",63,30,42.42765,75.03793,16,0,17.8145179748535,"lb1","No"
"295","q21",63,31,57.58559,32.5016,16,0,0.058417122811079,"lb1","No"
"296","q21",63,37,101.3877,148.73653,13,0,0.00473478157073259,"lb1","No"
"297","q21",63,46,81.51427,35.58012,4,0,17.5196838378906,"lb1","No"
"298","q21",63,9,259.14935,103.82772,24,0,0.157600402832031,"lb1","No"
"299","q21",64,11,63.57661,60.63536,25,0,14.2804794311523,"lb1","No"
"300","q21",64,18,229.11284,340.8932,25,0,14.123664855957,"lb1","No"
"301","q21",64,20,34.46844,4.940216,25,0,3.42142486572266,"lb1","No"
"302","q21",64,21,62.1448,12.71731,25,0,18.2998046875,"lb1","No"
"303","q21",64,29,713.413289,570.27034,17,0,-0.665390014648438,"lb1","No"
"304","q21",64,30,60.54789,42.42765,17,0,24.4334564208984,"lb1","No"
"305","q21",64,37,152.02248,101.3877,14,0,0.121785677969456,"lb1","No"
"306","q21",64,46,135.48147,81.51427,5,0,9.9534797668457,"lb1","No"
"307","q21",64,47,21.992257,3.57868,5,0,17.4402008056641,"lb1","No"
"308","q21",64,9,110.68915,259.14935,25,0,-1.01016759872437,"lb1","No"
"309","q21",65,18,140.8797,229.11284,26,0,11.9334869384766,"lb1","No"
"310","q21",65,20,9.547928,34.46844,26,0,-0.285179138183594,"lb1","No"
"311","q21",65,29,179.036424,713.413289,18,0,0.0707473754882812,"lb1","No"
"312","q21",65,30,33.70079,60.54789,18,0,26.0645294189453,"lb1","No"
"313","q21",65,46,106.53741,135.48147,6,0,7.24615049362183,"lb1","No"
"314","q21",65,47,3.91143,21.992257,6,0,11.2329254150391,"lb1","No"
"315","q21",65,49,13.32168,19.2389,1,1,-0.032257080078125,"lb1","No"
"316","q21",65,9,37.9927,110.68915,26,0,-1.05650329589844,"lb1","No"
"317","q21",66,18,140.5719,140.8797,27,0,14.4822158813477,"lb1","No"
"318","q21",66,20,51.49289,9.547928,27,0,4.88224029541016,"lb1","No"
"319","q21",66,29,328.07433,179.036424,19,0,5.8565673828125,"lb1","No"
"320","q21",66,46,49.44142,106.53741,7,0,3.50280332565308,"lb1","No"
"321","q21",66,51,76.145,9.723453,1,0,14.2682342529297,"lb1","No"
"322","q21",67,18,257.2624,140.5719,28,0,9.66132354736328,"lb1","No"
"323","q21",67,20,13.94164,51.49289,28,0,0.991401672363281,"lb1","No"
"324","q21",67,29,290.47836,328.07433,20,0,30.3533630371094,"lb1","No"
"325","q21",67,46,92.12586,49.44142,8,0,10.4402418136597,"lb1","No"
"326","q21",67,52,68.64439,31.79623,1,0,15.2969818115234,"lb1","No"
"327","q22",39,18,2.838392,1.922688,1,0,9.14553833007812,"lb1","No"
"328","q22",42,20,3.056413,13.52216,1,0,5.44504261016846,"lb1","No"
"329","q22",43,18,47.64743,19.68661,5,0,6.34721994400024,"lb1","No"
"330","q22",43,20,17.3509,3.056413,2,0,3.9913477897644,"lb1","No"
"331","q22",43,21,6.896407,6.753936,1,1,-0.273666381835938,"lb1","No"
"332","q22",43,26,2.120425,1.552024,1,0,40.6265296936035,"lb1","No"
"333","q22",43,28,14.02261,17.89949,1,0,13.1541290283203,"lb1","No"
"334","q22",43,29,37.1334,50.27905,1,0,8.13204956054688,"lb1","No"
"335","q22",44,18,45.19132,47.64743,6,0,7.0655951499939,"lb1","No"
"336","q22",44,20,30.7702,17.3509,3,0,3.65780353546143,"lb1","No"
"337","q22",44,21,16.3868,6.896407,2,1,0.667732238769531,"lb1","No"
"338","q22",44,29,18.86455,37.1334,2,0,6.36051273345947,"lb1","No"
"339","q22",45,18,51.24812,45.19132,7,0,4.34927368164062,"lb1","No"
"340","q22",45,20,24.62729,30.7702,4,0,0.0755136162042618,"lb1","No"
"341","q22",45,21,25.95494,16.3868,3,0,1.29103851318359,"lb1","No"
"342","q22",45,29,14.12346,18.86455,3,0,7.0494179725647,"lb1","No"
"343","q22",46,18,11.98205,51.24812,8,0,1.11734771728516,"lb1","No"
"344","q22",46,20,96.49933,24.62729,5,0,1.6429603099823,"lb1","No"
"345","q22",46,21,45.15392,25.95494,4,0,0.635261535644531,"lb1","No"
"346","q22",46,28,66.58698,34.43282,4,0,12.8726654052734,"lb1","No"
