"species","quad","year","genetID","ANGE.0.2","ANGE.2.4","ANGE.4.6","ANGE.6.8","ANGE.8.10","ANGE.10.12","ANGE.12.14","ANGE.14.16","ANGE.16.18","ANGE.18.20","ANGE.20.25","ANGE.25.30","ANGE.30.35","ANGE.35.40","ANGE.40.45","ANGE.45.50","ANGE.50.60","ANGE.60.70","ANGE.70.80","ANGE.80.90","ANGE.90.100","ANGE.100.110","ANGE.110.120","ANGE.120.130","ANGE.130.140","ANGE.140.150","BOCU.0.2","BOCU.2.4","BOCU.4.6","BOCU.6.8","BOCU.8.10","BOCU.10.12","BOCU.12.14","BOCU.14.16","BOCU.16.18","BOCU.18.20","BOCU.20.25","BOCU.25.30","BOCU.30.35","BOCU.35.40","BOCU.40.45","BOCU.45.50","BOCU.50.60","BOCU.60.70","BOCU.70.80","BOCU.80.90","BOCU.90.100","BOCU.100.110","BOCU.110.120","BOCU.120.130","BOCU.130.140","BOCU.140.150","BOHI.0.2","BOHI.2.4","BOHI.4.6","BOHI.6.8","BOHI.8.10","BOHI.10.12","BOHI.12.14","BOHI.14.16","BOHI.16.18","BOHI.18.20","BOHI.20.25","BOHI.25.30","BOHI.30.35","BOHI.35.40","BOHI.40.45","BOHI.45.50","BOHI.50.60","BOHI.60.70","BOHI.70.80","BOHI.80.90","BOHI.90.100","BOHI.100.110","BOHI.110.120","BOHI.120.130","BOHI.130.140","BOHI.140.150","SCSC.0.2","SCSC.2.4","SCSC.4.6","SCSC.6.8","SCSC.8.10","SCSC.10.12","SCSC.12.14","SCSC.14.16","SCSC.16.18","SCSC.18.20","SCSC.20.25","SCSC.25.30","SCSC.30.35","SCSC.35.40","SCSC.40.45","SCSC.45.50","SCSC.50.60","SCSC.60.70","SCSC.70.80","SCSC.80.90","SCSC.90.100","SCSC.100.110","SCSC.110.120","SCSC.120.130","SCSC.130.140","SCSC.140.150","propQ.0.2","propQ.2.4","propQ.4.6","propQ.6.8","propQ.8.10","propQ.10.12","propQ.12.14","propQ.14.16","propQ.16.18","propQ.18.20","propQ.20.25","propQ.25.30","propQ.30.35","propQ.35.40","propQ.40.45","propQ.45.50","propQ.50.60","propQ.60.70","propQ.70.80","propQ.80.90","propQ.90.100","propQ.100.110","propQ.110.120","propQ.120.130","propQ.130.140","propQ.140.150"
"BOHI","q11",66,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3170938337938,286.532240210504,300.672605164691,242.093635492295,132.459980905395,2.9408184136629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.991369217436389,0.923131968545816,0.841406705025865,0.768685546493134,0.710464177781523,0.624580631780492,0.564444514792582,0.475566864391012,0.389005833989735,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"BOHI","q20",72,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116150844933794,29.6932948846532,48.6935642125413,50.4948710032956,48.4962217469875,47.8502243595538,125.799419077281,117.6332480709,207.876291879188,257.53594014398,230.349930670842,213.414394971911,534.744729555807,561.94183929617,310.222809611838,213.370242414474,64.1586627458619,0,0,0,0,0,0,4.9737991503207e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.967733358837766,0.911735261781551,0.863206892890313,0.823372933307439,0.790738369078243,0.763746819499668,0.713505966842591,0.679038127454951,0.647929351923081,0.604274430248745,0.566824165169278,0.535623789603112,0.487619234050211,0.448080807700704,0.401326982158563,0.360724113426936,0.312101239814834,0.262824455361295,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"BOHI","q21",32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1316282072803e-14,0,1.23883718341678,13.8033662816327,14.8806505120737,8.93508767350248,3.32222634324823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74987556273899,31.7021814398262,50.980457970464,58.3309630654078,52.2302493337744,41.2995454337245,42.1430986869852,75.417451552902,112.409441968821,71.7648660767118,100.493123192584,105.651732165281,150.153576704094,427.769882508911,103.488095776579,296.826484682006,184.24455790626,80.6565417779866,23.8551538866063,45.3655549658458,0,0,0,1,1,1,1,1,1,1,0.974708404242344,0.940109076393781,0.903381281338964,0.776202821630737,0.679533201010502,0.611400568997127,0.561253034912334,0.522974214511936,0.492877252410111,0.448713199142368,0.417956721861217,0.395354752920454,0.357857863049489,0.307439040795285,0.261431493803754,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"BOHI","q21",32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86426667252735,16.6320440552445,17.8861346154888,13.0156355808666,5.20263547758762,0.469340749730534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.397876390089,8.739601079555,13.693326570935,17.1193108108421,18.4210241351905,18.7353762840028,110.804402978844,102.413135147277,60.0507082119766,111.283846671267,63.1613872910999,91.3794253825904,336.731939087871,352.863472858909,192.106703915709,234.462076792431,170.616920670597,84.4467391559397,27.4911333094037,42.6144279129796,0,0,1,1,1,0.961486490220429,0.891844175669339,0.835829995836689,0.780232708424994,0.712758048925762,0.658116398284521,0.614151360167316,0.535550424581417,0.484113700414343,0.448071506351687,0.421497556342879,0.401131041897028,0.385042721721956,0.361273477945223,0.34457815608297,0.332218910312115,0.320190250612056,0.290942570030663,0.254407870326327,0.219769473770886,0.188380030821795,0.162429720455475,0.141494334262925
"BOHI","q21",34,3,0,0,0,0,0,0,0,3.85147908625818,2.0352354941081,0,0.722471593101552,9.73978013898801,3.41843349969741,0,0,0,0,0,25.4472619129931,10.5772677392128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6464820170262,7.25369373478229,0,7.58547699533869,15.429517702484,18.3675064351829,22.492521918173,16.7724956898919,35.1889502203349,6.98857407497263,0,0,0,0,0,0,4.61852778244065e-14,0,0,0,0,0,0,0,0,0,0,0,6.33928274117798,38.4770916507196,15.8942359392623,75.5339775777218,18.8274021541835,0,0,0,0,0,0,0,0,0,6.09248233986397,16.2868220504755,30.6477377934851,48.8452573505785,40.500443052127,29.2461520980999,31.182367755944,42.5351999061348,51.8877153646612,192.26318795749,130.834969357883,155.380690166329,129.318141700034,193.860534234183,245.773628697746,301.028328914585,263.805614988943,106.947383914697,207.92976340063,91.2325616147009,32.682959444277,0,0,0,0,1,1,1,1,1,1,0.978842854487176,0.940104581760522,0.902848084631526,0.869658255811915,0.804016825848547,0.75694784617538,0.713533014650302,0.657740639010671,0.611770935572761,0.574252802152865,0.517556219885624,0.472554071871499,0.420294121281407,0.373074945515123,0.314706255128246,0.263107249684666,0.221084897285224,0.188380030821795,0.162429720455476,0.141494334262925
"BOHI","q21",34,4,0,0,0,0,0,0,0,0.63683803483672,6.37502859402676,3.45038510322608,0,3.10950642152086,2.77720815884542,0,0,0,0,13.0148168556794,6.2278444517914,0,5.19620147536406,15.0041003690686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88946676516,1.74822506707453,8.81574481463527,3.72357217003993,0,0,25.3119130983646,46.3702535215344,19.5858727550063,25.3976224106197,7.8825481857518,0,0,0,0,0,0,0,0,6.60821527088095,16.508155831194,21.4917676370102,22.5396938292294,15.6011309594969,10.0424663367168,1.56994986737703,0,0,0,17.9227517965868,2.35659458773929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143913053099662,20.2739284964629,44.1193602637739,61.7246438166292,68.3987205069513,58.3107136843784,42.5321813865484,76.0563857584524,72.3367511754964,98.5337275258532,132.974177504979,143.953245324649,169.965891036175,470.578345764751,200.572296234439,367.697479870238,152.82004624555,85.0631100522487,51.6660166811398,30.5610077210522,0,0,0,1,1,1,1,1,1,0.974706578551069,0.93519299258046,0.897844909324651,0.864786624075749,0.794578485525903,0.704305620816811,0.63518430057954,0.583214582687456,0.543078520894827,0.511287536732328,0.464322522729384,0.431426283165057,0.401692048427926,0.3617013449157,0.309448058399717,0.262098047906095,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"BOHI","q21",34,5,0,0,0,0,0,0,0,0,0,0,0,1.08545770909528,9.37679402299427,0,5.6378072481134,0.24890733225288,0,0.924636800872129,14.8995910069012,3.01638970537111,0.402043794326303,6.76774839590985,13.4325534485228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88946676516,7.69479970570634,6.59274234604338,0,0,24.4455383569787,55.933771985324,18.6688422253289,21.3092713419505,4.19078606169469,0,0,0,0,0,0,0,0.275625275108851,12.1585519115086,16.4976811996284,16.1645055562772,13.3416783500312,2.2725680386057,0,0,0,0,0,0,20.1681547821236,0.111191602202496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885042461394445,11.194996807851,16.2728416077612,20.0138694189595,23.0078026010763,101.376890981564,152.90095849529,83.3036331759232,43.3071177390471,69.1959786860361,157.65245239619,388.234209478977,421.145639469474,264.742895917133,305.972702469238,117.179743853939,88.688748669882,55.1856462747432,28.0207715983888,0,0,1,1,1,1,0.999596889058998,0.957927041860019,0.884862398573554,0.803334052215816,0.735055016442373,0.680803878956389,0.58505306498511,0.523180475345723,0.480190869617423,0.448690975256574,0.424665790456163,0.405760790998306,0.377953966844845,0.358513788334374,0.34417330800638,0.331135099077258,0.294931038372129,0.256242103605938,0.220345862300317,0.188380030821795,0.162429720455475,0.141494334262925
"BOHI","q21",35,3,0,0,0,0,0,1.22085967930609,0.0501212779758551,0,1.87828010891963,0.0710219326536103,1.87833581654923,2.93343319658688,10.9741129911735,10.6978524378885,0,0,12.6259301948761,18.8087934046326,20.66141631184,8.22158727561461,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06513584285243,0,0,0.529771077292931,2.07455740485526,4.79580278166344,6.70117796484738,11.9172069038762,11.6433700102936,4.33601296938521,10.6512320417034,10.3548613135577,30.2816250507311,1.33041321142125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7389434064248,5.67217311318998,0,0,0,0,0,0,0,0,0,0,2.66670142807322,2.93464406941935,8.3064038929902,11.8028279687643,0.0341078492457818,1.01078021347108,5.42936131945884,11.4052410203124,40.4027845829847,53.6817088845078,27.8608520816479,7.67553071814598,30.9224210600285,44.9567779166904,120.733096078841,24.51967043027,45.8175595219919,33.0518274867565,48.0901494221478,24.0299455162012,0,0,0,0,1,1,1,0.999767916369199,0.94632645979052,0.888766356714785,0.841293494194598,0.803034279367734,0.771983227357984,0.746444767024333,0.699161394743524,0.666862494573752,0.642729346598702,0.603052578226383,0.567062675116363,0.536596065134629,0.489200317303003,0.447357361777189,0.400090686522454,0.359492116509416,0.312278740571352,0.262867331297873,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"BOHI","q21",35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24823333226004,4.76597190793444,1.30321762449854,5.21968203535281,5.44355663504189,31.4970396453022,20.8751050077965,10.1373437627141,5.3912401554861,3.14035452163002,0,0,0,0,0,0,0,0,0,0.803831183275232,0,0,0,0,0,0,0.211372374311928,11.4978715424272,5.47327474846865,4.33883989888358,5.3860826924407,0.754292332883381,25.5261598467482,29.6835934553477,12.0058484976933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.83590263791323,1.16569512767939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134111164708691,3.98780117190459,11.3752038769365,38.1752160004428,55.800866642259,76.8318390440012,28.3792612146375,7.81303707594577,34.5925434333263,109.434425693878,36.1816145007145,67.3847520560984,42.8344650029057,8.20748522532517,10.5292251412889,10.7913678709872,2.87917634658811,0,0,1,1,1,0.96733053845928,0.898295031988487,0.841859568875446,0.777799446631961,0.70883162292031,0.654055894653279,0.610194021343799,0.532081992849158,0.481116928426698,0.445459171923097,0.41919245705942,0.399073138388335,0.383186800537657,0.359725434604916,0.343252497778913,0.331060621187681,0.319623835891756,0.290572783092061,0.254222212655403,0.219704269581614,0.188380030821795,0.162429720455475,0.141494334262925
"BOHI","q21",36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92373664437776,1.28483639240405,0,3.15868411454084,25.2073640166549,23.8639132073933,22.5493980463402,38.9700116064404,31.7451665902638,33.0576809479745,67.8964765877903,49.3119039651825,95.1027130645093,19.3829238057551,4.46522296669502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9555116764586,21.271008904988,0,0,0,0,0,0,0,0,0,0,0.319656132704184,3.59739591143517,7.91464147735547,8.54463580748297,2.61666497994765,2.17627087657933,2.38204451501816,9.11863412687396,29.7775929185962,59.9535985396545,13.1028898775428,6.17732410740692,12.1483714038085,23.1376062554974,116.355432123627,47.0031134199195,52.0821214959967,37.5532426340583,55.2603444499113,38.606015771799,2.87926766656074,0,0,0,1,1,1,0.996531946264229,0.937809490212258,0.880100610919083,0.833161655335549,0.795546702767063,0.765109821804435,0.740121846503378,0.693939908309939,0.66243940026207,0.635326657385534,0.594609279849932,0.558985063412517,0.529062714033298,0.482726623329207,0.443698867029731,0.397773399063802,0.357843886591727,0.311593514410964,0.262734900542886,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
