"quad","year","SP_ID","x","y","GenID"
"a1",15,"0","93.9393004180024","2.87735390033697","0"
"a1",15,"1","1.04361828889934","4.2225115826551","1"
"a1",15,"2","23.7782536685446","6.2246092885118","2"
"a1",15,"3","16.8736758967331","6.73266322814958","3"
"a1",15,"4","3.08208077449542","8.90013015585441","4"
"a1",15,"5","89.1333322328701","9.30210393194589","5"
"a1",15,"6","12.8328110813515","11.9374748083382","6"
"a1",15,"7","21.4349129503985","10.9755449449701","7"
"a1",15,"8","34.6095611109541","11.8753752168341","8"
"a1",15,"9","0.80588504237526","14.0016728171155","9"
"a1",15,"10","82.0467264358774","18.2330825908456","10"
"a1",15,"11","29.9628456668226","21.3587547381312","11"
"a1",15,"13","19.5753268784084","20.2326720004708","13"
"a1",15,"14","12.7199605386148","23.0872686505288","14"
"a1",15,"15","26.0724137990246","23.7688462741974","15"
"a1",15,"16","18.020521203451","23.8533471443022","16"
"a1",15,"19","36.1083385463454","26.306794977236","19"
"a1",15,"20","69.3634545567566","27.7678363315341","20"
"a1",15,"21","26.4176640691082","28.1366192229529","21"
"a1",15,"22","38.2397368950742","28.7874938014093","22"
"a1",15,"23","15.5736384631204","32.3345427785964","23"
"a1",15,"25","26.7288729328929","33.6387730575526","25"
"a1",15,"26","23.9997432895615","38.4653557237065","26"
"a1",15,"27","32.4164694628349","41.3473687810643","27"
"a1",15,"28","68.1108273868101","41.4661784609988","28"
"a1",15,"32","83.0159694528371","64.9845456745066","32"
"a1",15,"33","81.4354272326465","70.5266549579063","33"
"a1",15,"34","21.6617095421835","75.2261526475638","34"
"a1",15,"35","57.7533350153741","74.7175567716449","35"
"a1",15,"36","25.520031042718","77.1867893102734","36"
"a1",15,"38","59.542005626005","76.1311304640481","38"
"a1",15,"40","68.5585427412094","78.1091601172889","40"
"a1",15,"41","22.0161091824341","79.1077663397178","41"
"a1",15,"42","71.2909031720411","80.4300094424474","42"
"a1",15,"44","71.0541946947697","90.5764394942219","44"
"a1",15,"46","34.9389699840685","81.3632976962253","46"
"a1",15,"60","10.0319251301698","30.6181877152994","60"
"a2",15,"0","13.4443935340686","2.92993074014297","0"
"a2",15,"1","16.2503200280088","6.70562854793455","1"
"a2",15,"2","1.47590628631425","8.85049134798374","2"
"a2",15,"3","29.898472032541","14.6853950941407","3"
"a2",15,"4","17.1693246598415","16.0584521334402","4"
"a2",15,"5","21.7841671636937","16.4909315495745","5"
"a2",15,"6","42.1201043654113","19.1345525320449","6"
"a2",15,"7","2.03321155838554","22.4385328203841","7"
"a2",15,"8","26.5433139579317","24.1357924433852","8"
