"","quad","year","SP_ID","Species","area","x","y","age","survives","dormancy","trackID","distEdgeMin","allEdge"
"249","a1",26,8,"Bouteloua eriopoda",5.92999995330349,20.203985382901,47.1459078324547,7,1,0,72,18.7099999981001,0
"254","a1",26,14,"Bouteloua eriopoda",2.28000005156966,57.2550292434422,91.4048538080825,1,1,0,84,7.76999997906387,0
"256","a1",26,16,"Bouteloua eriopoda",2.00500000478234,86.9947880270871,94.5722277727182,1,1,0,85,4.46999999694526,0
"260","a1",26,32,"Bouteloua eriopoda",0.2499999946449,45.2999999979511,21.7300000134856,2,0,0,79,21.4800000190735,0
"262","a1",27,1,"Bouteloua eriopoda",1.64500001016539,37.7604559281342,6.19089160318122,1,1,0,86,5.33000002615154,0
"263","a1",27,2,"Bouteloua eriopoda",1.14000000090105,46.071403504666,6.14491228542081,1,1,0,87,5.42999999597669,0
"265","a1",27,4,"Bouteloua eriopoda",2.4549999704049,82.7149558700835,11.6266055848152,1,0,0,88,10.7300000265241,0
"268","a1",27,7,"Bouteloua eriopoda",2.28000001344364,78.1143859683646,14.936578954138,1,0,0,89,14.0300000086427,0
"269","a1",27,8,"Bouteloua eriopoda",1.49500003375113,5.83463768178695,22.8705797252422,1,0,0,90,5.20999999716878,0
"270","a1",27,9,"Bouteloua eriopoda",3.40500002805376,41.7221390095838,24.1195741677823,3,1,0,79,23.1300000101328,0
"274","a1",27,13,"Bouteloua eriopoda",11.3900000010757,20.9274568342146,47.1062510958456,8,1,0,72,19.1099999996368,0
"277","a1",27,17,"Bouteloua eriopoda",1.6000000125845,59.1745833316907,71.472187504061,1,0,0,91,27.7699999976903,0
"281","a1",27,21,"Bouteloua eriopoda",1.49999999639113,88.5099999996213,84.7300000020769,1,0,0,92,10.7900000002701,0
"282","a1",27,22,"Bouteloua eriopoda",1.07499999443535,85.1355813945596,87.4594573916815,1,0,0,93,11.6699999663979,0
"284","a1",27,24,"Bouteloua eriopoda",1.479999992745,62.0289189163679,89.8786486684791,2,1,0,84,9.16999997571111,0
"285","a1",27,25,"Bouteloua eriopoda",1.74499998765066,86.2841165235828,92.0313371671383,2,1,0,85,7.26999999023974,0
"286","a1",27,26,"Bouteloua eriopoda",1.42999999963678,94.1293473214745,92.6502797435443,1,1,0,94,5.1900000020396,0
"287","a1",27,27,"Bouteloua eriopoda",1.39000000835164,60.507242207479,92.7176498859093,2,0,0,84,6.46999999880791,0
"288","a1",27,28,"Bouteloua eriopoda",1.27000001616078,96.0107874037051,92.8234383273526,1,0,0,95,3.38999999803491,1
"290","a1",27,30,"Bouteloua eriopoda",1.31999998889631,97.4577272746714,96.793636369902,1,0,0,96,1.99000000138767,1
"295","a1",28,2,"Bouteloua eriopoda",2.99550003059721,3.37047404504589,1.39318567668819,1,0,0,97,0.326032703742385,1
"297","a1",28,4,"Bouteloua eriopoda",4.05349999114149,38.6328485695018,6.99363026684303,2,0,0,86,5.93603271991014,0
"298","a1",28,5,"Bouteloua eriopoda",0.55449999481626,45.4920258493392,6.73760168688575,2,0,0,87,6.32603270933032,0
"299","a1",28,6,"Bouteloua eriopoda",3.67949995529326,1.39472165450764,13.066212537079,1,1,0,98,0.209999998332933,1
"300","a1",28,7,"Bouteloua eriopoda",1.90949998857989,38.3134825853423,12.9960327098767,2,0,0,86,12.0260327123106,0
"302","a1",28,9,"Bouteloua eriopoda",1.99999998521525,36.8951666676774,19.7978827071553,4,0,0,79,18.8260327093303,0
"303","a1",28,10,"Bouteloua eriopoda",2.69350002105907,40.9594028870251,23.7915138116168,4,1,0,79,22.6360327098519,0
"306","a1",28,13,"Bouteloua eriopoda",1.04300000070874,1.387628634068,30.8405741106988,1,0,0,99,0.609999999869615,1
"309","a1",28,16,"Bouteloua eriopoda",3.07500003320165,23.417262878076,42.306558464622,9,0,0,72,22.5099999981467,0
"310","a1",28,17,"Bouteloua eriopoda",10.587999956351,20.7657218924615,46.8784008050525,9,1,0,72,18.5100000002421,0
"313","a1",28,21,"Bouteloua eriopoda",0.88400000306685,39.212300152397,76.6385364840404,1,0,0,100,22.8739672806114,0
"315","a1",28,23,"Bouteloua eriopoda",1.04550002158084,84.1626861151376,88.7476188743603,3,0,0,85,10.5739672668278,0
"316","a1",28,24,"Bouteloua eriopoda",4.31050000461214,86.0633619424787,91.5453835224374,3,1,0,85,6.56396728008986,0
"319","a1",28,27,"Bouteloua eriopoda",3.01699999704561,94.2153419487733,95.0789865292745,2,1,0,94,3.87396728619933,0
"320","a1",28,28,"Bouteloua eriopoda",0.94299996129051,90.7478932505552,96.1767573567681,2,0,0,94,3.3739672973752,1
"327","a1",29,6,"Bouteloua eriopoda",18.4200000124238,2.24122488576052,12.0683446946865,2,1,0,98,0.0104956096038222,1
"329","a1",29,8,"Bouteloua eriopoda",13.9835000194747,41.6023514851032,23.947852005138,5,1,0,79,21.5260327327996,0
"335","a1",29,15,"Bouteloua eriopoda",18.5309999938936,23.5955917613544,42.1725945161582,10,1,0,72,20.4104956123047,0
"336","a1",29,16,"Bouteloua eriopoda",31.3315001131562,20.496282011357,48.2665496127557,10,1,0,72,16.1104956117924,0
"340","a1",29,24,"Bouteloua eriopoda",14.3579998670395,58.6917859463811,87.8284211697265,4,0,1,84,10.0739672780037,0
"343","a1",29,27,"Bouteloua eriopoda",9.30900000121,84.9699291252054,92.6164197893251,4,0,0,85,5.76396728865802,0
"344","a1",29,28,"Bouteloua eriopoda",4.4407500029281,99.5226611595858,94.1067651468285,3,0,0,94,-0.110495608532801,1
"345","a1",29,30,"Bouteloua eriopoda",8.1400000849529,92.9763842344218,96.5390957806534,3,1,0,94,2.07396727055311,0
"346","a1",29,31,"Bouteloua eriopoda",0.5999999999534,0.21049560940204,99.0926993700365,1,0,0,101,-0.0260327011346817,1
"350","a1",30,4,"Bouteloua eriopoda",3.8479999937681,0.55509735293316,11.2829644418981,3,1,0,98,0.00273681944236159,1
"352","a1",30,6,"Bouteloua eriopoda",10.254450027693,94.897502484218,17.8765275470883,1,1,0,102,1.98726318194531,0
"353","a1",30,7,"Bouteloua eriopoda",16.511500018904,40.3503417158961,22.387400869793,6,1,0,79,19.8325659614056,0
"357","a1",30,12,"Bouteloua eriopoda",14.687099969694,21.6942281709566,40.7030304735436,11,0,0,72,19.4127368158661,0
"359","a1",30,15,"Bouteloua eriopoda",12.3700000159396,20.3711604293547,48.5361027448492,11,1,0,72,17.1127368172165,0
"366","a1",30,28,"Bouteloua eriopoda",4.199950051998,94.6730022985717,96.3677235568705,4,1,0,94,2.56743403151631,1
"371","a1",31,5,"Bouteloua eriopoda",5.47050000325125,1.04750564213509,11.7298090254922,4,1,0,98,0.0090478511992842,1
"372","a1",31,7,"Bouteloua eriopoda",16.6499999535387,98.0300828861671,19.3056864624653,2,1,0,102,-0.0090478511992842,1
"373","a1",31,8,"Bouteloua eriopoda",21.8685000518567,44.2993710685911,23.7205771587571,7,1,0,79,20.2260327059776,0
"374","a1",31,9,"Bouteloua eriopoda",15.6570000673302,33.585834589625,27.6434536743333,7,1,0,79,24.8260327149183,0
"379","a1",31,16,"Bouteloua eriopoda",6.7729999947343,35.8549408527096,45.6674978434389,1,1,0,103,34.3090478505474,0
"380","a1",31,17,"Bouteloua eriopoda",3.74200001780828,21.5009060371815,46.9783416409598,12,0,0,72,20.6090478517581,0
"398","a1",31,44,"Bouteloua eriopoda",1.2795000176162,94.6247831658171,95.4592865890795,5,1,0,94,3.77396726980805,0
"405","a1",32,4,"Bouteloua eriopoda",27.1505500013503,95.4072416557676,15.9136750757655,3,1,0,102,1.68713623424992,0
"408","a1",32,7,"Bouteloua eriopoda",17.9864999928677,41.3431151672912,24.9074616640921,8,1,0,79,20.9260327275842,0
"411","a1",32,10,"Bouteloua eriopoda",8.4970000110364,32.9312918407178,27.0213077214907,8,1,0,79,25.126032717526,0
"413","a1",32,13,"Bouteloua eriopoda",1.19349998089578,42.2621445932083,34.3807708716196,1,0,0,104,33.8360327295959,0
"418","a1",32,18,"Bouteloua eriopoda",7.19049997452809,33.7846999894552,47.2490668189787,2,1,0,103,32.2128637693822,0
"419","a1",32,20,"Bouteloua eriopoda",1.50154997485601,25.8785380177136,53.0347305136683,13,1,1,72,25.0028637703508,0
"436","a1",32,45,"Bouteloua eriopoda",2.41414999984824,99.6292065126765,93.161461944177,6,0,0,94,-0.112863769754767,1
"444","a1",33,3,"Bouteloua eriopoda",1.0789999672249,93.4387920903425,13.70684519547,4,0,0,102,5.89000000036322,0
"445","a1",33,4,"Bouteloua eriopoda",0.98500000014668,2.06160744567037,14.0654574380268,6,0,1,98,1.51000000187196,1
"447","a1",33,6,"Bouteloua eriopoda",35.8724999202799,92.93694404074,18.0936856558511,4,1,0,102,3.09000000124797,0
"448","a1",33,7,"Bouteloua eriopoda",4.54150001663156,41.6709930638969,23.0358338076439,9,0,0,79,21.7260327190161,0
"450","a1",33,9,"Bouteloua eriopoda",21.3585000110054,41.4310610936974,28.6135757746937,9,1,0,79,25.4260327201337,0
"451","a1",33,10,"Bouteloua eriopoda",4.50099997774325,33.252042505608,29.5131178104171,9,0,0,79,27.5360327214003,0
"457","a1",33,17,"Bouteloua eriopoda",10.2360000440138,33.4905685820251,48.5608415597947,3,1,0,103,31.8099999974947,0
"458","a1",33,19,"Bouteloua eriopoda",7.72600000950717,24.8879489203117,54.3556185222098,14,1,0,72,23.410000000149,0
"478","a1",34,4,"Bouteloua eriopoda",16.3750000130385,95.1565445289226,21.5991297806457,5,1,0,102,1.68999999877997,0
"481","a1",34,7,"Bouteloua eriopoda",3.4149999870942,43.2587554883915,29.1245827374779,10,1,0,79,27.7300000190735,0
"485","a1",34,13,"Bouteloua eriopoda",6.4100000122888,33.964680180242,48.3412324699099,4,0,0,103,31.9100000022445,0
"486","a1",34,14,"Bouteloua eriopoda",4.93499994376674,25.4693380578435,53.7468524269041,15,1,0,72,24.2099999974016,0
"497","a1",35,5,"Bouteloua eriopoda",2.33500000673579,25.3111563146373,53.4479586098678,16,1,0,72,24.3299999972805,0
"500","a1",35,8,"Bouteloua eriopoda",5.42500003018649,45.107050693098,26.9894470187903,11,1,0,79,25.290000019595,0
"502","a1",35,10,"Bouteloua eriopoda",3.51500002162298,96.4621005165125,19.9940777671368,6,1,0,102,2.47000000090338,1
"503","a1",35,11,"Bouteloua eriopoda",1.20499999281485,98.8647164593712,19.5872337630422,6,0,0,102,0.770000001648441,1
"507","a1",36,3,"Bouteloua eriopoda",1.10999999892432,40.1876276235148,15.0143843908092,1,0,0,105,13.9299999922514,0
"508","a1",36,4,"Bouteloua eriopoda",20.1250000293367,96.7854285730883,19.509486547377,7,1,0,102,0.290000002132729,0
"511","a1",36,7,"Bouteloua eriopoda",4.7124999189924,56.8044031823675,23.1936516506532,1,1,0,106,22.1300000324845,0
"513","a1",36,9,"Bouteloua eriopoda",0.77200000607711,51.955975816618,23.4589637505297,1,0,0,107,22.8300000075251,0
"514","a1",36,10,"Bouteloua eriopoda",25.409999994128,44.5087800092792,26.948030977031,12,1,0,79,24.1300000343472,0
"516","a1",36,12,"Bouteloua eriopoda",0.98999996162253,50.5599999985188,26.277979810193,12,0,0,79,25.8300000336021,0
"517","a1",36,13,"Bouteloua eriopoda",1.02500000511063,97.0467479663806,28.4623577263524,7,0,1,102,2.49000000185333,1
"519","a1",36,15,"Bouteloua eriopoda",1.11999999405351,50.7735416712622,29.6570833508722,12,0,0,79,28.9300000295043,0
"520","a1",36,16,"Bouteloua eriopoda",1.47500001511653,38.5744067801136,29.7743502959996,12,1,0,79,29.0299999993294,0
"522","a1",36,18,"Bouteloua eriopoda",1.32599995669536,35.8571945694097,31.8309049927738,12,1,2,79,31.2300000339746,0
"523","a1",36,19,"Bouteloua eriopoda",0.83500001558336,39.3485229498181,32.2383832492147,12,0,1,79,31.7300000227988,0
"525","a1",36,22,"Bouteloua eriopoda",5.90999998923857,26.6156401613433,51.5278285445967,17,1,0,72,25.3099999972619,0
"529","a1",37,3,"Bouteloua eriopoda",18.9364999073548,27.9294130436733,53.6883004700718,18,1,0,72,25.7360327115748,0
"530","a1",37,4,"Bouteloua eriopoda",46.9415000838498,46.2577536094998,27.2720272816364,13,1,0,79,22.8899999987334,0
"531","a1",37,5,"Bouteloua eriopoda",7.4675000389386,54.7862179562822,28.9037730300953,2,0,0,106,27.2900000214577,0
"533","a1",37,7,"Bouteloua eriopoda",1.0295000016964,94.3769522519899,52.7210345049176,1,0,0,108,5.26396728819236,0
"534","a1",37,8,"Bouteloua eriopoda",12.570000016545,98.7311374616966,19.0078334834138,8,1,0,102,-0.0260327127762139,1
"536","a1",38,1,"Bouteloua eriopoda",0.3500000111293,71.0090478494142,17.6633333476881,1,0,0,109,17.4300000071526,0
"537","a1",38,2,"Bouteloua eriopoda",20.9250000349013,97.5157065528119,19.9207606565979,9,0,0,102,-0.0090478511992842,0
"539","a1",38,4,"Bouteloua eriopoda",0.48999998339219,64.5804764191322,23.8300000162174,1,0,0,110,23.5300000291318,0
"540","a1",38,5,"Bouteloua eriopoda",34.829999924479,43.7784324812444,28.3382113210788,14,0,0,79,24.6300000231713,0
"542","a1",38,7,"Bouteloua eriopoda",9.67000000095693,53.3741288574814,29.3567494007532,14,0,0,79,27.0299999974668,0
"543","a1",38,8,"Bouteloua eriopoda",1.38500000758562,36.0734281185806,27.7377015830871,14,0,1,79,27.1300000138581,0
"544","a1",38,9,"Bouteloua eriopoda",0.86000000835396,31.9695129650257,28.898217063191,14,0,1,79,28.0300000216812,0
"545","a1",38,10,"Bouteloua eriopoda",0.75000000634464,63.1254922978892,30.2226666662989,1,0,0,111,29.8299999907613,0
"547","a1",38,12,"Bouteloua eriopoda",18.5299999802653,25.2108827101003,53.6359992869407,19,0,0,72,22.1090478531551,0
"675","a1",45,1,"Bouteloua eriopoda",7.43999996752478,47.3034922996435,9.20853944798238,1,0,0,143,7.33000002801418,0
"679","a1",45,5,"Bouteloua eriopoda",1.79500000113156,99.4820283510713,15.1506128100701,1,1,0,144,0.290952151408419,1
"713","a1",47,1,"Bouteloua eriopoda",6.5349999880744,99.2405789313793,15.9215072798711,3,1,1,144,0.19000000320375,1
"755","a1",49,3,"Bouteloua eriopoda",13.3274999983399,98.9057459149261,20.7638698223424,5,0,1,144,-0.115559081314132,1
"794","a1",50,6,"Bouteloua eriopoda",2.80600003244448,88.709976294933,26.8429342067901,1,0,0,148,10.2892016584519,0
"871","a2",16,12,"Bouteloua eriopoda",1.58799999246886,82.9147019314103,44.5015825727487,1,0,0,44,16.3899999985006,0
"886","a2",17,0,"Bouteloua eriopoda",7.86099998248834,27.1868477361562,2.00540931813937,1,0,0,45,1.15016358904541,1
"911","a2",17,39,"Bouteloua eriopoda",0.27499999236315,96.1249999993015,43.7251635827124,1,0,0,46,3.60000000218861,1
"912","a2",17,40,"Bouteloua eriopoda",0.26249999670545,76.8039682528598,45.7374651738578,1,0,0,47,22.9500000015832,0
"913","a2",17,41,"Bouteloua eriopoda",0.2999999929918,87.9500000010012,34.3251635786146,1,0,0,48,11.7499999993015,0
"914","a2",17,42,"Bouteloua eriopoda",0.2499999946449,96.1999999999534,36.5501635707915,1,0,0,49,3.54999999981374,1
"915","a2",17,49,"Bouteloua eriopoda",0.2499999946449,73.3000000007451,22.1501635853201,1,0,0,50,21.9001635909081,0
"916","a2",17,52,"Bouteloua eriopoda",0.2499999946449,85.3999999992084,16.2501635961235,1,0,0,51,14.3500000005588,0
"917","a2",17,61,"Bouteloua eriopoda",0.2499999946449,84.3999999982771,2.35016359947622,1,0,0,52,2.10016360506415,1
"918","a2",17,62,"Bouteloua eriopoda",0.25000001792796,86.3000000012107,1.55016358476132,1,0,0,53,1.30016356706619,1
"956","a2",21,19,"Bouteloua eriopoda",1.17586087568136,29.0329518178709,96.685973073895,1,0,0,54,2.78125149197876,1
"970","a2",24,2,"Bouteloua eriopoda",1.25600000417884,0.43836518087052,33.9091507477808,1,0,0,55,0.109999999403954,1
"977","a2",25,3,"Bouteloua eriopoda",0.44000000774628,38.2634090925149,74.2085606195585,1,1,0,56,25.4499999806285,0
"985","a2",27,3,"Bouteloua eriopoda",2.1539999681795,38.102479104625,75.2815506130607,3,0,1,56,23.6500000115484,0
"986","a2",27,4,"Bouteloua eriopoda",1.6319999780804,97.9114705959375,75.7216176452222,1,0,0,57,1.08999999938533,1
"987","a2",27,5,"Bouteloua eriopoda",2.2399999950919,41.3620833333349,76.9208333498227,3,0,1,56,22.3499999847263,0
"991","a2",27,9,"Bouteloua eriopoda",1.4480000365041,29.0031860060231,90.0410129108757,1,1,0,58,9.44999996572733,0
"992","a2",27,10,"Bouteloua eriopoda",1.6279999962687,54.1775675642484,91.0534234350819,1,0,0,59,8.03000000305474,0
"993","a2",27,11,"Bouteloua eriopoda",1.6190000351113,15.33466543251,92.5407432658341,1,0,0,60,6.64999997243285,0
"994","a2",27,12,"Bouteloua eriopoda",1.7930000166576,55.9541345961477,93.8074753739544,1,0,0,61,5.54999997839332,0
"996","a2",27,14,"Bouteloua eriopoda",1.4400000052433,24.5291666697226,95.0444444599315,1,0,0,62,4.3499999679625,0
"997","a2",27,15,"Bouteloua eriopoda",2.095000011411,19.2735322207305,95.743250604344,1,1,0,63,3.32999997772276,0
"998","a2",27,16,"Bouteloua eriopoda",2.1900000404008,40.8883866065086,98.636605803534,1,1,0,64,0.649999966844916,1
"1004","a2",28,11,"Bouteloua eriopoda",4.7760000046236,29.6232328260148,89.9963232898173,2,0,0,58,8.74999999068677,0
"1005","a2",28,12,"Bouteloua eriopoda",6.076000076836,14.9031314456247,93.0210511331578,2,1,0,63,5.64999999478459,0
"1006","a2",28,13,"Bouteloua eriopoda",6.4049999995902,41.48285975064,98.6155217392545,2,1,0,64,0.149999978020787,1
"1007","a2",29,5,"Bouteloua eriopoda",0.0409999973755,37.3666666680947,22.9168302689989,1,1,0,65,22.8501636069268,0
"1008","a2",29,8,"Bouteloua eriopoda",7.3680000172048,82.7579234507726,64.0215461456519,1,1,0,66,15.690000000177,0
"1013","a2",29,13,"Bouteloua eriopoda",11.1369999782061,13.524415918556,94.3730937530932,3,1,0,63,3.74983642250299,0
"1014","a2",29,14,"Bouteloua eriopoda",13.8904499827539,40.2457701672559,98.251298281275,3,1,0,64,-0.0501635950058699,1
"1015","a2",30,0,"Bouteloua eriopoda",3.7094999715891,56.0469874633072,1.30476124000979,1,0,0,67,0.57016359642148,1
"1016","a2",30,4,"Bouteloua eriopoda",0.2429999800392,33.6700000004688,20.1401635849227,2,0,0,65,19.0701636020094,0
"1017","a2",30,7,"Bouteloua eriopoda",0.1960000164944,35.2099999979449,21.8468302550415,2,0,0,65,21.7101635877043,0
"1018","a2",30,10,"Bouteloua eriopoda",3.1270000102599,84.1095011190155,64.9296561835823,2,0,0,66,14.8300000000745,0
"1023","a2",30,16,"Bouteloua eriopoda",11.5695000305255,13.2190064443494,93.7645483933069,4,1,0,63,4.3498364277184,0
"1024","a2",30,17,"Bouteloua eriopoda",11.9096999319628,40.2629509001935,98.495998698412,4,1,0,64,-0.0401635654270649,1
"1025","a2",31,9,"Bouteloua eriopoda",1.0500000101048,51.5195238074133,62.2501635768761,1,0,0,68,36.6498364135623,0
"1027","a2",31,12,"Bouteloua eriopoda",0.5280000105761,44.6327272704977,74.7177393369928,1,1,0,69,24.6498364023864,0
"1030","a2",31,15,"Bouteloua eriopoda",18.3650000308896,11.9096006880942,92.8371653089204,5,1,0,63,4.84983641654253,0
"1031","a2",31,16,"Bouteloua eriopoda",0.5519999886998,0.20673912952279,95.4625548947522,1,1,0,70,0.0100000004749745,1
"1032","a2",31,17,"Bouteloua eriopoda",8.7700000038207,39.0808456459298,98.3825244706117,5,1,0,64,-0.0201635994017124,1
"1033","a2",32,4,"Bouteloua eriopoda",14.7790000449554,97.6218095457583,39.9468390418081,1,0,0,71,0.79000000259839,1
"1034","a2",32,5,"Bouteloua eriopoda",6.5259999924873,64.9841699851387,40.1109113706918,1,0,0,72,33.5900000005495,0
"1035","a2",32,11,"Bouteloua eriopoda",19.3500000582775,47.6633645133686,70.6475244836627,2,1,0,69,26.4498364180326,0
"1036","a2",32,14,"Bouteloua eriopoda",2.8300000017206,43.526336871249,73.6804321500704,2,0,0,69,25.5298363976181,0
"1046","a2",32,24,"Bouteloua eriopoda",21.4709999559759,11.3024192297416,94.1197200235305,6,1,0,63,2.94983643107116,0
"1047","a2",32,25,"Bouteloua eriopoda",0.7399999995157,28.2018918933317,91.8316050309699,1,0,0,73,7.74983642622828,0
"1048","a2",32,26,"Bouteloua eriopoda",3.0580000136588,0.57732068931041,93.2816438544474,2,0,0,70,0.0100000004749745,1
"1049","a2",32,27,"Bouteloua eriopoda",0.6120000113379,26.8067320205044,93.5385296141231,1,0,0,74,6.14983639679849,0
"1051","a2",32,29,"Bouteloua eriopoda",2.378000031688,41.6972021334974,97.1842762813029,6,0,0,64,1.94983640685678,1
"1052","a2",32,30,"Bouteloua eriopoda",0.6660000027306,44.8021921918164,97.2039774049703,6,0,0,64,1.94983640685678,1
"1053","a2",32,32,"Bouteloua eriopoda",4.897900050284,37.7327783496246,99.3855985658273,6,1,0,64,0.01983642578125,1
"1054","a2",33,12,"Bouteloua eriopoda",9.4809999739225,48.8098628876778,70.4111803482436,3,0,0,69,27.8298364020884,0
"1067","a2",33,25,"Bouteloua eriopoda",22.2039998816596,11.6491693604236,94.016358120089,7,0,0,63,3.04983640089631,0
"1070","a2",33,28,"Bouteloua eriopoda",1.20575003744406,38.8262989835565,99.8411650332498,7,0,0,64,-0.000163586810231209,1
"1073","a2",36,1,"Bouteloua eriopoda",0.818999970582314,95.7168376050637,0.529487183896021,1,1,0,77,0.350000010803342,1
"1074","a2",37,1,"Bouteloua eriopoda",2.83799999357481,95.8133591729162,1.37165374320993,2,1,0,77,0.769999995827675,1
"1075","a2",38,1,"Bouteloua eriopoda",3.11999996529892,94.9227136777052,1.33848291627573,3,0,0,77,0.950000016018748,1
"1076","a2",38,5,"Bouteloua eriopoda",5.50900002844539,84.7578913310975,7.24776972735068,1,0,0,78,6.05000001378357,0
"1112","a3",16,7,"Bouteloua eriopoda",4.71499999067979,98.576737357968,88.6596288665162,1,1,0,14,0.19000000320375,1
"1121","a3",18,1,"Bouteloua eriopoda",0.25000001792796,30.6999999971595,71.8000000109896,1,0,0,15,27.9499999713153,0
"1123","a3",19,1,"Bouteloua eriopoda",3.6000000110711,97.7372222197075,91.5412963055149,4,1,2,14,1.400000002468,1
