"","X","quad","year","NRquad","totParea","recArea","Group"
"1",1,"a1",19,3,3.74500001116655,0.801068088399154,"a"
"2",2,"a1",20,5,12.0674999420345,0.414336028507744,"a"
"3",3,"a1",21,0,27.6849999535456,0,"a"
"4",4,"a1",22,0,8.00999992388301,0,"a"
"5",5,"a1",23,0,7.80249994884594,0,"a"
"6",6,"a1",24,6,23.6650000632298,0.253538980941001,"a"
"7",7,"a1",25,2,11.8900000194693,0.168208578362077,"a"
"8",8,"a1",26,11,18.4749999599066,0.595399189384119,"a"
"9",9,"a1",27,4,36.6200000546477,0.109229928837543,"a"
"10",10,"a1",28,1,42.7919999445598,0.0233688540216764,"a"
"11",11,"a1",29,1,119.113750095032,0.00839533638393697,"a"
"12",12,"a1",30,1,61.8710000779967,0.0161626610001352,"a"
"13",13,"a1",31,1,71.4405001061356,0.0139976623695852,"a"
"14",14,"a1",32,0,65.9337499353825,0,"a"
"15",15,"a1",33,0,86.2994999465527,0,"a"
"16",16,"a1",34,0,31.1349999561882,0,"a"
"17",17,"a1",35,3,12.4800000513601,0.240384614395338,"a"
"18",18,"a1",36,1,64.810499884879,0.0154295986263996,"a"
"19",19,"a1",37,3,86.9450000483846,0.0345045718365692,"a"
"20",20,"a1",49,1,13.3274999983399,0.0750328268710983,"a"
"21",21,"a1",50,0,2.80600003244448,0,"a"
"22",22,"a2",16,9,1.58799999246886,5.66750632410755,"a"
"23",23,"a2",17,0,9.9484999610563,0,"a"
"24",24,"a2",21,0,1.17586087568136,0,"a"
"25",25,"a2",24,1,1.25600000417884,0.796178341300078,"a"
"26",26,"a2",25,0,0.44000000774628,0,"a"
"27",27,"a2",27,0,18.2390000829486,0,"a"
"28",28,"a2",28,2,17.2570000810498,0.115894998586471,"a"
"29",29,"a2",29,1,32.4364499755403,0.030829514350494,"a"
"30",30,"a2",30,3,30.7546999408709,0.0975460663172722,"a"
"31",31,"a2",31,4,29.265000044091,0.136682043190622,"a"
"32",32,"a2",32,0,77.3079001626317,0,"a"
"33",33,"a2",33,0,32.8907498930262,0,"a"
"34",34,"a2",36,0,0.818999970582314,0,"a"
"35",35,"a2",37,1,2.83799999357481,0.352360818274836,"a"
"36",36,"a3",16,0,4.71499999067979,0,"a"
"37",37,"a3",18,0,0.25000001792796,0,"a"
"38",38,"a3",19,0,3.6000000110711,0,"a"
"39",39,"a3",20,0,7.95249997211737,0,"a"
"40",40,"a4",16,2,3.93750005666516,0.507936500626717,"a"
"41",41,"a4",17,0,22.9750000599656,0,"a"
"42",42,"a4",18,16,2.90200001112139,5.51343898645172,"a"
"43",43,"a4",19,3,35.3846998927134,0.0847824062121769,"a"
"44",44,"a4",20,15,89.4445003948182,0.167701758451199,"a"
"45",45,"a4",21,0,110.83810016649,0,"a"
"46",46,"a4",22,0,21.4900000836257,0,"a"
"47",47,"a4",23,0,15.8800000779203,0,"a"
"48",48,"a4",24,5,38.0370000228688,0.131450955569416,"a"
"49",49,"a4",25,3,25.5435000093419,0.11744670851304,"a"
"50",50,"a4",26,1,60.4770001219139,0.0165352117000534,"a"
"51",51,"a4",27,10,53.7250000278931,0.186133085059249,"a"
"52",52,"a4",28,5,164.41700029433,0.0304104806136184,"a"
"53",53,"a4",29,4,339.294499929605,0.011789168409243,"a"
"54",54,"a4",30,16,292.601249898907,0.0546819263606289,"a"
"55",55,"a4",31,9,451.444850049418,0.0199359899642555,"a"
"56",56,"a4",32,1,554.56999998878,0.00180319887484038,"a"
"57",57,"a4",33,0,614.687099973186,0,"a"
"58",58,"a4",34,0,209.318500241142,0,"a"
"59",59,"a4",35,0,82.8325000135414,0,"a"
"60",60,"a4",36,9,111.024999924202,0.0810628237437011,"a"
"61",61,"a4",37,10,212.639999881895,0.0470278405076853,"a"
"62",62,"a4",43,3,11.2099999764096,0.267618198600644,"a"
"63",63,"a4",44,0,27.714999991029,0,"a"
"64",64,"a4",50,3,4.9299999787984,0.60851927239383,"a"
"65",66,"a5",16,3,8.81999992253957,0.340136057408967,"a"
"66",67,"a5",17,0,6.48499998274259,0,"a"
"67",68,"a5",19,8,1.12499996746192,7.11111131678392,"a"
"68",69,"a5",20,6,12.6550000083214,0.474120900517951,"a"
"69",70,"a5",21,0,13.9999999859137,0,"a"
"70",71,"a5",24,1,0.71499999487074,1.39860140863467,"a"
"71",72,"a5",25,5,2.65000003462192,1.88679242817948,"a"
"72",73,"a5",26,14,20.0050001285318,0.6998250392427,"a"
"73",74,"a5",27,4,70.0200000586524,0.0571265352277834,"a"
"74",75,"a5",28,3,59.295134652836,0.0505943703065107,"a"
"75",76,"a5",29,3,114.327257357701,0.0262404615429002,"a"
"76",77,"a5",30,5,128.370500011273,0.0389497587028245,"a"
"77",78,"a5",31,6,117.994000241632,0.0508500431184043,"a"
"78",79,"a5",32,0,197.633000037023,0,"a"
"79",80,"a5",33,4,222.815000135279,0.0179521127283686,"a"
"80",81,"a5",34,0,84.4350000796235,0,"a"
"81",82,"a5",35,2,29.1560000559138,0.0685965151654723,"a"
"82",83,"a5",36,3,42.1603499701798,0.0711569045826687,"a"
"83",84,"a5",37,11,104.886050062837,0.104875719825562,"a"
"84",85,"a5",43,1,33.4950000837514,0.029855202194345,"a"
"85",86,"a5",44,2,80.6350000716722,0.0248031251717282,"a"
"86",87,"a5",49,1,38.5000001863809,0.0259740258482841,"a"
"87",88,"a5",50,0,28.9550000267499,0,"a"
"88",90,"ar1",27,3,23.6695999425949,0.126744854466311,"a"
"89",91,"ar1",28,2,21.124299919345,0.0946776938235223,"a"
"90",92,"ar1",29,1,67.2946999128602,0.0148600112831307,"a"
"91",93,"ar1",30,0,61.3873999872662,0,"a"
"92",94,"ar1",31,6,50.9143999226013,0.117844853501584,"a"
"93",95,"ar1",32,0,85.8643003589397,0,"a"
"94",96,"ar1",33,3,55.5279000177843,0.0540268945708224,"a"
"95",97,"ar1",34,0,37.9450001068833,0,"a"
"96",98,"ar1",37,0,18.7774999797368,0,"a"
"97",99,"ar2",27,1,3.09999997326523,0.322580647943264,"a"
"98",100,"ar2",28,1,24.9250500565302,0.0401202805102494,"a"
"99",101,"ar2",29,3,37.4299999412546,0.0801496127359984,"a"
"100",102,"ar2",30,8,49.3984999454216,0.161948237473585,"a"
"101",103,"ar2",31,5,82.5141587852927,0.0605956610793346,"a"
"102",104,"ar2",32,12,89.6420498840983,0.133865747330804,"a"
"103",105,"ar2",33,8,156.729999995248,0.0510431953055736,"a"
"104",106,"ar2",34,0,181.206000153213,0,"a"
"105",107,"ar2",35,12,55.4449998347625,0.216430697732212,"a"
"106",108,"ar2",36,21,104.123700227323,0.201683189842013,"a"
"107",109,"ar2",37,9,326.274249602854,0.0275841566135082,"a"
"108",110,"ar2",45,0,50.1650000133459,0,"a"
"109",111,"ar2",49,12,76.8235000731642,0.156202203603996,"a"
"110",112,"ar2",50,3,81.0685997983372,0.0370056965022545,"a"
"111",114,"ar4",27,0,6.340000019609,0,"a"
"112",115,"ar4",28,0,7.05000007395865,0,"a"
"113",116,"ar4",29,1,6.30400002145697,0.158629441084437,"a"
"114",117,"ar4",30,0,16.3149999773618,0,"a"
"115",118,"ar4",31,0,8.94499998301733,0,"a"
"116",119,"ar4",32,0,20.4996999651051,0,"a"
"117",120,"ar4",33,0,35.6443000411236,0,"a"
"118",121,"ar4",34,0,19.1194000065985,0,"a"
"119",122,"ar5",27,1,1.34999999232823,0.740740744950216,"a"
"120",123,"ar5",28,1,2.05000001342269,0.487804874854803,"a"
"121",124,"ar5",29,1,2.51149996028887,0.398168431539605,"a"
"122",125,"ar5",30,0,0.764500029317103,0,"a"
"123",126,"ar5",32,0,2.67150001250813,0,"a"
"124",127,"ar5",33,0,3.38019993399172,0,"a"
"125",128,"b1",19,3,2.06499999534805,1.45278450690474,"b"
"126",129,"b1",20,3,19.9500000726664,0.150375939301891,"b"
"127",130,"b1",21,0,27.3700000045309,0,"b"
"128",131,"b1",22,0,14.2214999641725,0,"b"
"129",132,"b1",23,0,15.4300001150626,0,"b"
"130",133,"b1",24,0,22.1895001056914,0,"b"
"131",134,"b1",25,2,13.0574999769987,0.153168677275366,"b"
"132",135,"b1",26,8,37.1549999453989,0.215314224512351,"b"
"133",136,"b1",27,6,77.7340001167582,0.0771863018883355,"b"
"134",137,"b1",28,1,137.660500029624,0.00726424791268958,"b"
"135",138,"b1",29,2,223.639450497681,0.00894296599079125,"b"
"136",139,"b1",30,4,306.216300127126,0.0130626619103536,"b"
"137",140,"b1",31,1,433.886499952839,0.00230475020566137,"b"
"138",141,"b1",32,0,587.446600128979,0,"b"
"139",142,"b1",33,4,371.097649863378,0.0107788340925161,"b"
"140",143,"b1",34,3,482.920434666055,0.00621220347006963,"b"
"141",144,"b1",35,2,285.070000083775,0.00701582067356175,"b"
"142",145,"b1",36,0,434.370000128309,0,"b"
"143",146,"b1",37,0,417.965400224596,0,"b"
"144",147,"b1",50,0,9.97999996201135,0,"b"
"145",148,"b2",18,8,14.0700000434951,0.56858564145482,"b"
"146",149,"b2",19,4,32.9650001017982,0.121340815642279,"b"
"147",150,"b2",20,5,50.2945000916843,0.0994144487147751,"b"
"148",151,"b2",21,0,67.6049999185885,0,"b"
"149",152,"b2",22,0,34.0249999399763,0,"b"
"150",153,"b2",23,0,28.1150000686082,0,"b"
"151",154,"b2",24,4,23.4099999767239,0.17086715096015,"b"
"152",155,"b2",25,1,42.2200000610039,0.0236854570950993,"b"
"153",156,"b2",26,5,57.9350000934186,0.0863036159823533,"b"
"154",157,"b2",27,5,179.142500046308,0.0279107414416318,"b"
"155",158,"b2",28,5,177.278000122597,0.0282042892888133,"b"
"156",159,"b2",29,1,307.585000072103,0.00325113383216212,"b"
"157",160,"b2",30,3,346.839999933811,0.00864952139480021,"b"
"158",161,"b2",31,0,269.441000209705,0,"b"
"159",162,"b2",32,0,321.994999977057,0,"b"
"160",163,"b2",33,3,230.319999860723,0.0130253560342746,"b"
"161",164,"b2",34,1,145.733000148735,0.00686186381244741,"b"
"162",165,"b2",35,1,168.355000190651,0.00593982952016611,"b"
"163",166,"b2",36,0,196.451000013593,0,"b"
"164",167,"b2",37,0,238.470000140166,0,"b"
"165",169,"b2a",25,3,5.01499999473104,0.598205384476953,"b"
"166",170,"b2a",26,15,27.1443000547441,0.552602202663111,"b"
"167",171,"b2a",27,6,29.9350000384997,0.200434274003118,"b"
"168",172,"b2a",28,10,48.0445999498708,0.208139936859374,"b"
"169",173,"b2a",29,3,61.5594999979105,0.0487333392912845,"b"
"170",174,"b2a",30,2,45.6559999022165,0.0438058525557099,"b"
"171",175,"b2a",31,2,66.3274997411496,0.030153405567905,"b"
"172",176,"b2a",32,0,25.4299999910802,0,"b"
"173",177,"b2a",33,4,17.9074999465095,0.22337009699557,"b"
"174",178,"b2a",34,0,49.9499997152715,0,"b"
"175",179,"b2a",35,10,8.61000002133428,1.16144018295256,"b"
"176",180,"b2a",36,1,38.4679999657609,0.0259956327568386,"b"
"177",181,"b2a",37,2,9.7549999412196,0.205023066330224,"b"
"178",182,"b3",19,9,8.76499998221639,1.02681118291619,"b"
"179",183,"b3",20,1,47.4550001694751,0.0210725950148292,"b"
"180",184,"b3",21,0,15.4600000506826,0,"b"
"181",185,"b3",22,1,9.44500001887325,0.105876124722263,"b"
"182",186,"b3",23,0,0.77999998736661,0,"b"
"183",187,"b3",25,3,3.37500000570435,0.888888887386509,"b"
"184",188,"b3",26,11,17.9599999774864,0.612472161124106,"b"
"185",189,"b3",27,12,59.7850000191573,0.200719243893197,"b"
"186",190,"b3",28,8,53.5179999604407,0.149482417241179,"b"
"187",191,"b3",29,4,162.849999964563,0.0245624808159067,"b"
"188",192,"b3",30,7,243.784199955519,0.0287139199393449,"b"
"189",193,"b3",31,1,310.434282932569,0.00322129370040362,"b"
"190",194,"b3",32,5,242.474999559321,0.0206206825820686,"b"
"191",195,"b3",33,2,217.763949560082,0.00918425664137851,"b"
"192",196,"b3",34,3,171.206499931083,0.0175226992036378,"b"
"193",197,"b3",35,1,113.546000005679,0.00880700332860675,"b"
"194",198,"b3",36,3,102.760000177494,0.0291942389530771,"b"
"195",199,"b3",37,5,175.630899676431,0.0284687945527331,"b"
"196",200,"b3",50,0,21.3300000500912,0,"b"
"197",201,"b4",18,5,9.50999996887753,0.525762357135965,"b"
"198",202,"b4",19,7,13.8049999327562,0.507062660926971,"b"
"199",203,"b4",20,1,34.3150002224744,0.0291417745451465,"b"
"200",204,"b4",21,0,17.4855000370105,0,"b"
"201",205,"b4",23,1,0.39000001434702,2.56410246977633,"b"
"202",206,"b4",24,5,18.2794999745716,0.27353045799696,"b"
"203",207,"b4",25,7,19.0250000045868,0.367936925009848,"b"
"204",208,"b4",26,6,19.7200000423775,0.304259634234596,"b"
"205",209,"b4",27,0,40.9394999031578,0,"b"
"206",210,"b4",28,4,67.3759002172001,0.0593684089875635,"b"
"207",211,"b4",29,1,167.805999886722,0.00595926248569811,"b"
"208",212,"b4",30,9,160.397399988915,0.0561106352136755,"b"
"209",213,"b4",31,0,220.979999924438,0,"b"
"210",214,"b4",32,0,250.474999786389,0,"b"
"211",215,"b4",33,4,157.353000065198,0.0254205512341209,"b"
"212",216,"b4",34,1,85.6349998667813,0.0116774683430333,"b"
"213",217,"b4",35,7,114.55999994074,0.061103351986915,"b"
"214",218,"b4",36,3,242.52644981229,0.0123697848309821,"b"
"215",219,"b4",37,2,385.426499749884,0.0051890568014858,"b"
"216",220,"b4",50,3,5.79500005573034,0.517687656798808,"b"
"217",222,"b5",18,11,7.5300000264239,1.46082336804772,"b"
"218",223,"b5",19,4,20.3650001449767,0.196415417212097,"b"
"219",224,"b5",20,1,52.2568998178834,0.0191362289666058,"b"
"220",225,"b5",21,0,55.9499999648077,0,"b"
"221",226,"b5",22,0,10.5200000374648,0,"b"
"222",227,"b5",23,0,16.2600000213226,0,"b"
"223",228,"b5",24,0,7.6350000043842,0,"b"
"224",229,"b5",25,1,23.198999971261,0.0431053063166,"b"
"225",230,"b5",26,0,15.3170000320924,0,"b"
"226",231,"b5",27,20,22.6349999755714,0.883587365654288,"b"
"227",232,"b5",28,7,60.5249999974855,0.115654688150199,"b"
"228",233,"b5",29,0,111.098000029799,0,"b"
"229",234,"b5",30,1,136.300000087404,0.00733675714863341,"b"
"230",235,"b5",31,1,223.614500106047,0.00447198191318435,"b"
"231",236,"b5",32,1,295.475600074575,0.00338437420804835,"b"
"232",237,"b5",33,2,137.315450018034,0.0145650034263249,"b"
