"","quad","year","NRquad","totParea","recArea"
"1","a1",17,0,148.179300180305,0
"2","a1",18,4,52.6725000168231,0.0759409558825276
"3","a1",19,3,81.4980002679145,0.0368107191604441
"4","a1",20,5,183.192499895585,0.0272936938076061
"5","a1",21,0,308.075000208727,0
"6","a1",22,0,167.349999948789,0
"7","a1",23,0,196.167500021412,0
"8","a1",24,6,280.262499868067,0.0214085009690005
"9","a1",25,2,96.215000132008,0.0207867795796495
"10","a1",26,11,213.744300078941,0.0514633606413711
"11","a1",27,4,351.574500127887,0.0113773894254133
"12","a1",28,1,409.661699749177,0.0024410385462255
"13","a1",29,1,765.448150440014,0.00130642421622569
"14","a1",30,1,579.197949934228,0.00172652544801575
"15","a1",31,1,438.268400344271,0.00228170682443561
"16","a1",32,0,441.215749840925,0
"17","a1",33,0,463.735049927945,0
"18","a1",34,0,109.64069988624,0
"19","a1",35,3,39.1200000363123,0.0766871164932341
"20","a1",36,1,123.62299998162,0.0080891096329055
"21","a1",37,3,175.999000040592,0.017045551391247
"22","a1",42,0,413.515000166851,0
"23","a1",43,0,352.81000005244,0
"24","a1",44,2,475.054999565466,0.00421003884145921
"25","a1",49,1,584.106999803993,0.00171201509369956
"26","a1",50,0,515.793500057742,0
"28","a2",15,1,300.426188961159,0.00332860461818556
"29","a2",16,9,329.303599965802,0.027330402707212
"30","a2",17,0,213.15874974066,0
"31","a2",18,0,44.5126999064153,0
"32","a2",19,0,36.6300001026585,0
"33","a2",20,1,60.4200000352122,0.0165508109800928
"34","a2",21,0,179.367160748014,0
"35","a2",22,0,43.2162000018242,0
"36","a2",23,1,34.367000018303,0.0290976808993344
"37","a2",24,1,40.6940000128411,0.0245736472129662
"38","a2",25,0,23.8025000049582,0
"39","a2",26,8,65.5396001059162,0.122063607148525
"40","a2",27,0,156.600000112876,0
"41","a2",28,2,201.70500025411,0.00991547060053239
"42","a2",29,1,303.428050042409,0.00329567421291549
"43","a2",30,3,274.891700128567,0.0109133887949214
"44","a2",31,4,258.731500136747,0.015460042545596
"45","a2",32,0,275.28870025068,0
"46","a2",33,0,138.533649979186,0
"47","a2",35,1,0.951499995072605,1.05097215468056
"48","a2",36,0,0.818999970582314,0
"49","a2",37,1,2.83799999357481,0.352360818274836
"50","a2",42,0,58.3830000851029,0
"51","a2",43,0,45.0295001374949,0
"52","a2",44,0,16.3030000537545,0
"53","a2",49,0,25.6224999607634,0
"54","a2",50,0,39.7889999512015,0
"55","a3",15,1,218.951500340972,0.00456722150084703
"56","a3",16,0,228.217499865654,0
"57","a3",17,1,81.5800001690095,0.0122579063242008
"58","a3",18,0,15.160000073989,0
"59","a3",19,0,7.17000004315749,0
"60","a3",20,0,11.3674999423313,0
"61","a3",33,0,1.38000002864748,0
"62","a4",15,2,479.255999984447,0.00417313502609233
"63","a4",16,2,264.010750025585,0.00757544910503146
"64","a4",17,0,200.780999766389,0
"65","a4",18,16,75.6239999187926,0.211573045821185
"66","a4",19,3,127.892199863012,0.0234572554324138
"67","a4",20,15,318.154296056647,0.0471469352635404
"68","a4",21,0,395.88460040368,0
"69","a4",22,0,135.789999959708,0
"70","a4",23,0,76.4172501973212,0
"71","a4",24,5,113.832000006713,0.0439243797851672
"72","a4",25,3,84.9824998781679,0.0353013856299925
"73","a4",26,1,180.846000182462,0.0055295665869915
"74","a4",27,10,156.594500006823,0.0638592032259388
"75","a4",28,5,280.498500351781,0.0178254072436372
"76","a4",29,4,560.540999969494,0.00713596329299318
"77","a4",30,16,520.494749863849,0.0307399834564811
"78","a4",31,9,657.981249976914,0.0136782013170068
"79","a4",32,1,792.902099805192,0.00126118974870377
"80","a4",33,0,848.077600391397,0
"81","a4",34,0,300.666000179507,0
"82","a4",35,0,95.3774999802723,0
"83","a4",36,9,137.359999954686,0.0655212580297685
"84","a4",37,10,244.119999890939,0.0409634606114515
"85","a4",42,2,873.688000153046,0.00228914669727598
"86","a4",43,3,1109.7049995968,0.00270342118048492
"87","a4",44,0,1210.01320074058,0
"88","a4",49,2,1574.95940026579,0.00126987400415686
"89","a4",50,3,776.279999651712,0.00386458494531095
"91","a5",15,7,501.16659994327,0.013967411237685
"92","a5",16,3,472.549600007273,0.00634853992036778
"93","a5",17,0,453.585999850019,0
"94","a5",18,2,215.807500307065,0.00926751849288958
"95","a5",19,8,94.7774999600917,0.0844082192858916
"96","a5",20,6,257.687500331492,0.0232840164628922
"97","a5",21,0,361.260000011515,0
"98","a5",22,0,127.595350097679,0
"99","a5",23,1,177.045000112774,0.00564828150675264
"100","a5",24,1,158.494999935613,0.00630934730058513
"101","a5",25,5,107.98300014568,0.046303584761069
"102","a5",26,14,197.931499921781,0.0707315409903555
"103","a5",27,4,435.743799900225,0.00917970605873429
"104","a5",28,3,468.996634572181,0.00639663438680451
"105","a5",29,3,736.334257617943,0.00407423662414549
"106","a5",30,5,731.922299364384,0.00683132622730869
"107","a5",31,6,642.154400072584,0.00934354728289926
"108","a5",32,0,791.165649817655,0
"109","a5",33,4,1007.16660020468,0.00397153757798075
"110","a5",34,0,559.787500229174,0
"111","a5",35,2,137.925150028978,0.0145006186295958
"112","a5",36,3,208.110349870348,0.0144154291310787
"113","a5",37,11,371.159399860543,0.0296368622325962
"114","a5",42,7,1068.43189957839,0.00655165762344069
"115","a5",43,1,926.202999453534,0.00107967691811623
"116","a5",44,2,1101.9831002876,0.00181490986520395
"117","a5",49,1,308.775000231422,0.00323860415917907
"118","a5",50,0,407.135000318211,0
"120","ar1",26,2,30.8849999525211,0.0647563543168062
