"","quad","year","trackID","area","survives","age","distEdgeMin","allEdge"
"5577","g4",38,47,79.9292998451745,1,24,-0.00841310247778893,0
"5578","g4",38,155,6.3800000397069,1,3,4.80841309181415,0
"5579","g4",38,106,147.374999981723,1,12,20.3084130887873,0
"5580","g4",39,34,66.9600000543497,1,25,0.691586907487363,0
"5581","g4",39,167,1.15000000155997,1,1,9.39158690162003,0
"5582","g4",39,163,0.52999997322215,1,1,6.90841309260577,0
"5583","g4",39,159,2.09499999121297,1,1,12.4084130860865,0
"5584","g4",39,160,5.27000008793082,0,1,8.5915869101882,0
"5585","g4",39,164,1.39499997826759,0,1,23.5915869125165,0
"5586","g4",39,166,2.99499999463558,1,1,4.7084130870644,0
"5587","g4",39,161,2.53000003078952,0,1,7.80841308878735,0
"5588","g4",39,158,3.30499998770421,1,1,5.90841309167445,0
"5589","g4",39,95,51.7300000275532,1,14,10.5084131006151,0
"5590","g4",39,162,2.36499998746673,1,1,28.3084130845964,0
"5591","g4",39,48,9.99899996253569,1,25,0.00158692710101604,1
"5592","g4",39,41,30.3349999966076,1,25,27.9915869235992,0
"5593","g4",39,165,6.87499998370185,0,1,0.191586912842467,1
"5594","g4",39,2,34.7150000267686,1,25,10.908413073048,0
"5595","g4",39,106,66.6849999091913,1,13,19.5084130915347,0
"5596","g4",39,50,44.4949999764748,1,25,0.691586919128895,0
"5597","g4",39,92,0.92499999473803,0,15,33.6084130685776,0
"5598","g4",39,152,22.760000034885,1,4,-0.00841309083625674,0
"5599","g4",39,47,30.3799999303056,1,25,-0.00841310247778893,0
"5600","g4",39,88,6.93500002316199,1,15,9.30841309018433,0
"5601","g4",39,25,25.5199999062065,1,25,39.7084130905569,0
"5602","g4",39,157,1.81000000226544,0,2,4.10841307602823,0
"5603","g4",39,155,7.88000004046364,1,4,2.90841308888048,0
"5604","g4",39,44,6.68499999766703,1,25,16.1915868986398,0
"5605","g4",42,163,5.93499999219552,1,4,8.11000000103377,0
"5606","g4",42,2,37.4649998310744,1,28,4.50841309502721,0
"5607","g4",42,41,23.5350000665965,1,28,30.1915869116783,0
"5608","g4",42,159,5.77499996186234,1,4,3.6084130872041,0
"5609","g4",42,47,27.5599999425444,1,28,2.09158691577613,0
"5610","g4",42,88,8.1050000155624,1,18,9.90841309539974,0
"5611","g4",42,44,4.10499997260515,0,28,18.9915869385004,0
"5612","g4",42,50,31.2049999855389,1,28,2.99158692359924,0
"5613","g4",42,25,8.88500004076399,1,28,40.9099999989849,0
"5614","g4",42,155,4.92999995202292,0,7,5.70999999763444,0
"5615","g4",42,162,4.20500001440989,1,4,24.9084130860865,0
"5616","g4",42,95,121.044999857417,1,17,6.10841307789087,0
"5617","g4",42,34,55.3400000841031,1,28,0.19000000320375,0
"5618","g4",42,48,26.2024000538896,1,28,-0.00841310247778893,0
"5619","g4",42,106,38.8249999390216,1,16,19.7099999990314,0
"5620","g4",43,41,33.5350000564102,1,29,28.7915869150311,0
"5621","g4",43,50,18.0249998883461,1,29,4.49158693663776,0
"5622","g4",43,170,1.07999999491032,1,1,13.691586907953,0
"5623","g4",43,47,38.3649998528324,1,29,2.39158691838384,0
"5624","g4",43,34,60.0900001255469,1,29,-0.00841309083625674,0
"5625","g4",43,162,15.085000033977,1,5,22.8084130678326,0
"5626","g4",43,159,10.539999958456,1,5,0.308413105085492,1
"5627","g4",43,163,20.3050000135484,1,5,7.10841309046373,0
"5628","g4",43,88,23.2400000016112,1,19,7.20841307193041,0
"5629","g4",43,25,5.99500002117827,0,29,42.8084130922798,0
"5630","g4",43,48,18.0385001010096,1,29,-0.00841310247778893,0
"5631","g4",43,2,28.5399999899463,1,29,6.0084130614996,0
"5632","g4",43,106,41.6700001056725,1,17,17.1084130881354,0
"5633","g4",43,95,75.5699999007699,1,18,2.30841310694814,0
"5634","g4",44,95,103.670000043332,1,19,4.00841310620308,0
"5635","g4",44,163,29.5449999433896,1,6,7.80999999842606,0
"5636","g4",44,106,44.3500000244007,1,18,20.409999997355,0
"5637","g4",44,41,53.3950000524241,1,30,29.4915869366378,0
"5638","g4",44,47,53.1450002175593,1,30,1.99158689938486,0
"5639","g4",44,88,27.9349999723466,1,20,11.308413092047,0
"5640","g4",44,162,21.424999955215,1,6,22.8084130678326,0
"5641","g4",44,170,2.28499997637467,0,2,10.4899999976624,0
"5642","g4",44,159,18.8749999277643,1,6,1.70841310173273,0
"5643","g4",44,2,43.0650000312622,1,30,6.0084130614996,0
"5644","g4",44,34,51.404999997844,1,30,0.290000002132729,0
"5645","g4",44,48,22.6418998270698,1,30,0.00158692710101604,1
"5646","g4",44,50,28.6899999986659,1,30,5.19158691167831,0
"5647","g4",45,163,66.6199999955669,0,7,7.70841308985837,0
"5648","g4",45,95,147.79999984398,1,20,4.40841307863593,0
"5649","g4",45,88,10.2499999882421,0,21,17.808413086459,0
"5650","g4",45,48,27.385000113349,0,31,-0.00841310247778893,1
"5651","g4",45,162,27.9499999522348,0,7,23.408413073048,0
"5652","g4",45,159,36.6649999748124,0,7,0.708413077518344,0
"5653","g4",45,47,68.2700000312365,1,31,0.791586935520172,0
"5654","g4",45,171,23.8149999418552,1,1,0.00841309083625674,0
"5655","g4",45,106,41.8649998797243,1,19,21.008413087111,0
"5656","g4",45,41,71.4549998658058,1,31,28.4915869124234,0
"5657","g4",45,34,70.4600000116834,1,31,-0.00841309083625674,0
"5658","g4",45,2,23.809999992894,1,31,7.70841310732067,0
"5659","g4",45,50,48.9649999974319,1,31,4.09158691763878,0
"5660","g4",46,171,7.83499999427935,1,2,0.0100000004749745,1
"5661","g4",46,106,34.5700000435533,1,20,28.2899999991059,0
"5662","g4",46,2,25.2449999822373,1,32,8.11000000685453,0
"5663","g4",46,50,17.1350000459444,1,32,9.08999997191131,0
"5664","g4",46,34,98.5049998351653,1,32,0.19000000320375,0
"5665","g4",46,95,78.0399998449511,1,21,2.81000002287328,0
"5666","g4",46,47,10.920000047232,1,32,2.4900000076741,0
"5667","g4",46,41,46.3699999680347,1,32,32.3899999726564,0
"5668","g4",49,34,57.4869999363373,1,35,1.58999999985099,0
"5669","g4",49,106,57.4700001417962,1,23,24.4899999815971,0
"5670","g4",49,171,2.35999999659602,1,5,0.0100000004749745,1
"5671","g4",49,41,41.7999999579508,1,35,38.1899999920279,0
"5672","g4",49,95,30.9649998925999,1,24,7.010000012815,0
"5673","g4",49,47,11.7600000248733,1,35,7.68999997526407,0
"5674","g4",50,172,18.9469999966533,0,4,0.015717773931101,1
"5675","g4",50,34,115.924999896134,1,36,-0.105717772385105,0
"5676","g4",50,106,83.1390000819475,1,24,27.6899999938905,0
"5677","g4",50,47,19.9509999575103,1,36,12.390000000596,0
"5678","g4",50,95,41.9115001007324,1,25,3.31000001169741,0
"5679","g4",50,175,1.17500000655418,0,1,38.1057177728508,0
"5680","g4",50,171,18.8790000372836,0,6,0.015717773931101,1
"5681","g4",50,174,1.56000000150874,1,1,40.0842822273262,0
"5682","g4",50,41,28.817000055783,1,36,38.1942822306883,0
"5692","g5",15,46,3.53000000151107,1,1,4.40999999991618,0
"5693","g5",15,62,4.30000005166512,0,1,3.6915868986398,0
"5694","g5",15,30,4.95000004239846,0,1,36.2900000007357,0
"5695","g5",15,61,4.51500000253087,1,1,4.99158692546189,0
"5696","g5",15,2,4.51500006132061,0,1,6.0084130614996,0
"5697","g5",15,63,2.67000002837274,1,1,4.59158690646291,0
"5698","g5",15,16,5.54999994980171,1,1,32.8099999984261,0
"5699","g5",15,64,4.4335000245329,1,1,2.59158690460026,0
"5700","g5",15,97,17.3607796486699,1,1,7.56706427782774,0
"5701","g5",15,56,3.90999999162508,0,1,11.491586919874,0
"5702","g5",15,53,6.40500001123175,1,1,11.491586919874,0
"5703","g5",15,20,2.49999999796273,0,1,30.2900000009686,0
"5704","g5",15,5,13.7699999832735,1,1,12.2084130998701,0
"5705","g5",15,45,11.94500000956,1,1,11.4100000006147,0
"5706","g5",15,32,8.08500007012393,0,1,2.49000000185333,0
"5707","g5",15,37,2.97000002543908,0,1,35.1915868930519,0
"5708","g5",15,48,3.77999998713378,0,1,16.7915869038552,0
"5709","g5",15,49,6.28000002205838,0,1,16.3915869314224,0
"5710","g5",15,59,3.34499998830259,1,1,7.49158691614866,0
"5711","g5",15,41,5.00999999571126,0,1,6.2099999981001,0
"5712","g5",15,19,3.33499999753898,0,1,35.7100000022911,0
"5713","g5",15,71,2.92349996496784,1,1,0.00158692710101604,1
"5714","g5",15,31,4.12500003969762,0,1,7.3099999979604,0
"5715","g5",15,22,10.9650000250223,1,1,9.69000000040978,0
"5716","g5",15,39,2.43000002129003,0,1,34.4915869180113,0
"5717","g5",15,28,6.19999999757856,0,1,0.0100000004749745,1
"5718","g5",15,57,4.26000000537373,0,1,0.290000002132729,1
"5719","g5",15,55,2.32000000763917,0,1,10.5915869120508,0
"5720","g5",15,8,17.6750000122585,1,1,14.9084130767733,0
"5721","g5",15,21,4.42999996942701,0,1,5.50999999977648,0
"5722","g5",15,38,15.7549999465747,1,1,6.48999999975786,0
"5723","g5",15,17,15.3950000645895,1,1,33.8084131013602,0
"5724","g5",15,18,20.6400000238349,1,1,18.1099999987055,0
"5725","g5",15,3,23.8849999805191,1,1,10.908413073048,0
"5726","g5",15,14,6.5799999719765,0,1,21.0900000005495,0
"5727","g5",15,58,8.7350001211022,0,1,6.79158689454198,0
"5728","g5",15,54,22.0999999937252,1,1,8.99158692918718,0
"5729","g5",15,70,7.52150008274731,1,1,-0.00841310247778893,1
"5730","g5",15,50,4.2000000054948,0,1,15.6915869098157,0
"5731","g5",15,33,3.37499998765998,0,1,42.6915869116783,0
"5732","g5",15,35,2.60000000367872,0,1,39.8915869183838,0
"5733","g5",15,42,30.1700000795955,1,1,23.6915869172662,0
"5734","g5",15,27,7.69500001037493,1,1,3.31000000005588,0
"5735","g5",15,60,3.34999997509876,0,1,7.89158693514764,0
"5736","g5",15,15,3.62500000966247,0,1,28.0084130819887,0
"5737","g5",15,7,11.570000020212,1,1,8.01000000210479,0
"5738","g5",15,34,3.96000004032161,0,1,1.51000000187196,1
"5739","g5",15,36,5.92499992052326,1,1,36.2915869336575,0
"5740","g5",15,6,7.7000000061933,1,1,12.2084130998701,0
"5741","g5",15,68,12.8254999947448,1,1,-0.00841310247778893,1
"5742","g5",15,12,2.86000002663117,0,1,24.0084130782634,0
"5743","g5",15,13,7.17000006294809,1,1,16.7900000000373,0
"5744","g5",15,52,6.27499990633223,1,1,11.8915869388729,0
"5745","g5",15,26,2.73999999602325,0,1,11.8100000021514,0
"5746","g5",15,11,7.36499994788552,1,1,18.9084130804986,0
"5747","g5",15,66,5.06000000919215,1,1,0.0100000004749745,1
"5748","g5",15,1,2.55000000125729,1,1,3.40841310098767,0
"5749","g5",15,4,3.52000003286637,1,1,6.99000000022352,0
